timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,239.77,56.49,77.7,
2026-04-18T09:30:01,232.64,32.61,71.1,
2026-04-18T09:30:02,221.42,37.57,69.6,
2026-04-18T09:30:03,232.49,60.39,75.8,
2026-04-18T09:30:04,224.26,57.76,71.5,
2026-04-18T09:30:05,215.02,60.27,73.1,
2026-04-18T09:30:06,13.41,6.76,77.4,
2026-04-18T09:30:07,16.03,6.22,72.7,
2026-04-18T09:30:08,13.3,4.25,76.8,
2026-04-18T09:30:09,10.88,7.37,76.6,
2026-04-18T09:30:10,239.95,53.35,74.9,
2026-04-18T09:30:11,225.49,60.08,73.3,
2026-04-18T09:30:12,222.76,56.12,72.0,
2026-04-18T09:30:13,221.98,70.17,75.0,
2026-04-18T09:30:14,216.59,46.02,78.7,
2026-04-18T09:30:15,209.01,71.23,77.7,
2026-04-18T09:30:16,13.48,6.43,71.9,
2026-04-18T09:30:17,11.64,6.23,73.8,
2026-04-18T09:30:18,10.59,5.2,79.2,
2026-04-18T09:30:19,13.33,3.77,73.9,
2026-04-18T09:30:20,238.89,59.29,79.5,
2026-04-18T09:30:21,229.82,58.39,77.9,
2026-04-18T09:30:22,223.25,73.36,78.7,
2026-04-18T09:30:23,216.05,69.84,79.2,
2026-04-18T09:30:24,218.76,45.03,75.7,
2026-04-18T09:30:25,205.2,103.94,76.3,
2026-04-18T09:30:26,11.15,7.88,76.6,
2026-04-18T09:30:27,10.89,3.0,77.4,
2026-04-18T09:30:28,12.46,1.65,78.1,
2026-04-18T09:30:29,9.55,5.22,79.5,
2026-04-18T09:30:30,226.48,77.72,75.1,10
2026-04-18T09:30:31,234.55,75.9,73.8,
2026-04-18T09:30:32,216.21,67.43,78.3,
2026-04-18T09:30:33,221.84,79.66,82.8,
2026-04-18T09:30:34,214.34,42.81,79.0,
2026-04-18T09:30:35,207.04,50.65,79.3,
2026-04-18T09:30:36,11.74,5.48,76.8,
2026-04-18T09:30:37,15.95,4.92,79.8,
2026-04-18T09:30:38,13.9,5.67,76.7,
2026-04-18T09:30:39,10.65,4.32,80.5,
2026-04-18T09:30:40,233.87,74.09,77.7,
2026-04-18T09:30:41,223.66,81.41,81.7,
2026-04-18T09:30:42,222.88,69.26,81.0,
2026-04-18T09:30:43,217.7,83.36,80.0,
2026-04-18T09:30:44,214.46,89.94,80.1,
2026-04-18T09:30:45,203.04,79.38,79.7,
2026-04-18T09:30:46,11.18,6.61,79.9,
2026-04-18T09:30:47,9.46,6.65,81.9,
2026-04-18T09:30:48,11.51,2.85,83.1,
2026-04-18T09:30:49,14.83,3.99,83.5,
2026-04-18T09:30:50,236.48,62.47,80.0,
2026-04-18T09:30:51,229.3,87.22,77.2,
2026-04-18T09:30:52,217.87,69.01,80.9,
2026-04-18T09:30:53,208.94,59.83,77.0,
2026-04-18T09:30:54,205.91,89.97,80.3,
2026-04-18T09:30:55,202.75,64.4,79.9,
2026-04-18T09:30:56,11.77,0.0,82.6,
2026-04-18T09:30:57,12.95,6.56,82.2,
2026-04-18T09:30:58,13.26,4.36,81.1,
2026-04-18T09:30:59,9.14,4.09,82.2,
2026-04-18T09:31:00,225.72,83.36,80.1,11
2026-04-18T09:31:01,219.6,110.35,83.0,
2026-04-18T09:31:02,231.16,98.22,84.0,
2026-04-18T09:31:03,211.75,82.98,83.7,
2026-04-18T09:31:04,213.98,94.42,81.1,
2026-04-18T09:31:05,204.95,82.31,85.8,
2026-04-18T09:31:06,11.45,3.08,78.9,
2026-04-18T09:31:07,10.95,4.64,80.1,
2026-04-18T09:31:08,12.25,7.83,88.1,
2026-04-18T09:31:09,10.54,7.24,83.6,
2026-04-18T09:31:10,221.9,95.23,86.4,
2026-04-18T09:31:11,232.83,101.65,86.0,
2026-04-18T09:31:12,231.04,119.25,87.1,
2026-04-18T09:31:13,205.88,83.83,80.8,
2026-04-18T09:31:14,204.04,88.24,84.8,
2026-04-18T09:31:15,198.59,69.93,87.9,
2026-04-18T09:31:16,11.59,5.77,84.8,
2026-04-18T09:31:17,12.21,5.09,82.4,
2026-04-18T09:31:18,8.78,6.36,84.6,
2026-04-18T09:31:19,9.73,6.94,83.9,
2026-04-18T09:31:20,217.37,116.79,84.9,
2026-04-18T09:31:21,229.82,89.96,88.4,
2026-04-18T09:31:22,205.81,114.38,83.1,
2026-04-18T09:31:23,208.51,98.6,86.5,
2026-04-18T09:31:24,209.61,100.07,85.4,
2026-04-18T09:31:25,203.27,116.69,88.1,
2026-04-18T09:31:26,9.21,6.88,85.8,
2026-04-18T09:31:27,13.52,5.86,86.0,
2026-04-18T09:31:28,12.41,3.69,88.6,
2026-04-18T09:31:29,10.96,3.36,90.2,
2026-04-18T09:31:30,223.52,104.4,88.4,12
2026-04-18T09:31:31,210.32,112.72,86.6,
2026-04-18T09:31:32,212.89,99.68,92.3,
2026-04-18T09:31:33,206.02,100.88,89.7,
2026-04-18T09:31:34,199.57,110.96,87.9,
2026-04-18T09:31:35,206.17,130.59,87.7,
2026-04-18T09:31:36,10.8,5.84,86.3,
2026-04-18T09:31:37,11.74,3.6,88.2,
2026-04-18T09:31:38,11.93,8.07,86.7,
2026-04-18T09:31:39,9.55,4.0,87.7,
2026-04-18T09:31:40,221.02,116.07,89.7,
2026-04-18T09:31:41,211.32,124.14,87.0,
2026-04-18T09:31:42,213.56,138.31,89.2,
2026-04-18T09:31:43,203.47,112.1,89.4,
2026-04-18T09:31:44,205.65,117.95,91.7,
2026-04-18T09:31:45,194.27,110.57,88.6,
2026-04-18T09:31:46,11.03,4.96,86.4,
2026-04-18T09:31:47,9.76,4.14,89.0,
2026-04-18T09:31:48,11.8,7.29,91.0,
2026-04-18T09:31:49,13.61,7.55,91.5,
2026-04-18T09:31:50,213.93,111.21,86.1,
2026-04-18T09:31:51,211.69,130.14,90.0,
2026-04-18T09:31:52,212.21,128.4,93.9,
2026-04-18T09:31:53,210.69,114.53,87.9,
2026-04-18T09:31:54,205.93,130.85,89.9,
2026-04-18T09:31:55,199.08,124.37,91.4,
2026-04-18T09:31:56,10.2,5.54,92.0,
2026-04-18T09:31:57,12.16,6.66,91.7,
2026-04-18T09:31:58,11.02,3.17,94.7,
2026-04-18T09:31:59,8.5,5.24,92.4,
2026-04-18T09:32:00,213.7,127.22,91.6,13
2026-04-18T09:32:01,212.78,146.97,92.8,
2026-04-18T09:32:02,214.06,130.55,93.9,
2026-04-18T09:32:03,210.56,116.54,93.7,
2026-04-18T09:32:04,198.83,113.61,92.5,
2026-04-18T09:32:05,202.58,129.38,92.7,
2026-04-18T09:32:06,12.78,4.68,90.1,
2026-04-18T09:32:07,11.45,6.43,95.2,
2026-04-18T09:32:08,11.47,3.8,90.4,
2026-04-18T09:32:09,11.08,6.84,89.5,
2026-04-18T09:32:10,221.7,154.81,90.3,
2026-04-18T09:32:11,208.49,118.62,90.7,
2026-04-18T09:32:12,209.67,130.05,95.8,
2026-04-18T09:32:13,204.68,139.2,86.4,
2026-04-18T09:32:14,199.16,113.51,93.9,
2026-04-18T09:32:15,195.06,114.14,97.1,
2026-04-18T09:32:16,11.7,7.33,93.1,
2026-04-18T09:32:17,10.63,5.21,95.8,
2026-04-18T09:32:18,7.49,7.24,93.1,
2026-04-18T09:32:19,10.76,3.69,93.6,
2026-04-18T09:32:20,222.41,132.38,93.8,
