timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,164.96,56.81,74.6,
2026-04-18T09:30:01,150.94,64.79,74.5,
2026-04-18T09:30:02,143.79,74.36,74.7,
2026-04-18T09:30:03,147.8,43.47,77.6,
2026-04-18T09:30:04,140.83,43.45,80.7,
2026-04-18T09:30:05,135.88,70.47,75.8,
2026-04-18T09:30:06,7.17,3.44,76.2,
2026-04-18T09:30:07,6.83,7.06,73.3,
2026-04-18T09:30:08,8.63,7.46,78.9,
2026-04-18T09:30:09,7.32,3.27,75.8,
2026-04-18T09:30:10,153.63,53.79,73.7,
2026-04-18T09:30:11,151.01,43.02,77.6,
2026-04-18T09:30:12,148.02,35.5,77.9,
2026-04-18T09:30:13,145.74,22.4,77.4,
2026-04-18T09:30:14,146.42,65.27,79.0,
2026-04-18T09:30:15,136.5,70.39,78.9,
2026-04-18T09:30:16,7.88,5.43,78.6,
2026-04-18T09:30:17,7.78,6.36,77.4,
2026-04-18T09:30:18,6.4,4.61,74.0,
2026-04-18T09:30:19,7.16,6.45,75.3,
2026-04-18T09:30:20,155.68,45.92,79.1,
2026-04-18T09:30:21,152.74,62.47,72.7,
2026-04-18T09:30:22,143.5,75.5,77.2,
2026-04-18T09:30:23,151.15,56.81,78.4,
2026-04-18T09:30:24,144.15,58.39,72.0,
2026-04-18T09:30:25,138.15,72.26,74.7,
2026-04-18T09:30:26,5.71,5.58,82.3,
2026-04-18T09:30:27,6.85,4.85,75.9,
2026-04-18T09:30:28,5.9,6.06,78.5,
2026-04-18T09:30:29,9.75,2.55,75.7,
2026-04-18T09:30:30,139.3,63.28,79.6,10
2026-04-18T09:30:31,153.2,57.38,79.0,
2026-04-18T09:30:32,150.52,72.29,78.5,
2026-04-18T09:30:33,133.71,47.94,80.1,
2026-04-18T09:30:34,146.48,72.57,79.5,
2026-04-18T09:30:35,137.85,60.59,81.2,
2026-04-18T09:30:36,8.41,4.98,78.1,
2026-04-18T09:30:37,9.63,5.14,80.9,
2026-04-18T09:30:38,6.39,5.45,78.7,
2026-04-18T09:30:39,9.07,6.15,81.3,
2026-04-18T09:30:40,149.56,76.48,76.7,
2026-04-18T09:30:41,148.02,56.48,81.7,
2026-04-18T09:30:42,149.86,56.8,75.4,
2026-04-18T09:30:43,149.7,66.02,76.2,
2026-04-18T09:30:44,137.8,57.91,78.3,
2026-04-18T09:30:45,132.56,68.58,76.7,
2026-04-18T09:30:46,4.02,4.73,78.3,
2026-04-18T09:30:47,6.51,2.76,76.5,
2026-04-18T09:30:48,8.11,5.47,77.0,
2026-04-18T09:30:49,8.9,4.91,77.1,
2026-04-18T09:30:50,147.67,55.81,76.3,
2026-04-18T09:30:51,150.15,64.05,80.5,
2026-04-18T09:30:52,145.63,68.86,79.1,
2026-04-18T09:30:53,138.97,71.15,85.8,
2026-04-18T09:30:54,138.27,74.38,81.8,
2026-04-18T09:30:55,132.25,66.53,78.3,
2026-04-18T09:30:56,7.99,5.33,80.1,
2026-04-18T09:30:57,6.13,8.69,78.8,
2026-04-18T09:30:58,7.63,7.24,81.1,
2026-04-18T09:30:59,7.11,6.57,80.6,
2026-04-18T09:31:00,150.46,46.32,85.2,10
2026-04-18T09:31:01,153.26,76.83,76.0,
2026-04-18T09:31:02,149.82,73.16,78.9,
2026-04-18T09:31:03,147.53,82.86,77.4,
2026-04-18T09:31:04,138.94,77.89,73.1,
2026-04-18T09:31:05,134.1,84.24,79.7,
2026-04-18T09:31:06,8.4,3.67,80.6,
2026-04-18T09:31:07,8.67,3.4,81.9,
2026-04-18T09:31:08,9.07,7.66,82.8,
2026-04-18T09:31:09,6.89,4.78,80.3,
2026-04-18T09:31:10,142.99,84.2,78.2,
2026-04-18T09:31:11,143.12,86.58,80.7,
2026-04-18T09:31:12,143.17,82.41,78.9,
2026-04-18T09:31:13,148.27,69.7,78.5,
2026-04-18T09:31:14,136.97,69.74,82.2,
2026-04-18T09:31:15,127.73,62.85,82.5,
2026-04-18T09:31:16,10.22,5.52,80.3,
2026-04-18T09:31:17,8.28,6.18,84.2,
2026-04-18T09:31:18,9.25,3.08,82.2,
2026-04-18T09:31:19,7.98,6.74,81.4,
2026-04-18T09:31:20,148.28,77.99,85.3,
2026-04-18T09:31:21,143.96,100.12,82.0,
2026-04-18T09:31:22,144.49,74.58,83.5,
2026-04-18T09:31:23,137.7,73.5,81.5,
2026-04-18T09:31:24,135.73,85.82,84.0,
2026-04-18T09:31:25,137.59,95.82,87.0,
2026-04-18T09:31:26,9.6,3.24,85.0,
2026-04-18T09:31:27,7.57,2.96,83.6,
2026-04-18T09:31:28,8.59,4.08,86.5,
2026-04-18T09:31:29,5.69,4.56,82.0,
2026-04-18T09:31:30,148.87,89.17,82.8,11
2026-04-18T09:31:31,157.24,102.42,85.3,
2026-04-18T09:31:32,138.83,80.09,83.2,
2026-04-18T09:31:33,138.05,61.32,84.2,
