timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,219.03,52.3,73.8,
2026-04-18T09:30:01,208.86,69.06,77.0,
2026-04-18T09:30:02,206.81,68.66,74.0,
2026-04-18T09:30:03,202.85,68.88,75.9,
2026-04-18T09:30:04,205.02,47.07,76.0,
2026-04-18T09:30:05,198.2,48.52,72.0,
2026-04-18T09:30:06,11.8,2.56,71.0,
2026-04-18T09:30:07,11.09,2.43,75.3,
2026-04-18T09:30:08,12.56,2.75,73.6,
2026-04-18T09:30:09,8.38,7.42,70.1,
2026-04-18T09:30:10,214.85,58.83,72.6,
2026-04-18T09:30:11,216.64,50.76,78.1,
2026-04-18T09:30:12,206.19,49.69,73.1,
2026-04-18T09:30:13,205.99,43.2,69.9,
2026-04-18T09:30:14,195.71,50.87,74.6,
2026-04-18T09:30:15,197.61,59.47,73.9,
2026-04-18T09:30:16,11.06,3.54,73.4,
2026-04-18T09:30:17,10.83,4.2,77.4,
2026-04-18T09:30:18,12.28,3.07,78.0,
2026-04-18T09:30:19,15.27,4.26,80.0,
2026-04-18T09:30:20,219.2,51.89,77.8,
2026-04-18T09:30:21,206.75,45.82,75.7,
2026-04-18T09:30:22,204.44,49.19,77.5,
2026-04-18T09:30:23,206.79,50.16,72.2,
2026-04-18T09:30:24,197.71,66.75,75.7,
2026-04-18T09:30:25,193.07,53.85,76.3,
2026-04-18T09:30:26,9.39,9.03,81.8,
2026-04-18T09:30:27,9.85,5.09,78.8,
2026-04-18T09:30:28,9.52,5.21,77.3,
2026-04-18T09:30:29,10.46,4.79,75.8,
2026-04-18T09:30:30,211.26,67.37,77.3,9
2026-04-18T09:30:31,212.13,55.08,74.4,
2026-04-18T09:30:32,204.05,40.19,77.4,
2026-04-18T09:30:33,204.67,94.08,78.1,
2026-04-18T09:30:34,189.3,55.55,76.4,
2026-04-18T09:30:35,186.55,55.44,80.9,
2026-04-18T09:30:36,11.5,4.25,77.1,
2026-04-18T09:30:37,10.46,5.04,71.9,
2026-04-18T09:30:38,8.84,4.96,74.2,
2026-04-18T09:30:39,13.09,1.97,75.1,
2026-04-18T09:30:40,207.11,65.1,78.9,
2026-04-18T09:30:41,207.05,80.96,78.5,
2026-04-18T09:30:42,196.51,76.21,76.3,
2026-04-18T09:30:43,187.07,86.45,74.9,
2026-04-18T09:30:44,207.13,58.4,75.1,
2026-04-18T09:30:45,191.84,73.09,76.9,
2026-04-18T09:30:46,9.43,4.98,75.3,
2026-04-18T09:30:47,10.93,5.44,75.2,
2026-04-18T09:30:48,13.72,6.66,73.1,
2026-04-18T09:30:49,12.55,4.93,79.5,
2026-04-18T09:30:50,213.61,57.91,80.4,
2026-04-18T09:30:51,205.44,73.59,83.1,
2026-04-18T09:30:52,208.53,63.45,78.8,
2026-04-18T09:30:53,195.61,52.98,79.7,
2026-04-18T09:30:54,193.23,57.92,78.3,
2026-04-18T09:30:55,194.23,78.57,75.3,
2026-04-18T09:30:56,12.16,7.22,77.0,
2026-04-18T09:30:57,12.34,0.59,75.2,
2026-04-18T09:30:58,9.46,6.94,78.8,
2026-04-18T09:30:59,11.7,2.73,81.4,
2026-04-18T09:31:00,206.38,64.59,80.2,10
2026-04-18T09:31:01,205.91,63.55,77.3,
2026-04-18T09:31:02,204.56,78.23,76.9,
2026-04-18T09:31:03,192.93,84.03,82.6,
2026-04-18T09:31:04,200.04,84.26,76.8,
2026-04-18T09:31:05,189.37,74.3,79.6,
2026-04-18T09:31:06,9.54,9.83,80.1,
2026-04-18T09:31:07,14.33,6.67,78.3,
2026-04-18T09:31:08,10.49,3.5,82.1,
2026-04-18T09:31:09,12.44,8.59,79.8,
2026-04-18T09:31:10,210.79,74.83,84.3,
2026-04-18T09:31:11,200.08,71.68,77.1,
2026-04-18T09:31:12,203.33,72.62,83.6,
2026-04-18T09:31:13,199.62,65.96,80.4,
2026-04-18T09:31:14,186.34,120.56,82.0,
2026-04-18T09:31:15,188.11,94.44,77.1,
2026-04-18T09:31:16,10.02,3.42,86.2,
2026-04-18T09:31:17,9.59,6.39,80.8,
2026-04-18T09:31:18,11.12,3.2,79.7,
2026-04-18T09:31:19,11.52,6.42,78.5,
2026-04-18T09:31:20,209.92,103.61,80.4,
2026-04-18T09:31:21,199.42,91.72,75.2,
2026-04-18T09:31:22,197.53,74.09,81.2,
2026-04-18T09:31:23,189.85,90.36,78.6,
2026-04-18T09:31:24,192.83,72.82,81.4,
2026-04-18T09:31:25,180.97,85.99,81.6,
2026-04-18T09:31:26,11.38,5.4,86.1,
2026-04-18T09:31:27,9.17,5.57,77.9,
2026-04-18T09:31:28,9.21,5.33,85.4,
2026-04-18T09:31:29,8.76,4.64,81.1,
2026-04-18T09:31:30,200.88,73.93,83.2,10
