t_s,force_N
0.000,67.603
0.010,63.215
0.020,66.527
0.030,65.160
0.040,67.565
0.050,63.133
0.060,65.309
0.070,66.409
0.080,67.635
0.090,63.085
0.100,66.416
0.110,61.991
0.120,67.635
0.130,64.050
0.140,62.029
0.150,63.355
0.160,61.842
0.170,63.501
0.180,65.112
0.190,65.908
0.200,67.481
0.210,67.797
0.220,61.780
0.230,63.917
0.240,67.267
0.250,67.875
0.260,68.052
0.270,66.228
0.280,67.117
0.290,62.770
0.300,63.925
0.310,68.025
0.320,62.191
0.330,67.740
0.340,63.003
0.350,64.658
0.360,61.919
0.370,65.859
0.380,67.234
0.390,62.746
0.400,63.105
0.410,64.887
0.420,62.809
0.430,66.062
0.440,65.344
0.450,64.639
0.460,65.565
0.470,65.039
0.480,66.431
0.490,63.770
0.500,63.753
0.510,62.907
0.520,63.821
0.530,67.978
0.540,65.647
0.550,65.188
0.560,65.276
0.570,66.034
0.580,64.734
0.590,64.423
0.600,61.806
0.610,67.192
0.620,67.302
0.630,65.827
0.640,67.038
0.650,65.762
0.660,64.878
0.670,67.137
0.680,66.063
0.690,62.739
0.700,64.824
0.710,63.494
0.720,61.515
0.730,61.628
0.740,67.727
0.750,66.193
0.760,64.379
0.770,67.505
0.780,63.058
0.790,67.800
0.800,67.242
0.810,63.641
0.820,64.063
0.830,61.724
0.840,67.629
0.850,61.637
0.860,67.767
0.870,62.666
0.880,66.297
0.890,65.484
0.900,65.030
0.910,65.589
0.920,65.554
0.930,67.484
0.940,67.070
0.950,61.606
0.960,67.042
0.970,66.946
0.980,62.928
0.990,61.601
1.000,67.176
1.010,64.212
1.020,64.866
1.030,67.393
1.040,63.298
1.050,63.672
1.060,61.922
1.070,64.644
1.080,67.730
1.090,64.797
1.100,65.883
1.110,65.148
1.120,61.943
1.130,64.048
1.140,61.747
1.150,64.188
1.160,64.471
1.170,65.919
1.180,61.721
1.190,66.251
1.200,65.190
1.210,64.117
1.220,66.065
1.230,62.739
1.240,63.243
1.250,62.772
1.260,63.676
1.270,64.954
1.280,66.113
1.290,63.064
1.300,66.017
1.310,64.978
1.320,66.396
1.330,65.233
1.340,66.244
1.350,61.476
1.360,66.624
1.370,64.979
1.380,64.279
1.390,66.269
1.400,66.686
1.410,63.788
1.420,65.652
1.430,66.958
1.440,62.207
1.450,63.980
1.460,63.423
1.470,65.461
1.480,63.893
1.490,61.534
1.500,66.285
1.510,65.796
1.520,64.095
1.530,65.206
1.540,64.310
1.550,62.817
1.560,66.816
1.570,67.147
1.580,62.160
1.590,67.726
1.600,62.549
1.610,65.201
1.620,67.074
1.630,63.139
1.640,65.599
1.650,62.535
1.660,61.740
1.670,65.566
1.680,66.596
1.690,65.309
1.700,65.742
1.710,66.935
1.720,66.381
1.730,64.090
1.740,65.199
1.750,63.776
1.760,64.713
1.770,65.486
1.780,62.930
1.790,63.117
1.800,66.940
1.810,66.713
1.820,63.816
1.830,61.976
1.840,61.776
1.850,62.187
1.860,64.477
1.870,63.511
1.880,66.901
1.890,64.963
1.900,64.530
1.910,62.829
1.920,63.742
1.930,62.535
1.940,62.675
1.950,61.212
1.960,63.212
1.970,65.138
1.980,66.124
1.990,65.276
2.000,62.388
2.010,67.041
2.020,66.683
2.030,62.936
2.040,65.645
2.050,63.061
2.060,65.167
2.070,66.027
2.080,66.306
2.090,61.718
2.100,66.929
2.110,63.626
2.120,61.238
2.130,61.832
2.140,64.804
2.150,65.163
2.160,64.646
2.170,66.792
2.180,65.500
2.190,63.200
2.200,61.144
2.210,67.415
2.220,64.618
2.230,62.720
2.240,65.104
2.250,64.411
2.260,64.166
2.270,62.271
2.280,65.824
2.290,61.788
2.300,65.110
2.310,66.607
2.320,65.382
2.330,62.088
2.340,64.457
2.350,62.966
2.360,65.947
2.370,64.616
2.380,64.822
2.390,65.714
2.400,64.554
2.410,64.769
2.420,63.268
2.430,67.445
2.440,63.902
2.450,64.723
2.460,61.632
2.470,63.146
2.480,62.901
2.490,63.869
2.500,64.546
2.510,66.681
2.520,63.145
2.530,63.216
2.540,65.955
2.550,65.960
2.560,65.911
2.570,65.034
2.580,62.136
2.590,63.442
2.600,66.049
2.610,62.466
2.620,62.838
2.630,63.128
2.640,61.926
2.650,65.354
2.660,66.757
2.670,67.254
2.680,62.245
2.690,61.370
2.700,63.002
2.710,62.488
2.720,64.865
2.730,61.174
2.740,63.236
2.750,65.298
2.760,66.978
2.770,64.337
2.780,61.898
2.790,65.826
2.800,62.855
2.810,63.076
2.820,62.529
2.830,63.213
2.840,66.123
2.850,65.625
2.860,62.392
2.870,63.260
2.880,64.165
2.890,61.531
2.900,62.128
2.910,65.831
2.920,67.188
2.930,65.542
2.940,63.796
2.950,65.028
2.960,61.956
2.970,61.018
2.980,63.153
2.990,66.277
3.000,66.086
3.010,64.702
3.020,66.721
3.030,65.410
3.040,65.422
3.050,64.670
3.060,66.340
3.070,63.211
3.080,64.195
3.090,64.092
3.100,64.501
3.110,62.152
3.120,64.171
3.130,63.568
3.140,61.490
3.150,61.011
3.160,64.490
3.170,64.596
3.180,61.701
3.190,61.533
3.200,62.635
3.210,65.472
3.220,61.853
3.230,61.457
3.240,60.935
3.250,66.117
3.260,66.978
3.270,62.010
3.280,63.779
3.290,62.969
3.300,61.674
3.310,64.450
3.320,64.502
3.330,65.478
3.340,61.478
3.350,62.249
3.360,63.661
3.370,60.943
3.380,66.005
3.390,64.235
3.400,64.915
3.410,64.986
3.420,66.219
3.430,66.369
3.440,61.912
3.450,65.725
3.460,65.408
3.470,60.993
3.480,66.544
3.490,64.718
3.500,63.306
3.510,62.970
3.520,67.089
3.530,66.891
3.540,61.496
3.550,61.483
3.560,66.086
3.570,64.044
3.580,61.038
3.590,62.164
3.600,61.594
3.610,61.225
3.620,64.083
3.630,61.763
3.640,65.907
3.650,63.420
3.660,62.183
3.670,63.337
3.680,64.507
3.690,61.581
3.700,61.294
3.710,65.872
3.720,61.875
3.730,66.685
3.740,61.379
3.750,64.560
3.760,65.345
3.770,63.933
3.780,64.741
3.790,62.731
3.800,65.940
3.810,64.350
3.820,64.978
3.830,64.724
3.840,62.900
3.850,65.190
3.860,63.425
3.870,61.019
3.880,61.959
3.890,61.659
3.900,66.172
3.910,65.708
3.920,62.560
3.930,64.188
3.940,66.989
3.950,60.914
3.960,60.793
3.970,63.279
3.980,63.992
3.990,64.553
4.000,61.312
4.010,61.506
4.020,60.984
4.030,65.249
4.040,66.103
4.050,65.963
4.060,62.094
4.070,63.638
4.080,60.864
4.090,66.677
4.100,65.201
4.110,62.215
4.120,66.028
4.130,66.098
4.140,66.478
4.150,64.965
4.160,65.226
4.170,64.789
4.180,60.959
4.190,62.144
4.200,63.408
4.210,61.041
4.220,61.955
4.230,64.714
4.240,61.060
4.250,60.670
4.260,63.499
4.270,64.701
4.280,61.668
4.290,63.903
4.300,62.258
4.310,61.212
4.320,62.523
4.330,61.956
4.340,65.344
4.350,63.098
4.360,63.273
4.370,65.779
4.380,66.754
4.390,64.902
4.400,66.797
4.410,65.869
4.420,63.597
4.430,66.298
4.440,66.642
4.450,66.715
4.460,61.247
4.470,62.857
4.480,65.482
4.490,66.553
4.500,65.130
4.510,64.151
4.520,62.572
4.530,66.578
4.540,62.655
4.550,61.726
4.560,65.672
4.570,60.778
4.580,60.931
4.590,65.630
4.600,66.588
4.610,62.917
4.620,66.709
4.630,61.737
4.640,64.635
4.650,61.118
4.660,61.571
4.670,62.937
4.680,63.144
4.690,60.595
4.700,64.487
4.710,61.088
4.720,61.059
4.730,66.405
4.740,64.587
4.750,65.042
4.760,66.721
4.770,66.489
4.780,62.204
4.790,65.210
4.800,63.999
4.810,65.563
4.820,65.899
4.830,63.556
4.840,61.264
4.850,61.045
4.860,63.058
4.870,61.690
4.880,61.292
4.890,66.507
4.900,63.288
4.910,64.024
4.920,65.016
4.930,64.067
4.940,64.610
4.950,66.516
4.960,64.589
4.970,60.714
4.980,65.824
4.990,63.483
5.000,65.008
5.010,63.145
5.020,60.749
5.030,61.682
5.040,63.876
5.050,63.406
5.060,61.022
5.070,65.147
5.080,65.080
5.090,63.488
5.100,61.846
5.110,63.988
5.120,64.253
5.130,65.452
5.140,66.336
5.150,62.013
5.160,63.279
5.170,61.388
5.180,63.232
5.190,64.153
5.200,63.420
5.210,65.556
5.220,65.201
5.230,63.262
5.240,61.974
5.250,66.398
5.260,65.136
5.270,60.863
5.280,66.276
5.290,63.641
5.300,62.878
5.310,62.656
5.320,66.190
5.330,60.918
5.340,62.888
5.350,63.090
5.360,63.148
5.370,61.383
5.380,65.291
5.390,65.732
5.400,61.608
5.410,60.885
5.420,64.751
5.430,66.224
5.440,63.233
5.450,64.967
5.460,65.768
5.470,64.454
5.480,63.675
5.490,63.884
5.500,65.039
5.510,63.433
5.520,61.021
5.530,63.566
5.540,62.158
5.550,65.197
5.560,65.655
5.570,66.606
5.580,64.086
5.590,60.876
5.600,63.623
5.610,64.215
5.620,61.892
5.630,64.486
5.640,62.920
5.650,66.464
5.660,61.660
5.670,64.265
5.680,62.808
5.690,61.937
5.700,61.529
5.710,65.638
5.720,61.582
5.730,65.978
5.740,63.731
5.750,64.450
5.760,63.199
5.770,61.628
5.780,64.536
5.790,61.355
5.800,63.961
5.810,62.688
5.820,60.705
5.830,62.499
5.840,60.230
5.850,61.769
5.860,60.366
5.870,66.340
5.880,62.776
5.890,64.786
5.900,63.416
5.910,60.081
5.920,62.746
5.930,63.360
5.940,60.036
5.950,64.977
5.960,60.791
5.970,64.583
5.980,65.689
5.990,66.472
6.000,64.076
6.010,61.842
6.020,60.458
6.030,65.785
6.040,61.379
6.050,62.040
6.060,63.925
6.070,65.696
6.080,63.753
6.090,65.518
6.100,66.105
6.110,62.964
6.120,65.074
6.130,61.248
6.140,60.345
6.150,60.159
6.160,65.653
6.170,65.051
6.180,65.073
6.190,66.153
6.200,60.558
6.210,64.536
6.220,64.557
6.230,60.187
6.240,62.693
6.250,65.098
6.260,61.143
6.270,65.295
6.280,65.583
6.290,61.755
6.300,61.277
6.310,62.292
6.320,65.619
6.330,61.692
6.340,63.273
6.350,65.392
6.360,66.186
6.370,62.038
6.380,60.468
6.390,62.693
6.400,65.364
6.410,62.290
6.420,64.522
6.430,63.426
6.440,65.792
6.450,64.173
6.460,63.679
6.470,62.349
6.480,63.574
6.490,62.631
6.500,65.338
6.510,63.334
6.520,63.592
6.530,63.006
6.540,60.644
6.550,61.365
6.560,61.744
6.570,61.674
6.580,62.926
6.590,62.531
6.600,64.580
6.610,64.905
6.620,62.645
6.630,60.730
6.640,66.097
6.650,63.730
6.660,63.741
6.670,62.392
6.680,63.810
6.690,64.193
6.700,61.905
6.710,61.193
6.720,65.108
6.730,61.783
6.740,65.616
6.750,60.519
6.760,63.470
6.770,62.507
6.780,63.525
6.790,60.922
6.800,64.207
6.810,59.802
6.820,61.013
6.830,64.627
6.840,63.648
6.850,62.095
6.860,64.085
6.870,60.256
6.880,64.476
6.890,61.864
6.900,60.204
6.910,64.239
6.920,63.878
6.930,65.627
6.940,62.660
6.950,65.182
6.960,65.451
6.970,61.772
6.980,60.501
6.990,64.546
7.000,60.613
7.010,66.000
7.020,62.226
7.030,64.283
7.040,63.097
7.050,63.044
7.060,64.046
7.070,64.317
7.080,60.294
7.090,61.128
7.100,64.676
7.110,62.344
7.120,64.333
7.130,59.965
7.140,61.713
7.150,65.333
7.160,60.107
7.170,62.405
7.180,64.327
7.190,65.194
7.200,65.891
7.210,64.369
7.220,61.794
7.230,65.997
7.240,65.620
7.250,63.363
7.260,64.549
7.270,62.262
7.280,65.082
7.290,63.508
7.300,66.101
7.310,65.906
7.320,60.705
7.330,61.507
7.340,61.432
7.350,60.054
7.360,66.072
7.370,60.118
7.380,63.051
7.390,64.651
7.400,61.702
7.410,62.097
7.420,64.035
7.430,63.478
7.440,60.849
7.450,60.341
7.460,64.230
7.470,63.912
7.480,66.008
7.490,59.710
7.500,64.334
7.510,60.901
7.520,60.296
7.530,62.959
7.540,63.162
7.550,64.614
7.560,65.066
7.570,59.761
7.580,65.764
7.590,62.398
7.600,65.619
7.610,61.536
7.620,62.520
7.630,64.947
7.640,65.989
7.650,62.215
7.660,61.901
7.670,63.726
7.680,63.625
7.690,63.504
7.700,60.007
7.710,61.467
7.720,60.369
7.730,63.419
7.740,61.973
7.750,62.602
7.760,64.769
7.770,64.005
7.780,65.246
7.790,65.663
7.800,62.909
7.810,62.847
7.820,62.553
7.830,65.215
7.840,63.733
7.850,65.516
7.860,62.812
7.870,65.633
7.880,64.997
7.890,62.914
7.900,60.346
7.910,65.967
7.920,63.643
7.930,62.396
7.940,61.190
7.950,65.346
7.960,60.801
7.970,60.554
7.980,60.562
7.990,60.486
8.000,60.348
8.010,61.612
8.020,63.586
8.030,63.867
8.040,65.822
8.050,64.030
8.060,64.726
8.070,62.363
8.080,64.817
8.090,61.343
8.100,59.646
8.110,61.532
8.120,64.596
8.130,61.182
8.140,64.460
8.150,63.698
8.160,62.831
8.170,63.979
8.180,60.517
8.190,61.777
8.200,64.609
8.210,63.734
8.220,62.586
8.230,63.672
8.240,60.587
8.250,61.218
8.260,63.673
8.270,63.494
8.280,59.720
8.290,65.849
8.300,63.292
8.310,63.450
8.320,64.731
8.330,65.424
8.340,61.414
8.350,63.880
8.360,64.091
8.370,65.019
8.380,64.877
8.390,59.364
8.400,61.124
8.410,65.643
8.420,64.792
8.430,60.438
8.440,59.932
8.450,64.007
8.460,62.834
8.470,65.458
8.480,60.072
8.490,62.312
8.500,59.952
8.510,63.570
8.520,63.519
8.530,62.297
8.540,60.823
8.550,64.840
8.560,60.540
8.570,62.244
8.580,63.046
8.590,64.839
8.600,62.672
8.610,64.883
8.620,64.579
8.630,62.595
8.640,61.107
8.650,59.739
8.660,64.701
8.670,62.341
8.680,61.407
8.690,59.275
8.700,64.162
8.710,60.228
8.720,65.039
8.730,62.438
8.740,65.136
8.750,60.984
8.760,65.671
8.770,60.506
8.780,62.715
8.790,64.032
8.800,59.268
8.810,64.477
8.820,65.486
8.830,63.523
8.840,65.269
8.850,59.461
8.860,61.191
8.870,61.168
8.880,59.263
8.890,59.676
8.900,61.977
8.910,64.065
8.920,61.260
8.930,61.592
8.940,59.674
8.950,60.974
8.960,62.607
8.970,62.140
8.980,59.865
8.990,59.542
9.000,64.472
9.010,64.666
9.020,61.066
9.030,65.502
9.040,63.852
9.050,60.847
9.060,60.117
9.070,61.133
9.080,60.640
9.090,63.135
9.100,60.486
9.110,63.345
9.120,60.281
9.130,61.338
9.140,65.315
9.150,64.795
9.160,60.567
9.170,64.546
9.180,62.752
9.190,59.925
9.200,64.040
9.210,60.322
9.220,60.345
9.230,65.021
9.240,61.512
9.250,65.480
9.260,65.110
9.270,62.020
9.280,62.442
9.290,64.229
9.300,60.515
9.310,60.004
9.320,64.377
9.330,59.144
9.340,64.757
9.350,59.939
9.360,65.259
9.370,64.385
9.380,63.057
9.390,65.139
9.400,63.802
9.410,64.421
9.420,65.042
9.430,59.558
9.440,62.055
9.450,59.687
9.460,64.838
9.470,65.404
9.480,62.828
9.490,64.843
9.500,62.452
9.510,63.530
9.520,64.168
9.530,59.048
9.540,59.903
9.550,61.923
9.560,60.426
9.570,60.029
9.580,64.456
9.590,64.320
9.600,64.325
9.610,62.088
9.620,61.387
9.630,62.807
9.640,61.097
9.650,60.577
9.660,59.698
9.670,62.480
9.680,59.388
9.690,64.941
9.700,65.048
9.710,62.159
9.720,62.140
9.730,60.630
9.740,62.804
9.750,62.151
9.760,62.253
9.770,62.485
9.780,59.824
9.790,63.887
9.800,61.426
9.810,64.929
9.820,64.859
9.830,65.057
9.840,65.248
9.850,65.299
9.860,62.747
9.870,61.855
9.880,60.279
9.890,59.850
9.900,63.063
9.910,61.961
9.920,60.152
9.930,62.906
9.940,65.103
9.950,59.015
9.960,59.820
9.970,64.773
9.980,60.330
9.990,63.415
10.000,63.735
10.010,61.401
10.020,59.275
10.030,59.100
10.040,59.533
10.050,59.088
10.060,59.209
10.070,60.748
10.080,64.567
10.090,63.382
10.100,62.980
10.110,60.430
10.120,61.710
10.130,61.015
10.140,60.631
10.150,59.019
10.160,64.013
10.170,60.143
10.180,64.869
10.190,64.233
10.200,63.033
10.210,62.240
10.220,63.250
10.230,64.725
10.240,62.749
10.250,59.893
10.260,63.707
10.270,61.320
10.280,63.854
10.290,61.467
10.300,63.833
10.310,63.735
10.320,64.264
10.330,58.816
10.340,64.407
10.350,59.582
10.360,59.530
10.370,60.729
10.380,63.479
10.390,65.284
10.400,64.134
10.410,58.794
10.420,63.861
10.430,59.192
10.440,63.911
10.450,63.583
10.460,62.650
10.470,58.853
10.480,59.978
10.490,64.530
10.500,60.704
10.510,62.920
10.520,63.828
10.530,63.028
10.540,64.277
10.550,61.589
10.560,65.233
10.570,62.471
10.580,60.904
10.590,59.924
10.600,60.786
10.610,63.763
10.620,63.301
10.630,59.971
10.640,62.945
10.650,61.832
10.660,59.891
10.670,58.856
10.680,63.894
10.690,61.314
10.700,62.863
10.710,63.963
10.720,59.557
10.730,60.897
10.740,62.344
10.750,62.068
10.760,63.997
10.770,59.926
10.780,59.856
10.790,60.984
10.800,60.421
10.810,62.489
10.820,60.102
10.830,59.611
10.840,63.784
10.850,61.958
10.860,61.429
10.870,63.795
10.880,59.153
10.890,62.129
10.900,63.388
10.910,63.812
10.920,59.746
10.930,59.947
10.940,63.863
10.950,59.729
10.960,64.481
10.970,64.987
10.980,61.663
10.990,62.544
11.000,61.442
11.010,64.346
11.020,64.640
11.030,61.514
11.040,61.623
11.050,64.800
11.060,59.010
11.070,62.116
11.080,59.262
11.090,64.076
11.100,59.061
11.110,62.690
11.120,58.880
11.130,59.508
11.140,60.148
11.150,59.809
11.160,60.064
11.170,59.604
11.180,61.146
11.190,58.576
11.200,62.176
11.210,63.810
11.220,62.692
11.230,63.459
11.240,59.477
11.250,64.162
11.260,59.576
11.270,64.528
11.280,59.277
11.290,62.173
11.300,58.596
11.310,59.125
11.320,59.529
11.330,61.501
11.340,64.865
11.350,61.985
11.360,59.559
11.370,60.829
11.380,60.303
11.390,62.976
11.400,59.195
11.410,63.536
11.420,61.990
11.430,62.311
11.440,63.762
11.450,58.624
11.460,63.845
11.470,63.452
11.480,62.186
11.490,60.532
11.500,61.764
11.510,62.111
11.520,64.010
11.530,58.902
11.540,59.863
11.550,63.979
11.560,63.397
11.570,58.665
11.580,63.043
11.590,61.056
11.600,59.211
11.610,60.633
11.620,60.864
11.630,64.742
11.640,63.836
11.650,61.751
11.660,59.281
11.670,61.155
11.680,62.502
11.690,64.238
11.700,63.555
11.710,64.016
11.720,62.637
11.730,60.956
11.740,58.808
11.750,60.299
11.760,62.813
11.770,62.996
11.780,60.677
11.790,62.364
11.800,60.405
11.810,61.885
11.820,62.870
11.830,64.459
11.840,59.761
11.850,59.635
11.860,61.905
11.870,60.132
11.880,62.069
11.890,60.794
11.900,64.338
11.910,63.264
11.920,64.293
11.930,62.737
11.940,61.385
11.950,64.134
11.960,63.200
11.970,60.973
11.980,60.004
11.990,64.675
12.000,64.593
12.010,61.119
12.020,60.581
12.030,59.503
12.040,62.189
12.050,62.232
12.060,63.510
12.070,64.559
12.080,58.728
12.090,61.521
12.100,62.275
12.110,64.095
12.120,62.462
12.130,60.012
12.140,61.459
12.150,58.747
12.160,64.750
12.170,58.492
12.180,61.035
12.190,64.182
12.200,62.386
12.210,63.521
12.220,58.722
12.230,63.048
12.240,64.110
12.250,62.954
12.260,58.923
12.270,58.537
12.280,61.011
12.290,63.503
12.300,64.076
12.310,62.172
12.320,62.509
12.330,61.642
12.340,58.312
12.350,59.673
12.360,63.511
12.370,63.088
12.380,61.015
12.390,62.142
12.400,63.395
12.410,62.086
12.420,60.931
12.430,59.686
12.440,61.558
12.450,59.393
12.460,59.078
12.470,60.282
12.480,60.377
12.490,60.784
12.500,59.775
12.510,63.366
12.520,63.107
12.530,61.986
12.540,62.690
12.550,58.752
12.560,60.410
12.570,58.909
12.580,60.570
12.590,61.338
12.600,63.906
12.610,60.857
12.620,58.255
12.630,62.609
12.640,61.083
12.650,63.821
12.660,62.356
12.670,63.421
12.680,58.516
12.690,58.761
12.700,59.472
12.710,63.674
12.720,60.050
12.730,59.987
12.740,62.220
12.750,64.066
12.760,61.316
12.770,59.787
12.780,58.250
12.790,62.844
