t_s,force_N
0.000,86.325
0.010,83.427
0.020,83.147
0.030,85.137
0.040,85.384
0.050,81.411
0.060,81.782
0.070,85.232
0.080,83.808
0.090,85.058
0.100,85.624
0.110,83.361
0.120,87.372
0.130,84.132
0.140,82.710
0.150,84.152
0.160,81.854
0.170,82.169
0.180,83.865
0.190,81.571
0.200,82.487
0.210,89.172
0.220,83.724
0.230,86.617
0.240,83.984
0.250,88.167
0.260,84.156
0.270,87.647
0.280,85.377
0.290,87.372
0.300,87.348
0.310,84.509
0.320,83.244
0.330,83.517
0.340,82.863
0.350,88.541
0.360,86.276
0.370,85.239
0.380,84.127
0.390,85.653
0.400,85.347
0.410,87.803
0.420,82.801
0.430,82.316
0.440,81.612
0.450,85.541
0.460,89.378
0.470,86.933
0.480,81.220
0.490,88.729
0.500,83.046
0.510,88.443
0.520,83.196
0.530,83.756
0.540,84.874
0.550,87.597
0.560,86.843
0.570,83.373
0.580,82.773
0.590,87.598
0.600,86.093
0.610,83.095
0.620,87.659
0.630,83.034
0.640,88.602
0.650,85.302
0.660,87.745
0.670,85.093
0.680,82.371
0.690,86.327
0.700,85.663
0.710,89.370
0.720,87.528
0.730,89.098
0.740,84.015
0.750,85.894
0.760,88.622
0.770,86.755
0.780,82.036
0.790,88.784
0.800,86.863
0.810,85.107
0.820,85.425
0.830,84.751
0.840,83.743
0.850,82.303
0.860,88.690
0.870,81.929
0.880,84.957
0.890,89.057
0.900,87.193
0.910,83.385
0.920,83.126
0.930,89.171
0.940,82.871
0.950,87.119
0.960,88.120
0.970,81.078
0.980,83.423
0.990,82.245
1.000,87.222
1.010,87.543
1.020,85.840
1.030,82.398
1.040,84.955
1.050,82.972
1.060,86.288
1.070,84.945
1.080,84.855
1.090,82.271
1.100,88.734
1.110,81.784
1.120,84.975
1.130,85.971
1.140,84.886
1.150,88.725
1.160,80.781
1.170,85.140
1.180,85.720
1.190,82.703
1.200,86.322
1.210,81.128
1.220,87.367
1.230,84.680
1.240,82.086
1.250,81.709
1.260,82.713
1.270,85.111
1.280,84.405
1.290,88.264
1.300,81.433
1.310,88.637
1.320,86.982
1.330,84.777
1.340,83.946
1.350,84.336
1.360,84.791
1.370,81.893
1.380,82.862
1.390,87.331
1.400,86.139
1.410,81.656
1.420,83.894
1.430,81.944
1.440,84.009
1.450,85.330
1.460,87.241
1.470,82.965
1.480,88.947
1.490,84.623
1.500,87.587
1.510,83.844
1.520,83.884
1.530,85.793
1.540,82.478
1.550,84.387
1.560,82.505
1.570,85.849
1.580,83.620
1.590,83.704
1.600,87.373
1.610,83.190
1.620,83.167
1.630,86.788
1.640,84.592
1.650,81.131
1.660,87.987
1.670,88.242
1.680,83.708
1.690,84.103
1.700,81.055
1.710,83.498
1.720,82.340
1.730,80.563
1.740,88.863
1.750,83.890
1.760,85.277
1.770,83.022
1.780,88.646
1.790,81.436
1.800,88.460
1.810,80.770
1.820,83.321
1.830,86.472
