t_s,envelope_uV
0.000,63.2595
0.010,66.6355
0.020,66.8587
0.030,74.8470
0.040,68.1185
0.050,75.3445
0.060,66.8156
0.070,64.8147
0.080,67.6914
0.090,74.9215
0.100,76.2204
0.110,73.6383
0.120,77.8083
0.130,71.3892
0.140,73.7806
0.150,69.9627
0.160,78.3233
0.170,67.9257
0.180,66.9463
0.190,71.4988
0.200,75.2040
0.210,72.2069
0.220,69.5927
0.230,77.7126
0.240,67.8213
0.250,81.6474
0.260,69.2151
0.270,70.8802
0.280,74.3788
0.290,77.9994
0.300,71.3987
0.310,79.0930
0.320,74.4993
0.330,76.9097
0.340,70.6204
0.350,72.9737
0.360,72.2249
0.370,68.9285
0.380,74.4423
0.390,75.8998
0.400,81.2692
0.410,73.0286
0.420,68.6369
0.430,78.9901
0.440,77.8098
0.450,71.3158
0.460,73.7355
0.470,70.7699
0.480,80.3187
0.490,71.2954
0.500,72.5436
0.510,80.5440
0.520,77.9882
0.530,70.3483
0.540,74.2134
0.550,71.5218
0.560,70.2385
0.570,74.2698
0.580,67.4192
0.590,71.5359
0.600,65.7684
0.610,66.2987
0.620,68.1021
0.630,65.4144
0.640,65.6020
0.650,70.0942
0.660,76.9796
0.670,66.2895
0.680,77.1749
0.690,64.4435
0.700,67.4590
0.710,73.9402
0.720,75.9076
0.730,73.2657
0.740,71.9531
0.750,71.6980
0.760,68.9498
0.770,73.5691
0.780,62.5065
0.790,72.6570
0.800,70.4962
0.810,70.6699
0.820,68.3257
0.830,72.6307
0.840,67.9695
0.850,60.5138
0.860,72.8020
0.870,63.2435
0.880,67.4764
0.890,66.3000
0.900,60.2052
0.910,69.6499
0.920,67.3689
0.930,66.7925
0.940,65.4369
0.950,70.7635
0.960,65.2042
0.970,67.7163
0.980,69.1957
0.990,59.3290
1.000,67.5543
1.010,65.9184
1.020,60.0832
1.030,57.6867
1.040,63.4383
1.050,70.4248
1.060,68.7643
1.070,57.5524
1.080,69.3825
1.090,62.1157
1.100,71.2082
1.110,65.6344
1.120,68.3959
1.130,63.4837
1.140,59.2731
1.150,62.5699
1.160,66.2318
1.170,71.3321
1.180,59.0119
1.190,68.9191
1.200,67.2528
1.210,64.7273
1.220,65.6013
1.230,62.6390
1.240,72.4738
1.250,66.7927
1.260,64.8627
1.270,64.9950
1.280,62.8324
1.290,60.8467
1.300,68.2647
1.310,66.9456
1.320,64.6644
1.330,62.4281
1.340,70.7216
1.350,65.7646
1.360,71.9562
1.370,67.9867
1.380,64.6309
1.390,73.2312
1.400,73.9026
1.410,64.7878
1.420,70.5520
