t_s,envelope_uV
0.000,62.5865
0.010,70.5417
0.020,66.0441
0.030,63.0193
0.040,67.6408
0.050,66.9507
0.060,61.1417
0.070,63.2323
0.080,68.4988
0.090,61.7811
0.100,73.4994
0.110,68.1255
0.120,64.5595
0.130,70.4906
0.140,61.5947
0.150,68.8443
0.160,62.4493
0.170,70.9688
0.180,74.2648
0.190,75.2683
0.200,72.2159
0.210,74.8848
0.220,73.0593
0.230,67.5772
0.240,75.6859
0.250,65.7987
0.260,75.4394
0.270,66.0168
0.280,67.0554
0.290,70.9900
0.300,65.0448
0.310,73.2386
0.320,68.0829
0.330,76.3821
0.340,64.7552
0.350,66.9445
0.360,70.6051
0.370,68.4640
0.380,72.4848
0.390,72.9980
0.400,66.8544
0.410,71.8401
0.420,63.8873
0.430,72.0522
0.440,70.3792
0.450,72.2462
0.460,63.3698
0.470,67.0084
0.480,66.0418
0.490,69.9369
0.500,67.7636
0.510,74.7037
0.520,64.2978
0.530,70.2081
0.540,67.9260
0.550,62.1954
0.560,70.3393
0.570,63.0602
0.580,72.5429
0.590,65.3857
0.600,62.3653
0.610,64.1166
0.620,72.5158
0.630,72.1319
0.640,65.0647
0.650,65.3477
0.660,60.9187
0.670,65.9922
0.680,66.8828
0.690,68.4065
0.700,65.4634
0.710,59.4403
0.720,69.9298
0.730,67.5881
0.740,61.5014
0.750,68.3015
0.760,68.4186
0.770,57.4209
0.780,67.7017
0.790,69.8105
0.800,60.7541
0.810,64.8891
0.820,59.1577
0.830,60.3852
0.840,60.7343
0.850,68.4072
0.860,62.4980
0.870,60.7287
0.880,60.0146
0.890,67.6902
0.900,66.2318
0.910,64.7032
0.920,56.0307
0.930,59.1120
0.940,61.2492
0.950,57.0663
0.960,66.1814
0.970,54.1330
0.980,59.9966
0.990,55.1846
1.000,55.5582
1.010,53.9193
1.020,61.5782
1.030,58.3684
1.040,62.9324
1.050,65.4696
1.060,58.2507
1.070,59.5611
1.080,62.8489
1.090,54.8379
1.100,58.8658
1.110,59.1133
1.120,65.1036
1.130,61.7914
1.140,59.9710
1.150,60.5188
1.160,57.1812
1.170,63.9770
1.180,57.5572
1.190,54.6203
1.200,61.6126
1.210,61.8191
1.220,64.1072
1.230,65.1151
1.240,58.7416
1.250,62.5767
1.260,63.8602
1.270,61.5295
1.280,61.1393
1.290,58.2532
1.300,63.4919
1.310,65.6930
1.320,57.7326
1.330,63.6835
1.340,68.6559
1.350,57.6942
1.360,59.1604
1.370,68.5401
1.380,58.3435
1.390,64.3002
1.400,67.6999
1.410,63.5860
1.420,69.3439
1.430,68.8022
1.440,65.0640
1.450,69.1262
1.460,60.2799
1.470,60.1869
1.480,60.7015
1.490,70.6038
1.500,68.9292
1.510,66.6801
1.520,61.2087
1.530,63.8663
1.540,68.0416
1.550,74.0938
1.560,66.5838
1.570,65.3005
1.580,74.6557
1.590,66.9369
1.600,72.0603
1.610,73.0222
1.620,70.2501
1.630,74.2819
1.640,66.3443
1.650,75.1129
1.660,75.5119
1.670,73.5224
1.680,70.7167
1.690,73.5306
1.700,63.7100
1.710,65.5088
1.720,73.9305
1.730,72.1814
1.740,74.9053
1.750,75.6027
1.760,74.3272
1.770,74.0887
1.780,69.0774
1.790,76.3563
1.800,67.3590
1.810,67.6315
1.820,67.4764
1.830,76.8625
1.840,71.0407
1.850,76.6951
1.860,72.8215
1.870,66.2986
1.880,65.4780
1.890,66.1251
1.900,70.1048
1.910,64.6702
1.920,75.0685
1.930,67.5238
1.940,75.1240
1.950,64.6645
1.960,64.5762
1.970,66.7224
1.980,73.1645
1.990,66.2192
2.000,73.1468
2.010,70.4664
2.020,74.0899
2.030,63.6968
2.040,68.9933
2.050,61.9838
2.060,68.5369
2.070,68.2350
2.080,63.3865
