t_s,envelope_uV
0.000,69.7535
0.010,76.6691
0.020,77.8835
0.030,66.6855
0.040,69.5594
0.050,67.8637
0.060,72.7892
0.070,76.1308
0.080,76.0327
0.090,77.2575
0.100,74.0192
0.110,71.1740
0.120,76.2186
0.130,80.3178
0.140,69.9224
0.150,80.1793
0.160,70.1241
0.170,84.3599
0.180,72.9403
0.190,73.2724
0.200,82.7143
0.210,75.1791
0.220,73.8799
0.230,70.9937
0.240,80.6941
0.250,81.3419
0.260,83.1689
0.270,71.7023
0.280,78.0722
0.290,76.8023
0.300,72.1942
0.310,71.7875
0.320,81.2606
0.330,83.7160
0.340,73.7734
0.350,78.6061
0.360,77.3251
0.370,84.9129
0.380,74.2835
0.390,84.7858
0.400,82.9080
0.410,74.8151
0.420,72.6595
0.430,79.2950
0.440,72.0228
0.450,73.7340
0.460,83.6054
0.470,74.8544
0.480,80.5719
0.490,77.9152
0.500,76.2201
0.510,75.9197
0.520,71.0144
0.530,82.6253
0.540,71.3617
0.550,73.4347
0.560,70.6659
0.570,78.1686
0.580,83.5315
0.590,74.2755
0.600,83.0342
0.610,77.9194
0.620,72.1662
0.630,78.6185
0.640,80.7370
0.650,80.0761
0.660,67.3786
0.670,81.4193
0.680,71.1709
0.690,78.2775
0.700,66.3249
0.710,79.8971
0.720,79.6818
0.730,67.7325
0.740,74.6527
0.750,67.8025
0.760,70.3159
0.770,77.7006
0.780,69.6523
0.790,69.0915
0.800,76.1897
0.810,70.8437
0.820,65.1885
0.830,76.1778
0.840,64.1253
0.850,67.6935
0.860,69.9224
0.870,70.4240
0.880,75.7346
0.890,65.5624
0.900,68.4940
0.910,74.5463
0.920,72.4757
0.930,66.1654
0.940,67.7301
0.950,62.0685
0.960,64.7013
0.970,71.1456
0.980,68.5349
0.990,73.5246
1.000,66.5065
1.010,63.1126
1.020,66.8279
1.030,67.2728
1.040,66.0076
1.050,65.5939
1.060,62.5556
1.070,73.3162
1.080,61.2768
1.090,62.7139
1.100,67.2922
1.110,69.8826
1.120,66.7139
1.130,61.0119
1.140,67.4709
1.150,64.9021
1.160,61.4250
1.170,65.2299
1.180,64.1136
1.190,75.1096
1.200,74.3546
1.210,74.6938
1.220,74.1441
1.230,75.0521
1.240,65.2701
1.250,64.4274
1.260,64.9463
1.270,76.1285
1.280,64.4374
1.290,65.1182
1.300,75.7259
1.310,74.9592
1.320,70.9659
1.330,74.9319
1.340,73.3036
1.350,70.1249
1.360,72.8650
1.370,71.7555
1.380,66.9238
1.390,70.6394
1.400,66.7170
1.410,67.5878
1.420,77.9701
1.430,67.2812
1.440,79.6626
1.450,80.1227
1.460,80.3436
1.470,71.3121
1.480,79.6453
1.490,68.9324
1.500,70.3769
1.510,77.9266
1.520,74.1794
1.530,72.6692
1.540,77.7939
1.550,80.5521
1.560,80.7698
1.570,77.7701
1.580,70.0281
1.590,83.7096
1.600,73.0404
1.610,82.6054
1.620,76.5626
1.630,74.8657
1.640,82.0473
1.650,76.1510
1.660,85.2277
1.670,79.6542
1.680,77.7809
1.690,82.2087
1.700,76.3621
1.710,84.6224
1.720,85.1227
1.730,73.2782
1.740,81.1189
1.750,81.0564
1.760,77.4167
1.770,73.6233
1.780,76.2472
1.790,83.4430
1.800,74.3296
1.810,79.9677
1.820,80.1894
1.830,83.4717
1.840,77.0358
1.850,75.7295
1.860,72.0784
1.870,79.2100
1.880,74.2527
1.890,77.2168
1.900,79.6680
1.910,81.6325
1.920,81.5108
1.930,79.2993
1.940,84.8119
1.950,75.5257
1.960,71.9023
1.970,76.3386
1.980,71.4140
1.990,70.3523
2.000,75.6564
2.010,78.6162
2.020,75.2601
2.030,73.1464
2.040,81.0722
2.050,72.6804
2.060,80.0148
2.070,72.4060
2.080,70.9321
2.090,75.4713
2.100,73.4473
2.110,69.8661
2.120,74.7061
2.130,73.9712
2.140,67.9735
2.150,67.8442
2.160,69.2547
2.170,66.7216
2.180,66.5107
2.190,77.1295
2.200,67.3266
2.210,75.8714
2.220,77.8058
2.230,67.8747
2.240,63.6936
2.250,71.2773
2.260,65.6121
2.270,66.8543
2.280,68.1698
2.290,68.9777
2.300,66.2154
2.310,65.6082
2.320,71.6768
2.330,71.4194
2.340,72.3830
2.350,70.0141
2.360,68.5468
2.370,63.7014
2.380,64.9933
2.390,74.5840
2.400,74.2479
2.410,62.6538
2.420,63.0311
2.430,67.9681
2.440,60.4198
2.450,74.2366
2.460,67.9940
2.470,61.0734
2.480,66.1281
2.490,64.2581
2.500,65.9196
2.510,68.2352
2.520,60.8863
2.530,74.7279
2.540,60.6086
2.550,60.5971
2.560,70.3660
2.570,62.2167
2.580,61.2691
2.590,62.2011
2.600,69.9963
2.610,74.5284
2.620,72.3830
2.630,63.0427
2.640,61.9020
2.650,65.6358
2.660,72.5904
2.670,70.5307
2.680,70.9808
2.690,74.4787
2.700,73.8141
2.710,76.4814
2.720,73.6369
2.730,64.3344
2.740,63.8931
2.750,72.4974
2.760,65.4141
2.770,64.2042
2.780,73.5108
2.790,67.6338
2.800,76.0236
2.810,68.9321
2.820,74.7808
2.830,79.9829
2.840,70.2933
2.850,75.0129
2.860,75.4597
2.870,67.6631
2.880,71.3249
2.890,80.4828
2.900,73.4786
2.910,75.5428
2.920,81.6876
2.930,81.6886
2.940,82.2045
2.950,81.3468
2.960,74.2980
2.970,78.2256
2.980,70.7413
2.990,79.1065
3.000,71.9992
3.010,77.8757
3.020,70.5877
3.030,77.5770
3.040,80.8616
3.050,76.5885
3.060,74.0597
3.070,80.7657
3.080,77.2702
3.090,79.7099
3.100,75.7216
3.110,71.5056
3.120,78.7044
3.130,82.5672
3.140,73.5030
3.150,74.4600
3.160,79.6964
3.170,73.3856
3.180,81.1621
3.190,72.9099
3.200,72.8537
3.210,73.1960
3.220,75.4287
3.230,72.4051
3.240,81.2374
3.250,79.1173
3.260,84.9501
3.270,72.6035
3.280,72.5207
3.290,85.7031
3.300,74.3676
3.310,77.1887
3.320,85.2138
3.330,83.1918
3.340,81.8353
3.350,71.3555
3.360,73.4405
3.370,79.8094
3.380,82.5352
3.390,84.9554
3.400,74.6018
3.410,75.5780
3.420,81.5762
3.430,73.0901
3.440,83.0804
3.450,82.7605
3.460,70.0299
3.470,78.5247
3.480,70.3873
3.490,79.1917
3.500,81.8819
3.510,70.6636
3.520,80.1741
3.530,80.4530
3.540,69.4065
3.550,72.0881
3.560,80.3234
3.570,72.8335
3.580,70.9176
3.590,79.8670
3.600,66.7177
3.610,65.2706
3.620,65.8745
3.630,67.1684
3.640,67.0464
3.650,64.2869
3.660,69.2193
3.670,70.6250
3.680,66.9655
3.690,70.1014
3.700,68.9556
3.710,65.5473
3.720,66.7889
3.730,75.0771
3.740,74.6230
3.750,68.2137
3.760,76.4732
3.770,65.9314
3.780,62.5414
3.790,65.3706
3.800,67.7369
3.810,66.2499
3.820,72.6407
3.830,67.8025
3.840,63.2022
3.850,64.0330
3.860,63.3904
3.870,71.7448
3.880,71.3861
3.890,71.8575
3.900,68.4492
3.910,74.4486
3.920,68.3620
3.930,69.6471
3.940,61.0604
3.950,74.8689
3.960,74.4937
3.970,66.4900
3.980,69.7999
3.990,66.0093
4.000,72.6316
4.010,73.4298
4.020,73.1148
4.030,75.3331
4.040,71.6456
4.050,67.9415
4.060,62.6522
4.070,67.7383
4.080,61.6977
4.090,62.1966
4.100,69.9964
4.110,66.0037
4.120,75.5025
4.130,63.9005
4.140,70.1792
4.150,73.5765
4.160,70.5960
4.170,70.5502
4.180,77.6323
4.190,71.8695
4.200,70.6137
4.210,64.7413
4.220,70.1847
4.230,70.9587
4.240,65.5486
4.250,73.9467
4.260,71.7832
4.270,77.7368
4.280,80.0955
4.290,66.6714
4.300,74.9986
4.310,81.2193
4.320,67.6724
4.330,71.5653
4.340,71.1557
4.350,81.0326
4.360,68.9596
4.370,75.5872
4.380,71.3853
4.390,78.8143
4.400,78.2904
4.410,83.2759
4.420,77.9525
4.430,72.0099
4.440,80.7609
4.450,76.9055
4.460,82.9550
4.470,82.0332
4.480,74.4791
4.490,79.6084
4.500,76.8662
4.510,79.8002
4.520,83.0647
4.530,73.2836
4.540,84.8253
4.550,72.6618
4.560,76.8536
4.570,77.5834
4.580,78.9692
4.590,73.0404
4.600,72.0473
4.610,76.8132
4.620,73.7312
4.630,73.6042
4.640,82.2057
4.650,76.0641
4.660,79.4908
4.670,75.4080
4.680,72.3508
4.690,80.6496
4.700,80.7538
4.710,81.1125
4.720,76.6806
4.730,77.4473
4.740,72.2322
4.750,75.9897
4.760,82.3100
4.770,73.0951
4.780,76.3984
4.790,71.9964
4.800,79.8309
4.810,74.3909
4.820,71.5587
4.830,84.7721
4.840,84.0413
4.850,84.4037
4.860,72.2041
4.870,74.6770
4.880,81.0020
4.890,78.0923
4.900,75.9572
4.910,79.8456
4.920,71.7928
4.930,74.3835
4.940,69.2671
4.950,73.9056
4.960,70.2479
4.970,74.6833
4.980,67.6779
4.990,69.6264
5.000,79.7943
5.010,67.1084
5.020,76.2656
5.030,74.3110
5.040,77.8198
5.050,75.6567
5.060,70.8720
5.070,73.7268
5.080,67.7285
5.090,76.7325
5.100,67.1070
5.110,72.5183
5.120,72.2687
5.130,67.8991
5.140,71.9463
5.150,72.4358
5.160,65.5998
5.170,68.8305
5.180,63.2348
5.190,67.0482
5.200,64.6361
5.210,69.4333
5.220,61.5128
5.230,68.4142
5.240,75.8405
5.250,71.3127
5.260,61.0937
5.270,64.6374
5.280,64.3015
5.290,61.2381
5.300,67.0439
5.310,63.4619
5.320,60.6271
5.330,66.9220
5.340,61.7565
5.350,72.8373
5.360,62.5252
5.370,66.8914
5.380,62.5798
5.390,66.2947
5.400,68.9292
5.410,64.7549
5.420,65.8835
5.430,72.4471
5.440,63.8893
5.450,75.1761
5.460,73.5002
5.470,65.0020
5.480,72.0335
5.490,67.9373
5.500,72.9516
5.510,72.8295
5.520,71.2111
5.530,71.8252
5.540,73.5598
5.550,62.8731
5.560,77.2137
5.570,72.2392
5.580,71.3527
5.590,77.6267
5.600,67.8726
5.610,67.8840
5.620,73.5240
5.630,69.6748
5.640,78.6307
5.650,69.6842
5.660,72.7477
5.670,74.0995
5.680,68.1740
5.690,79.4798
5.700,67.1407
5.710,78.2858
5.720,79.4227
5.730,68.4230
5.740,72.3133
5.750,70.4980
5.760,80.3074
5.770,76.7658
5.780,82.5078
5.790,71.0680
5.800,78.3495
5.810,76.9292
5.820,80.1436
5.830,73.5973
5.840,76.5647
5.850,76.7600
5.860,81.9077
5.870,79.6353
5.880,76.7905
5.890,77.1830
5.900,82.6414
5.910,82.0117
5.920,73.2318
5.930,81.8719
5.940,82.1284
5.950,84.8575
5.960,71.9277
5.970,73.1576
5.980,72.1039
5.990,78.8090
6.000,73.7071
6.010,85.2070
6.020,81.2246
6.030,81.8211
6.040,80.1606
6.050,84.2412
6.060,85.5824
6.070,80.1592
6.080,80.3608
6.090,75.6540
6.100,82.8057
6.110,85.8051
6.120,74.2589
6.130,74.4053
6.140,81.2071
6.150,84.3108
6.160,77.3945
6.170,84.8626
6.180,86.0024
6.190,77.6832
6.200,72.2448
6.210,75.9021
6.220,73.2726
6.230,74.5458
6.240,83.5696
6.250,72.1713
6.260,78.2778
6.270,72.3149
6.280,73.0736
6.290,73.1787
6.300,71.2710
6.310,77.0115
6.320,69.8200
6.330,79.4806
6.340,70.1866
6.350,81.0604
6.360,71.3497
6.370,76.8113
6.380,73.0988
6.390,70.0903
6.400,73.7476
6.410,71.2684
6.420,70.2741
6.430,70.6116
6.440,66.7645
6.450,76.3727
6.460,70.8231
6.470,66.3380
6.480,66.6745
6.490,72.5622
6.500,72.0081
6.510,73.6548
6.520,72.8138
6.530,69.6779
6.540,77.9997
6.550,66.9456
6.560,70.2843
6.570,67.4146
6.580,64.9665
6.590,70.7181
6.600,74.4803
6.610,71.9126
6.620,68.2276
6.630,70.9398
6.640,72.9042
6.650,72.7673
6.660,74.1355
6.670,69.2973
6.680,65.5585
6.690,71.4076
6.700,68.5028
6.710,64.0070
6.720,65.4848
6.730,62.2858
6.740,66.5895
6.750,71.9067
6.760,62.9432
6.770,65.0476
6.780,62.5691
6.790,67.6987
6.800,63.4964
6.810,68.4887
6.820,73.2487
6.830,66.3853
6.840,70.2945
6.850,69.1161
6.860,67.5415
6.870,75.4281
6.880,62.2297
6.890,75.4247
6.900,65.3032
6.910,72.7739
6.920,67.3161
6.930,75.5959
6.940,69.6942
6.950,70.3182
6.960,76.8694
6.970,69.3509
6.980,70.3425
6.990,73.8430
7.000,76.8360
7.010,69.3178
7.020,72.2025
7.030,75.3945
7.040,67.6809
7.050,78.0408
7.060,66.4372
7.070,77.8875
7.080,73.9905
7.090,69.2830
7.100,68.0232
7.110,74.4447
7.120,69.0261
7.130,74.5551
7.140,75.6624
7.150,67.0536
7.160,70.8627
7.170,73.6963
7.180,70.9573
7.190,81.5803
7.200,78.5301
7.210,77.7087
7.220,81.4079
7.230,75.9664
7.240,79.1749
7.250,73.3768
7.260,80.5530
7.270,80.9095
7.280,71.8288
7.290,77.6160
7.300,80.3871
7.310,75.3704
7.320,81.4118
7.330,80.1868
7.340,83.5651
7.350,73.1024
7.360,71.8264
7.370,83.9510
7.380,79.5130
7.390,85.4744
7.400,84.5133
7.410,83.9436
7.420,84.7239
7.430,74.3683
7.440,73.2592
7.450,84.6198
7.460,73.2236
7.470,72.5597
7.480,73.9058
7.490,76.9918
7.500,83.0753
7.510,82.8441
7.520,85.4679
7.530,73.1670
7.540,76.3326
7.550,74.8853
7.560,83.5555
7.570,81.2175
7.580,80.4036
7.590,73.3289
7.600,83.3961
7.610,80.1977
7.620,81.4362
7.630,81.7784
7.640,79.1290
7.650,78.0530
7.660,71.2870
7.670,82.4998
7.680,84.7673
7.690,83.3675
7.700,84.5648
7.710,75.3933
7.720,82.1167
7.730,83.9169
7.740,76.5290
7.750,69.9920
7.760,81.4864
7.770,79.4251
7.780,80.7450
7.790,74.4219
7.800,78.4555
7.810,78.1489
7.820,81.0606
7.830,68.4221
7.840,76.1301
7.850,67.9907
7.860,76.7573
7.870,74.4082
7.880,72.7680
7.890,74.5358
7.900,77.1595
7.910,75.9766
7.920,69.7840
7.930,75.4555
7.940,64.5357
7.950,75.3573
7.960,70.9556
7.970,65.3767
7.980,73.9887
7.990,75.4617
8.000,74.5304
8.010,63.7415
8.020,71.1059
8.030,75.1217
8.040,64.8817
8.050,74.6297
8.060,74.1453
8.070,69.3446
8.080,65.7948
8.090,62.4107
8.100,63.8890
8.110,69.9046
8.120,69.1142
8.130,64.2611
8.140,62.0361
8.150,72.3607
8.160,61.7939
8.170,66.1040
8.180,61.0402
8.190,63.9023
8.200,70.3791
8.210,69.8920
8.220,65.3963
8.230,62.4688
8.240,71.8055
8.250,70.9822
8.260,63.3228
8.270,68.0846
8.280,65.3453
8.290,68.8751
8.300,70.4614
8.310,63.6638
8.320,69.8472
8.330,66.7739
8.340,71.8778
8.350,73.5635
8.360,75.6900
8.370,63.8485
8.380,64.4860
8.390,72.6506
8.400,71.7977
8.410,76.7412
8.420,64.0640
8.430,66.2999
8.440,67.4683
8.450,64.9697
8.460,63.8986
8.470,75.0643
8.480,68.1040
8.490,76.2361
8.500,66.3376
8.510,70.8702
8.520,68.4046
8.530,72.1231
8.540,72.2347
8.550,75.5950
8.560,79.9284
8.570,78.5391
8.580,81.4178
8.590,70.3963
8.600,74.0590
8.610,70.9802
8.620,80.8305
8.630,78.6701
8.640,76.3532
8.650,75.8132
8.660,79.4941
8.670,80.1338
8.680,78.2227
8.690,75.1621
8.700,75.0470
8.710,72.9483
8.720,79.7610
8.730,81.4642
8.740,74.8007
8.750,76.5378
8.760,80.8990
8.770,76.9920
8.780,75.0791
8.790,71.6547
8.800,78.2766
8.810,73.6599
8.820,80.5895
8.830,78.1717
8.840,81.7571
8.850,81.2733
8.860,76.8389
8.870,76.4595
8.880,75.7331
8.890,73.7805
8.900,80.0045
8.910,73.2542
8.920,82.7859
8.930,81.8217
8.940,79.0975
8.950,76.4129
8.960,72.9738
8.970,86.6478
8.980,73.8603
8.990,84.4231
9.000,73.4635
9.010,86.5881
9.020,74.6761
9.030,79.6603
9.040,72.8828
9.050,84.4456
9.060,72.2315
9.070,81.2945
9.080,81.4229
9.090,75.1640
9.100,71.8897
9.110,83.6208
9.120,75.0657
9.130,82.2455
9.140,72.6159
9.150,72.2762
9.160,79.0565
9.170,76.1336
9.180,76.7811
9.190,73.7976
9.200,73.9183
9.210,81.1904
9.220,75.0539
9.230,76.9488
9.240,70.3996
9.250,71.8757
9.260,71.2168
9.270,76.7914
9.280,78.1205
9.290,80.1583
9.300,79.6985
9.310,72.1912
9.320,77.6159
9.330,67.7959
9.340,77.3435
9.350,73.5036
9.360,72.7299
9.370,69.9634
9.380,71.9187
9.390,77.4819
9.400,72.3927
9.410,69.2603
9.420,69.7112
9.430,71.6287
9.440,67.5930
9.450,75.9454
9.460,66.4952
9.470,73.5672
9.480,76.7684
9.490,67.0930
9.500,70.4580
9.510,64.2480
9.520,66.2202
9.530,64.9587
9.540,71.3262
9.550,75.6535
9.560,62.5181
9.570,64.4541
9.580,65.4247
9.590,70.8375
9.600,74.3656
9.610,70.4660
9.620,72.6963
9.630,72.9892
9.640,73.4457
9.650,70.4266
9.660,69.6955
9.670,75.0718
9.680,74.5769
9.690,61.4956
9.700,72.2471
9.710,63.2206
9.720,71.3124
9.730,63.7856
9.740,68.7728
9.750,70.3820
9.760,68.0923
9.770,75.3089
9.780,70.7460
9.790,75.2504
9.800,64.2275
9.810,71.0333
9.820,66.4014
9.830,64.7426
9.840,69.9729
9.850,66.7194
9.860,76.8200
9.870,73.5136
9.880,66.7847
9.890,76.9682
9.900,72.9633
9.910,69.8397
9.920,65.4786
9.930,71.1857
9.940,71.0841
9.950,72.4866
9.960,77.8825
9.970,72.2549
9.980,75.2735
9.990,74.9633
10.000,70.3183
10.010,70.8769
10.020,76.3638
10.030,81.5577
10.040,74.3365
10.050,70.4877
10.060,73.9076
10.070,79.3796
10.080,70.8845
10.090,69.1369
10.100,71.8414
10.110,78.0561
10.120,76.7049
10.130,74.0331
10.140,73.4294
10.150,75.4142
10.160,77.2323
10.170,73.6148
10.180,76.8376
10.190,82.7342
10.200,72.0521
10.210,74.2146
10.220,82.0091
10.230,71.9827
10.240,77.3031
10.250,86.1688
10.260,85.7080
10.270,81.6630
10.280,82.6882
10.290,74.8265
10.300,80.8566
10.310,76.6153
10.320,78.5260
10.330,76.8760
10.340,78.6040
10.350,81.8540
10.360,86.0853
10.370,84.0972
10.380,81.7014
10.390,82.6480
10.400,76.1248
10.410,77.7054
10.420,76.2933
10.430,75.9410
10.440,78.6307
10.450,86.4457
10.460,72.1264
10.470,75.3042
10.480,75.7321
10.490,77.5849
10.500,78.6097
10.510,75.5089
10.520,74.4553
10.530,83.3895
10.540,73.7105
10.550,71.2770
10.560,79.3337
10.570,75.7388
10.580,73.4681
10.590,72.1515
10.600,76.4286
10.610,73.5136
10.620,83.4610
10.630,76.4293
10.640,80.5897
10.650,71.3365
