t_s,envelope_uV
0.000,56.5048
0.010,63.7715
0.020,57.9573
0.030,55.2813
0.040,65.9471
0.050,58.8344
0.060,59.8827
0.070,60.9200
0.080,63.4455
0.090,66.2390
0.100,56.9395
0.110,59.1987
0.120,58.5115
0.130,65.4640
0.140,58.9871
0.150,67.5844
0.160,61.7637
0.170,59.8798
0.180,63.8677
0.190,65.6143
0.200,65.7074
0.210,65.3009
0.220,68.0031
0.230,67.3867
0.240,62.4150
0.250,68.9374
0.260,59.6808
0.270,69.5659
0.280,65.5555
0.290,63.8933
0.300,62.1234
0.310,63.5946
0.320,64.2641
0.330,61.8756
0.340,68.2313
0.350,61.7526
0.360,69.4005
0.370,62.0111
0.380,66.6705
0.390,70.9670
0.400,60.6265
0.410,69.2036
0.420,61.8924
0.430,65.2130
0.440,66.1729
0.450,60.9726
0.460,66.8532
0.470,63.9299
0.480,67.8614
0.490,64.9610
0.500,64.0305
0.510,59.7163
0.520,63.9073
0.530,61.9797
0.540,64.2508
0.550,64.4821
0.560,66.9417
0.570,67.5016
0.580,63.6717
0.590,59.5723
0.600,61.3864
0.610,66.7626
0.620,67.4789
0.630,61.9839
0.640,60.0911
0.650,55.9047
0.660,57.8891
0.670,55.6387
0.680,62.4671
0.690,63.7906
0.700,60.0757
0.710,54.4826
0.720,54.9502
0.730,63.1176
0.740,62.2400
0.750,57.6064
0.760,60.4362
0.770,59.2166
0.780,60.7963
0.790,63.5080
0.800,57.3495
0.810,63.2164
0.820,63.5767
0.830,52.5083
0.840,59.9663
0.850,62.0176
0.860,56.8466
0.870,59.2545
0.880,54.5306
0.890,60.5437
0.900,61.5833
0.910,59.1673
0.920,53.2246
0.930,55.4865
0.940,51.1998
0.950,59.5750
0.960,52.1752
0.970,54.9936
0.980,54.7075
0.990,57.1318
1.000,58.5343
1.010,53.4055
1.020,55.4750
1.030,61.1563
1.040,53.3006
1.050,50.0409
1.060,61.1181
1.070,61.5969
1.080,57.7754
1.090,50.0339
