t_s,force_N
0.000,81.457
0.010,85.598
0.020,84.024
0.030,89.039
0.040,85.540
0.050,82.377
0.060,88.831
0.070,82.498
0.080,82.848
0.090,83.377
0.100,85.327
0.110,82.736
0.120,88.429
0.130,85.687
0.140,81.026
0.150,82.055
0.160,84.487
0.170,83.006
0.180,87.037
0.190,81.255
0.200,87.018
0.210,86.988
0.220,81.103
0.230,88.209
0.240,84.625
0.250,87.895
0.260,88.783
0.270,81.410
0.280,83.976
0.290,89.413
0.300,88.631
0.310,84.427
0.320,84.581
0.330,85.191
0.340,81.830
0.350,82.395
0.360,88.944
0.370,87.524
0.380,88.736
0.390,83.937
0.400,89.135
0.410,83.106
0.420,87.968
0.430,80.869
0.440,88.995
0.450,89.214
0.460,87.175
0.470,82.432
0.480,87.229
0.490,86.279
0.500,81.674
0.510,86.246
0.520,84.471
0.530,82.909
0.540,83.221
0.550,83.998
0.560,82.713
0.570,89.090
0.580,82.146
0.590,85.274
0.600,84.392
0.610,87.502
0.620,87.839
0.630,86.054
0.640,84.482
0.650,84.143
0.660,82.420
0.670,87.087
0.680,83.500
0.690,81.141
0.700,83.861
0.710,80.936
0.720,88.120
0.730,86.140
0.740,87.741
0.750,85.662
0.760,83.187
0.770,85.416
0.780,83.540
0.790,82.726
0.800,81.119
0.810,87.839
0.820,86.325
0.830,83.119
0.840,85.973
0.850,83.092
0.860,87.017
0.870,84.712
0.880,81.711
0.890,89.090
0.900,87.224
0.910,88.365
0.920,87.618
0.930,82.418
0.940,81.127
0.950,86.671
0.960,88.038
0.970,87.700
0.980,85.345
0.990,85.816
1.000,82.913
1.010,85.994
1.020,86.096
1.030,81.391
1.040,82.525
1.050,82.072
1.060,82.947
1.070,81.677
1.080,83.267
1.090,81.673
1.100,87.506
1.110,81.957
1.120,81.587
1.130,87.542
1.140,85.912
1.150,86.723
1.160,82.594
1.170,81.120
1.180,88.780
1.190,83.261
1.200,85.141
1.210,83.493
1.220,86.143
1.230,84.351
1.240,88.520
1.250,80.434
1.260,81.259
1.270,80.860
1.280,87.243
1.290,87.855
1.300,85.417
1.310,83.164
1.320,81.210
1.330,82.790
1.340,88.876
1.350,81.494
1.360,84.677
1.370,87.440
1.380,88.548
1.390,81.986
1.400,84.046
1.410,83.505
1.420,82.970
1.430,86.908
1.440,86.816
1.450,80.580
1.460,80.473
1.470,88.085
1.480,85.645
1.490,82.609
1.500,80.415
1.510,81.884
1.520,80.923
1.530,84.894
1.540,86.012
1.550,88.498
1.560,83.617
1.570,87.557
1.580,80.439
1.590,87.778
1.600,83.881
1.610,81.560
1.620,81.780
1.630,85.030
1.640,85.586
1.650,85.144
1.660,84.592
1.670,88.312
1.680,81.040
1.690,82.065
1.700,82.795
1.710,85.050
1.720,87.435
1.730,82.014
1.740,84.837
1.750,86.722
1.760,80.867
1.770,87.358
1.780,82.103
1.790,88.314
1.800,85.086
1.810,87.317
1.820,85.217
1.830,83.795
1.840,86.423
1.850,85.453
1.860,80.581
1.870,81.508
1.880,84.599
1.890,83.980
1.900,84.425
1.910,84.081
1.920,84.700
1.930,81.805
1.940,85.509
1.950,83.034
1.960,86.796
1.970,83.413
1.980,81.196
1.990,84.643
2.000,83.331
2.010,83.637
2.020,85.920
2.030,80.572
2.040,87.705
2.050,81.803
2.060,81.677
2.070,85.824
2.080,86.930
2.090,84.318
2.100,80.961
2.110,84.392
2.120,80.433
2.130,88.269
2.140,87.652
2.150,81.371
2.160,82.628
2.170,85.253
2.180,88.448
2.190,83.925
2.200,83.192
2.210,86.575
2.220,84.665
2.230,87.029
2.240,84.495
2.250,86.922
2.260,83.977
2.270,87.502
2.280,85.615
2.290,87.867
2.300,85.616
2.310,87.790
2.320,85.735
2.330,84.841
2.340,87.782
2.350,83.661
2.360,81.164
2.370,85.461
2.380,83.116
2.390,81.264
2.400,87.093
2.410,83.976
2.420,84.145
2.430,80.971
2.440,81.919
2.450,86.267
2.460,83.443
2.470,83.333
2.480,88.042
2.490,84.425
2.500,86.424
2.510,80.493
2.520,82.418
2.530,86.055
2.540,86.798
2.550,86.467
2.560,86.610
2.570,79.905
2.580,84.897
2.590,83.322
2.600,84.622
2.610,85.640
2.620,85.493
2.630,85.463
2.640,81.347
2.650,86.796
2.660,85.587
2.670,86.574
2.680,83.259
2.690,80.546
2.700,83.549
2.710,86.759
2.720,80.722
2.730,82.423
2.740,84.385
2.750,80.348
2.760,85.084
2.770,86.812
2.780,81.490
2.790,83.277
2.800,86.966
2.810,81.118
2.820,83.444
2.830,84.196
2.840,81.440
2.850,84.533
2.860,85.074
2.870,83.985
2.880,81.142
2.890,84.776
2.900,81.877
2.910,86.470
2.920,84.425
2.930,79.717
2.940,82.064
2.950,80.662
2.960,80.456
2.970,85.949
2.980,79.869
2.990,87.853
3.000,85.716
3.010,83.640
3.020,85.239
3.030,79.862
3.040,85.019
3.050,86.618
3.060,79.566
3.070,79.933
3.080,83.409
3.090,87.337
3.100,79.704
3.110,82.958
3.120,81.335
3.130,82.367
3.140,80.609
3.150,81.894
3.160,87.028
3.170,79.557
3.180,80.982
3.190,81.898
3.200,80.478
3.210,82.956
3.220,82.212
3.230,81.750
3.240,85.567
3.250,87.650
3.260,83.695
3.270,87.565
3.280,82.340
3.290,87.183
3.300,87.402
3.310,85.354
3.320,80.458
3.330,85.481
3.340,87.785
3.350,80.444
3.360,82.020
3.370,79.818
3.380,87.319
3.390,81.163
3.400,81.517
3.410,79.301
3.420,83.519
3.430,80.123
3.440,81.400
3.450,86.519
3.460,79.963
3.470,81.377
3.480,82.423
3.490,86.614
3.500,84.142
3.510,85.944
3.520,86.570
3.530,87.743
3.540,81.055
3.550,84.322
3.560,84.348
3.570,83.271
3.580,83.131
3.590,84.934
3.600,83.939
3.610,85.274
3.620,84.241
3.630,86.693
3.640,85.864
3.650,83.962
3.660,84.175
3.670,84.819
3.680,83.545
3.690,79.276
3.700,86.216
3.710,84.869
3.720,80.776
3.730,79.172
3.740,79.256
3.750,83.353
3.760,83.493
3.770,85.130
3.780,85.262
3.790,79.289
3.800,83.477
3.810,81.073
3.820,83.508
3.830,80.808
3.840,85.925
3.850,86.508
3.860,87.586
3.870,79.577
3.880,83.839
3.890,80.569
3.900,86.959
3.910,86.197
3.920,80.798
3.930,81.584
3.940,81.444
3.950,83.104
3.960,83.878
3.970,84.078
3.980,81.068
3.990,84.374
4.000,82.736
4.010,80.948
4.020,84.053
4.030,82.773
4.040,82.892
4.050,81.644
4.060,83.990
4.070,80.091
4.080,85.565
4.090,86.969
4.100,79.955
4.110,79.343
4.120,84.196
4.130,79.268
4.140,80.488
4.150,83.250
4.160,81.951
4.170,81.125
4.180,82.907
4.190,85.494
4.200,81.416
4.210,81.922
4.220,84.297
4.230,87.155
4.240,84.562
4.250,79.409
4.260,80.957
4.270,78.927
4.280,83.609
4.290,87.206
4.300,87.260
4.310,82.985
4.320,81.286
4.330,82.107
4.340,78.952
4.350,84.220
4.360,82.509
4.370,78.973
4.380,84.870
4.390,84.824
4.400,87.195
4.410,83.949
4.420,85.190
4.430,81.653
4.440,85.199
4.450,82.505
4.460,82.981
4.470,79.301
4.480,87.234
4.490,82.254
4.500,86.241
4.510,85.598
4.520,79.782
4.530,78.961
4.540,83.087
4.550,78.768
4.560,84.673
4.570,80.345
4.580,82.208
4.590,86.788
4.600,80.653
4.610,83.730
4.620,83.088
4.630,79.952
4.640,86.281
4.650,82.784
4.660,86.153
4.670,79.895
4.680,86.816
4.690,80.373
4.700,84.964
4.710,82.970
4.720,85.826
4.730,80.180
4.740,81.424
4.750,84.347
4.760,84.129
4.770,86.356
4.780,84.400
4.790,84.254
4.800,86.101
4.810,79.915
4.820,79.196
4.830,82.818
4.840,80.607
4.850,84.394
4.860,85.027
4.870,83.965
4.880,79.503
4.890,83.086
4.900,80.681
4.910,82.128
4.920,80.307
4.930,82.404
4.940,80.200
4.950,79.399
4.960,78.773
4.970,79.732
4.980,84.991
4.990,82.996
5.000,84.310
5.010,78.922
5.020,80.764
5.030,80.458
5.040,82.445
5.050,80.098
5.060,80.775
5.070,85.250
5.080,78.720
5.090,78.655
5.100,83.214
5.110,82.308
5.120,80.455
5.130,80.421
5.140,86.611
5.150,84.816
5.160,86.833
5.170,82.780
5.180,82.868
5.190,83.038
5.200,84.711
5.210,82.286
5.220,86.197
5.230,85.143
5.240,78.902
5.250,81.659
5.260,83.100
5.270,81.654
5.280,80.083
5.290,86.791
5.300,82.398
5.310,86.512
5.320,80.106
5.330,79.903
5.340,79.116
5.350,86.119
5.360,86.387
5.370,82.138
5.380,82.607
5.390,86.598
5.400,85.648
5.410,83.052
5.420,80.506
5.430,85.374
5.440,79.287
5.450,83.302
5.460,79.616
5.470,81.435
5.480,85.659
5.490,83.595
5.500,80.680
5.510,80.298
5.520,83.176
5.530,81.049
5.540,84.275
5.550,79.534
5.560,82.554
5.570,80.801
5.580,81.303
5.590,85.870
5.600,82.372
5.610,85.143
5.620,81.758
5.630,82.338
5.640,85.891
5.650,78.713
5.660,78.544
5.670,84.654
5.680,80.281
5.690,81.338
5.700,84.376
5.710,82.271
5.720,84.234
5.730,78.258
5.740,78.804
5.750,80.665
5.760,83.722
5.770,80.698
5.780,85.360
5.790,84.225
5.800,80.588
5.810,78.257
5.820,81.193
5.830,81.987
5.840,79.993
5.850,85.041
5.860,84.789
5.870,85.130
5.880,84.087
5.890,85.086
5.900,81.619
5.910,78.441
5.920,82.105
5.930,83.575
5.940,86.249
5.950,85.561
5.960,79.834
5.970,82.287
5.980,83.911
5.990,80.322
6.000,80.569
6.010,84.357
6.020,85.196
6.030,82.921
6.040,79.673
6.050,81.583
6.060,80.603
6.070,84.889
6.080,85.067
6.090,79.095
6.100,84.016
6.110,83.828
6.120,80.565
6.130,81.973
6.140,81.235
6.150,81.326
6.160,81.151
6.170,83.132
6.180,82.728
6.190,84.471
6.200,82.035
6.210,78.526
6.220,81.420
6.230,85.771
6.240,82.962
6.250,82.121
6.260,80.714
6.270,82.689
6.280,84.653
6.290,84.891
6.300,85.192
6.310,79.460
6.320,79.867
6.330,80.795
6.340,85.504
6.350,78.907
6.360,82.055
6.370,83.743
6.380,82.212
6.390,82.029
6.400,83.692
6.410,82.907
6.420,77.844
6.430,82.083
6.440,81.424
6.450,79.723
6.460,78.349
6.470,82.665
6.480,81.947
6.490,81.739
6.500,83.262
6.510,80.476
6.520,78.151
6.530,78.910
6.540,78.222
6.550,83.919
6.560,84.552
6.570,84.405
6.580,81.819
6.590,78.162
6.600,83.246
6.610,77.712
6.620,86.092
6.630,83.017
6.640,84.365
6.650,79.724
6.660,81.874
6.670,77.832
6.680,84.129
6.690,80.490
6.700,78.085
6.710,84.107
6.720,81.625
6.730,83.153
6.740,77.707
6.750,83.165
6.760,77.914
6.770,84.722
6.780,78.925
6.790,81.452
6.800,81.736
6.810,78.813
6.820,83.038
6.830,82.408
6.840,77.647
6.850,80.773
6.860,80.212
6.870,85.135
6.880,78.346
6.890,84.894
6.900,78.666
6.910,77.921
6.920,83.629
6.930,84.453
6.940,78.271
6.950,85.814
6.960,79.498
6.970,85.117
6.980,79.541
6.990,83.849
7.000,79.358
7.010,77.888
7.020,84.450
7.030,78.108
7.040,78.628
7.050,84.626
7.060,82.805
7.070,84.373
7.080,82.447
7.090,78.848
7.100,85.703
7.110,80.249
7.120,80.799
7.130,79.228
7.140,79.171
7.150,77.498
7.160,82.976
7.170,80.907
7.180,79.011
7.190,77.781
7.200,85.846
7.210,81.406
7.220,79.191
7.230,82.984
7.240,80.836
7.250,83.478
7.260,84.350
7.270,79.571
7.280,80.484
7.290,79.683
7.300,84.946
7.310,82.391
7.320,82.493
7.330,83.501
7.340,78.836
7.350,82.894
7.360,82.523
7.370,77.525
7.380,79.924
7.390,82.113
7.400,85.663
7.410,83.750
7.420,81.098
7.430,84.046
7.440,85.465
7.450,77.717
7.460,81.150
7.470,83.981
7.480,78.956
7.490,83.898
7.500,80.222
7.510,85.478
7.520,78.685
7.530,85.479
7.540,78.656
7.550,83.326
7.560,80.065
7.570,79.985
7.580,84.633
7.590,80.211
7.600,80.195
7.610,78.369
7.620,77.777
7.630,79.493
7.640,79.682
7.650,78.328
7.660,81.921
7.670,78.153
7.680,82.481
7.690,81.852
7.700,79.347
7.710,84.938
7.720,77.548
7.730,78.267
7.740,80.182
7.750,79.544
7.760,82.604
7.770,78.804
7.780,81.348
7.790,77.493
7.800,81.241
7.810,79.443
7.820,84.571
7.830,77.327
7.840,78.296
7.850,84.364
7.860,85.214
7.870,79.931
7.880,79.849
7.890,79.875
7.900,83.075
7.910,85.201
7.920,80.288
7.930,82.796
7.940,84.092
7.950,84.915
7.960,83.919
7.970,77.213
7.980,78.495
7.990,79.158
8.000,81.845
8.010,81.288
8.020,79.682
8.030,79.496
8.040,83.102
8.050,79.535
8.060,82.337
8.070,83.190
8.080,80.901
8.090,76.998
8.100,77.903
8.110,77.607
8.120,85.345
8.130,82.651
8.140,78.473
8.150,79.980
8.160,84.748
8.170,84.530
8.180,82.718
8.190,82.881
8.200,80.539
8.210,82.531
8.220,84.049
8.230,78.274
8.240,81.785
8.250,82.036
8.260,76.828
8.270,84.162
8.280,81.244
8.290,83.867
8.300,81.913
8.310,81.158
8.320,83.042
8.330,82.598
8.340,82.072
8.350,82.016
8.360,78.787
8.370,81.844
8.380,83.909
8.390,79.053
8.400,81.940
8.410,85.059
8.420,81.287
8.430,78.874
8.440,77.274
8.450,82.963
8.460,78.568
8.470,81.661
8.480,81.764
8.490,83.665
8.500,84.658
8.510,81.073
8.520,81.911
8.530,83.859
8.540,79.337
8.550,82.825
8.560,82.619
8.570,84.689
8.580,82.037
8.590,84.613
8.600,82.388
8.610,83.333
8.620,79.630
8.630,81.438
8.640,78.435
8.650,82.094
8.660,79.187
8.670,80.617
8.680,78.577
8.690,78.162
8.700,83.853
8.710,77.689
8.720,77.819
8.730,82.892
8.740,84.973
8.750,81.167
8.760,81.804
8.770,81.327
8.780,80.801
8.790,81.667
8.800,76.689
8.810,82.429
8.820,82.616
8.830,76.784
8.840,79.323
8.850,79.148
8.860,82.102
8.870,82.326
8.880,79.795
8.890,81.239
8.900,82.596
8.910,81.286
8.920,78.209
8.930,77.952
8.940,83.718
8.950,82.128
8.960,78.771
8.970,81.165
8.980,76.427
8.990,83.451
9.000,83.925
9.010,81.585
9.020,80.826
9.030,81.071
9.040,77.393
9.050,83.980
9.060,79.596
9.070,82.629
9.080,79.323
9.090,76.985
9.100,84.420
9.110,82.506
9.120,82.025
9.130,79.277
9.140,80.441
9.150,79.267
9.160,76.426
9.170,76.903
9.180,79.011
9.190,79.544
9.200,83.498
9.210,78.663
9.220,78.335
9.230,80.507
9.240,76.687
9.250,83.899
9.260,78.519
9.270,84.622
9.280,83.863
9.290,82.532
9.300,83.224
9.310,80.898
9.320,81.374
9.330,77.479
9.340,80.657
9.350,84.596
9.360,77.732
9.370,80.317
9.380,83.753
9.390,78.077
9.400,81.143
9.410,84.328
9.420,77.442
9.430,79.895
9.440,79.420
9.450,79.389
9.460,81.494
9.470,78.143
9.480,78.435
9.490,83.712
9.500,82.655
9.510,81.244
9.520,81.418
9.530,81.857
