t_s,force_N
0.000,93.650
0.010,94.714
0.020,101.987
0.030,99.055
0.040,99.136
0.050,102.268
0.060,102.914
0.070,100.522
0.080,100.737
0.090,93.581
0.100,97.366
0.110,102.084
0.120,99.880
0.130,94.721
0.140,102.884
0.150,101.706
0.160,95.378
0.170,93.551
0.180,97.290
0.190,101.847
0.200,97.698
0.210,97.487
0.220,101.910
0.230,93.658
0.240,98.668
0.250,102.095
0.260,101.299
0.270,102.155
0.280,93.588
0.290,101.194
0.300,95.701
0.310,101.690
0.320,99.738
0.330,93.813
0.340,94.490
0.350,95.372
0.360,97.919
0.370,97.892
0.380,93.283
0.390,97.835
0.400,97.843
0.410,96.039
0.420,101.377
0.430,102.183
0.440,102.631
0.450,97.175
0.460,95.308
0.470,100.210
0.480,101.033
0.490,97.906
0.500,95.406
0.510,96.822
0.520,96.675
0.530,95.113
0.540,96.914
0.550,97.912
0.560,96.595
0.570,100.894
0.580,102.121
0.590,96.204
0.600,93.229
0.610,99.194
0.620,96.455
0.630,100.865
0.640,93.605
0.650,95.886
0.660,98.703
0.670,93.675
0.680,95.287
0.690,94.195
0.700,97.083
0.710,98.348
0.720,97.401
0.730,98.491
0.740,101.867
0.750,100.452
0.760,98.926
0.770,99.838
0.780,99.012
0.790,101.695
0.800,97.164
0.810,92.959
0.820,99.680
0.830,99.468
0.840,100.687
0.850,100.647
0.860,93.291
0.870,98.833
0.880,101.718
0.890,97.286
0.900,101.137
0.910,97.777
0.920,101.069
0.930,93.281
0.940,101.941
0.950,95.711
0.960,94.152
0.970,96.625
0.980,97.903
0.990,95.634
1.000,99.079
1.010,96.947
1.020,101.450
1.030,101.370
1.040,93.251
1.050,97.122
1.060,101.151
1.070,97.892
1.080,92.895
1.090,101.930
1.100,99.893
1.110,96.558
1.120,97.571
1.130,97.022
1.140,101.723
1.150,99.025
1.160,96.890
1.170,102.353
1.180,98.224
1.190,92.881
1.200,99.488
1.210,99.419
1.220,101.327
1.230,101.874
1.240,95.479
1.250,93.922
1.260,97.926
1.270,101.453
1.280,98.860
1.290,101.025
1.300,94.589
1.310,96.534
1.320,99.395
1.330,101.186
1.340,94.932
1.350,100.043
1.360,95.508
1.370,99.029
1.380,93.714
1.390,99.783
1.400,95.333
1.410,92.742
1.420,94.433
1.430,94.022
1.440,93.924
1.450,95.162
1.460,101.217
1.470,97.903
1.480,99.753
1.490,95.867
1.500,92.988
1.510,93.255
1.520,100.253
1.530,101.970
1.540,98.861
1.550,100.520
1.560,97.331
1.570,100.551
1.580,97.299
1.590,97.170
1.600,95.031
1.610,93.724
1.620,97.651
1.630,100.588
1.640,96.445
1.650,101.720
1.660,102.148
1.670,96.044
1.680,98.690
1.690,93.411
1.700,99.015
1.710,98.284
1.720,100.492
1.730,97.302
1.740,100.313
1.750,97.177
1.760,94.525
1.770,96.046
1.780,92.959
1.790,101.698
1.800,101.427
1.810,101.157
1.820,95.798
1.830,97.448
1.840,95.332
1.850,94.117
1.860,100.032
1.870,99.656
1.880,98.920
1.890,93.394
1.900,96.454
1.910,96.058
1.920,94.970
1.930,97.416
1.940,94.853
1.950,98.693
1.960,98.950
1.970,96.090
1.980,92.384
1.990,96.532
2.000,101.269
2.010,96.943
2.020,100.481
2.030,96.819
2.040,95.348
2.050,101.637
2.060,97.027
2.070,93.938
2.080,100.650
2.090,94.540
2.100,93.243
2.110,94.583
2.120,97.018
2.130,94.820
2.140,94.035
2.150,98.609
2.160,95.071
2.170,98.534
2.180,100.343
2.190,97.231
2.200,97.852
2.210,93.637
2.220,100.804
2.230,94.420
2.240,96.823
2.250,101.134
2.260,93.464
2.270,100.824
2.280,96.073
2.290,99.115
2.300,93.428
2.310,101.056
2.320,92.527
2.330,99.687
2.340,95.687
2.350,100.497
2.360,94.408
2.370,96.282
2.380,96.637
2.390,98.669
2.400,96.491
2.410,95.066
2.420,92.642
2.430,100.523
2.440,101.620
2.450,92.741
2.460,99.615
2.470,93.385
2.480,99.565
2.490,101.367
2.500,93.077
2.510,99.670
2.520,101.189
2.530,101.233
2.540,97.924
2.550,95.164
2.560,97.232
2.570,95.837
2.580,93.090
2.590,98.868
2.600,97.363
2.610,95.586
2.620,95.504
2.630,93.008
2.640,99.158
2.650,96.178
2.660,94.801
2.670,100.705
2.680,96.617
2.690,95.445
2.700,97.793
2.710,98.589
2.720,95.345
2.730,100.836
2.740,97.753
2.750,101.137
2.760,95.505
2.770,94.676
2.780,93.770
2.790,99.310
2.800,100.420
2.810,98.450
2.820,98.315
2.830,93.101
2.840,97.092
2.850,96.537
2.860,92.393
2.870,93.869
2.880,95.946
2.890,97.481
2.900,99.565
2.910,92.141
2.920,95.749
2.930,99.685
2.940,92.437
2.950,92.731
2.960,98.342
2.970,101.649
2.980,100.597
2.990,95.407
3.000,100.277
3.010,92.350
3.020,92.299
3.030,94.839
3.040,93.017
3.050,98.978
3.060,92.229
3.070,98.507
3.080,95.172
3.090,95.002
3.100,97.142
3.110,92.683
3.120,101.605
3.130,96.194
3.140,93.988
3.150,92.040
3.160,98.565
3.170,91.860
3.180,94.362
3.190,100.081
3.200,94.160
3.210,99.720
3.220,100.382
3.230,97.172
3.240,93.454
3.250,92.922
3.260,98.741
3.270,92.167
3.280,97.991
3.290,92.548
3.300,95.179
3.310,101.493
3.320,95.574
3.330,93.805
3.340,92.702
3.350,97.978
3.360,100.931
3.370,100.874
3.380,93.888
3.390,95.440
3.400,100.174
3.410,93.358
3.420,97.734
3.430,95.832
3.440,94.417
3.450,92.203
3.460,99.803
3.470,91.704
3.480,97.357
3.490,98.410
3.500,96.971
3.510,92.321
3.520,99.583
3.530,93.278
3.540,98.480
3.550,100.855
3.560,98.352
3.570,99.260
3.580,97.990
3.590,94.663
3.600,95.736
3.610,99.051
3.620,98.281
3.630,94.249
3.640,93.709
3.650,95.317
3.660,95.215
3.670,96.778
3.680,93.586
3.690,93.732
3.700,96.434
3.710,91.631
3.720,96.224
3.730,95.321
3.740,92.628
3.750,100.475
3.760,98.776
3.770,100.632
3.780,91.878
3.790,100.413
3.800,95.411
3.810,98.661
3.820,98.143
3.830,94.294
3.840,96.302
3.850,92.949
3.860,93.004
3.870,98.855
3.880,95.097
3.890,92.223
3.900,96.510
3.910,91.564
3.920,91.549
3.930,98.030
3.940,100.435
3.950,95.863
3.960,96.653
3.970,98.104
3.980,101.037
3.990,94.783
4.000,98.568
4.010,98.705
4.020,97.830
4.030,97.279
4.040,96.774
4.050,96.204
4.060,93.732
4.070,95.513
4.080,98.777
4.090,101.061
4.100,99.773
4.110,97.662
4.120,93.852
4.130,92.027
4.140,99.320
4.150,97.922
4.160,96.929
4.170,94.877
4.180,98.407
4.190,92.431
4.200,97.728
4.210,96.924
4.220,96.173
4.230,93.061
4.240,92.471
4.250,96.669
4.260,95.229
4.270,100.351
4.280,100.889
4.290,94.161
4.300,92.178
4.310,92.729
4.320,96.277
4.330,95.629
4.340,95.674
4.350,93.796
4.360,94.092
4.370,99.465
4.380,97.128
4.390,94.228
4.400,100.298
4.410,99.880
4.420,94.040
4.430,96.773
4.440,93.256
4.450,92.406
4.460,99.616
4.470,99.775
4.480,92.343
4.490,93.476
4.500,94.265
4.510,96.817
4.520,92.112
4.530,95.921
4.540,100.013
4.550,100.514
4.560,98.400
4.570,93.326
4.580,99.036
4.590,93.598
4.600,91.830
4.610,95.149
4.620,91.574
4.630,100.350
4.640,98.017
4.650,97.284
4.660,99.442
4.670,97.052
4.680,92.525
4.690,92.918
4.700,97.977
4.710,94.641
4.720,92.843
4.730,93.156
4.740,99.541
4.750,98.838
4.760,97.573
4.770,93.063
4.780,97.108
4.790,97.039
4.800,98.051
4.810,94.871
4.820,96.523
4.830,93.915
4.840,99.645
4.850,91.311
4.860,91.439
4.870,95.478
4.880,97.349
4.890,91.781
4.900,95.735
4.910,98.319
4.920,97.365
4.930,100.130
4.940,99.020
4.950,96.796
4.960,96.350
4.970,92.899
4.980,98.800
4.990,94.906
5.000,96.979
5.010,96.466
5.020,99.205
5.030,97.319
5.040,94.775
5.050,98.117
5.060,96.218
5.070,92.507
5.080,94.127
5.090,97.342
5.100,91.395
5.110,94.940
5.120,97.295
5.130,95.434
5.140,98.194
5.150,94.604
5.160,97.764
5.170,92.423
5.180,99.562
5.190,96.697
5.200,95.608
5.210,97.180
5.220,91.010
5.230,100.509
5.240,100.105
5.250,94.890
5.260,94.917
5.270,95.106
5.280,97.361
5.290,91.129
5.300,92.699
5.310,94.400
5.320,95.807
5.330,98.108
5.340,92.171
5.350,92.617
5.360,93.462
5.370,93.121
5.380,97.924
5.390,95.255
5.400,95.920
5.410,95.209
5.420,91.835
5.430,99.399
5.440,94.603
5.450,91.227
5.460,97.011
5.470,92.603
5.480,90.989
5.490,98.227
5.500,98.955
5.510,92.769
5.520,98.447
5.530,91.604
5.540,92.954
5.550,96.598
5.560,92.622
5.570,99.249
5.580,94.586
5.590,90.777
5.600,98.469
5.610,99.048
5.620,92.540
5.630,95.761
5.640,94.845
5.650,93.333
5.660,99.524
5.670,98.664
5.680,93.210
5.690,92.629
5.700,95.528
5.710,91.617
5.720,99.249
5.730,96.056
5.740,96.843
5.750,91.991
5.760,98.903
5.770,97.800
5.780,98.052
5.790,92.431
5.800,90.855
5.810,91.460
5.820,95.778
5.830,95.350
5.840,92.252
5.850,91.825
5.860,100.186
5.870,98.601
5.880,94.316
5.890,91.157
5.900,97.327
5.910,100.202
5.920,93.194
5.930,91.562
5.940,94.606
5.950,90.810
5.960,94.419
5.970,100.067
5.980,97.629
5.990,90.669
6.000,96.433
6.010,94.895
6.020,91.431
6.030,99.899
6.040,93.347
6.050,93.098
6.060,91.092
6.070,95.249
6.080,96.301
6.090,92.337
6.100,98.504
6.110,96.773
6.120,95.637
6.130,90.557
6.140,92.023
6.150,93.298
6.160,96.584
6.170,90.926
6.180,99.695
6.190,93.025
6.200,95.428
6.210,96.859
6.220,94.493
6.230,97.570
6.240,99.737
6.250,92.106
6.260,92.121
6.270,94.943
6.280,92.448
6.290,92.831
6.300,93.730
6.310,93.920
6.320,91.430
6.330,94.389
6.340,99.104
6.350,97.958
6.360,94.194
6.370,98.340
6.380,93.891
6.390,96.289
6.400,99.309
6.410,91.479
6.420,98.746
6.430,96.091
6.440,96.010
6.450,98.379
6.460,94.147
6.470,93.399
6.480,91.807
6.490,96.681
6.500,95.813
6.510,94.056
6.520,94.754
6.530,97.194
6.540,97.847
6.550,90.562
6.560,93.731
6.570,97.412
6.580,95.188
6.590,90.695
6.600,97.470
6.610,98.066
6.620,97.351
6.630,94.239
6.640,99.167
6.650,94.288
6.660,98.107
6.670,93.311
6.680,98.097
6.690,91.973
6.700,90.650
6.710,95.585
6.720,96.102
6.730,97.499
6.740,94.428
6.750,93.771
6.760,95.827
6.770,93.923
6.780,95.823
6.790,90.955
6.800,94.100
6.810,93.530
6.820,97.818
6.830,93.804
6.840,96.380
6.850,92.387
6.860,99.657
6.870,96.938
6.880,96.340
6.890,92.298
6.900,98.725
6.910,96.797
6.920,93.757
6.930,91.995
6.940,95.306
6.950,96.089
6.960,99.405
6.970,96.868
6.980,96.112
6.990,99.084
7.000,92.903
7.010,99.440
7.020,91.456
7.030,96.479
7.040,91.192
7.050,96.469
7.060,94.997
7.070,98.932
7.080,93.835
7.090,99.071
7.100,92.319
7.110,91.503
7.120,96.129
7.130,95.746
7.140,91.217
7.150,92.920
7.160,92.462
7.170,93.020
7.180,90.812
7.190,95.013
7.200,93.332
7.210,91.957
7.220,93.298
7.230,93.653
7.240,91.475
7.250,99.412
7.260,91.314
7.270,94.341
7.280,97.396
7.290,97.422
7.300,92.478
7.310,92.888
7.320,92.421
7.330,98.417
7.340,99.165
7.350,90.102
7.360,99.561
7.370,90.915
7.380,95.692
7.390,98.716
7.400,98.515
7.410,99.041
7.420,89.901
7.430,97.740
7.440,92.578
7.450,93.119
7.460,93.006
7.470,92.389
7.480,92.831
7.490,95.885
7.500,92.017
7.510,90.536
7.520,91.707
7.530,97.112
7.540,98.335
7.550,98.741
7.560,98.357
7.570,92.396
7.580,94.339
7.590,92.851
7.600,90.289
7.610,97.323
7.620,91.627
7.630,98.957
7.640,97.137
7.650,90.618
7.660,91.672
7.670,93.219
7.680,94.169
7.690,97.555
7.700,94.076
7.710,94.822
7.720,89.824
7.730,91.848
7.740,90.026
7.750,94.432
7.760,91.448
7.770,94.728
7.780,93.827
7.790,93.336
7.800,94.453
7.810,98.151
7.820,96.770
7.830,97.556
7.840,92.748
7.850,90.576
7.860,95.450
7.870,92.844
7.880,93.186
7.890,97.143
7.900,94.289
7.910,90.945
7.920,91.091
7.930,98.454
7.940,97.856
7.950,90.520
7.960,96.400
7.970,95.791
7.980,89.851
7.990,89.535
8.000,97.734
8.010,91.044
8.020,94.740
8.030,90.063
8.040,97.247
8.050,92.521
8.060,97.007
8.070,96.969
8.080,97.172
8.090,95.690
8.100,96.508
8.110,91.974
8.120,92.956
8.130,92.813
8.140,91.947
8.150,96.224
8.160,89.686
8.170,98.951
8.180,98.564
8.190,94.942
8.200,95.441
8.210,98.442
8.220,93.427
8.230,91.594
8.240,90.523
8.250,97.760
8.260,91.564
8.270,93.541
8.280,94.439
8.290,93.931
8.300,93.638
8.310,96.279
8.320,92.467
8.330,96.434
8.340,91.949
8.350,96.073
8.360,97.345
8.370,90.628
8.380,95.931
8.390,93.645
8.400,96.268
8.410,95.391
8.420,90.123
8.430,93.717
8.440,94.713
8.450,90.873
8.460,95.349
8.470,94.131
8.480,96.927
8.490,96.825
8.500,98.467
8.510,93.397
8.520,91.775
8.530,89.852
8.540,97.288
8.550,96.515
8.560,90.241
8.570,94.463
8.580,91.577
8.590,91.614
8.600,91.191
8.610,95.992
8.620,97.164
8.630,96.039
8.640,95.545
8.650,93.039
8.660,89.781
8.670,98.649
8.680,92.764
8.690,93.714
8.700,93.705
8.710,96.973
8.720,90.526
8.730,98.183
8.740,97.478
8.750,95.651
8.760,91.356
8.770,93.377
8.780,98.541
8.790,90.639
8.800,91.473
8.810,97.662
8.820,89.303
8.830,96.431
8.840,90.746
8.850,94.182
8.860,98.651
8.870,95.713
8.880,89.890
8.890,97.011
8.900,95.627
8.910,95.128
8.920,94.839
8.930,97.210
8.940,97.857
8.950,92.640
8.960,92.051
8.970,89.306
8.980,93.596
8.990,91.850
9.000,93.558
9.010,91.123
9.020,94.466
9.030,97.481
9.040,90.372
9.050,90.044
9.060,92.569
9.070,96.068
9.080,89.196
9.090,92.490
9.100,90.063
9.110,90.237
9.120,96.930
9.130,91.802
9.140,92.610
9.150,92.360
9.160,93.180
9.170,97.922
9.180,93.745
9.190,98.430
9.200,94.004
9.210,92.404
9.220,96.607
9.230,96.495
9.240,89.028
9.250,91.661
9.260,94.903
9.270,94.223
9.280,88.915
9.290,96.663
9.300,91.792
