t_s,force_N
0.000,55.299
0.010,57.732
0.020,56.968
0.030,60.880
0.040,57.029
0.050,56.179
0.060,59.218
0.070,57.430
0.080,59.639
0.090,57.657
0.100,59.584
0.110,59.050
0.120,56.068
0.130,56.995
0.140,55.448
0.150,56.752
0.160,56.569
0.170,58.336
0.180,56.558
0.190,56.249
0.200,57.847
0.210,55.834
0.220,57.516
0.230,60.790
0.240,59.482
0.250,60.649
0.260,55.063
0.270,57.215
0.280,55.196
0.290,60.698
0.300,59.570
0.310,56.523
0.320,60.093
0.330,56.486
0.340,57.152
0.350,57.151
0.360,56.390
0.370,59.206
0.380,55.698
0.390,55.826
0.400,60.709
0.410,57.151
0.420,59.096
0.430,56.120
0.440,56.057
0.450,56.749
0.460,55.949
0.470,55.533
0.480,57.015
0.490,57.913
0.500,56.586
0.510,58.547
0.520,57.059
0.530,59.818
0.540,55.569
0.550,60.251
0.560,56.986
0.570,58.066
0.580,56.115
0.590,56.778
0.600,58.296
0.610,56.562
0.620,59.526
0.630,58.140
0.640,59.895
0.650,60.369
0.660,60.495
0.670,55.123
0.680,58.314
0.690,55.080
0.700,58.004
0.710,58.992
0.720,60.214
0.730,55.946
0.740,56.412
0.750,58.710
0.760,57.144
0.770,56.593
0.780,60.249
0.790,56.710
0.800,59.142
0.810,60.656
0.820,59.854
0.830,55.284
0.840,60.363
0.850,60.147
0.860,56.526
0.870,56.452
0.880,58.214
0.890,57.021
0.900,58.743
0.910,60.021
0.920,57.217
0.930,55.853
0.940,60.148
0.950,57.509
0.960,55.706
0.970,60.134
0.980,55.403
0.990,58.906
1.000,58.857
1.010,60.522
1.020,56.401
1.030,59.073
1.040,57.963
1.050,58.672
1.060,57.778
1.070,58.772
1.080,60.321
1.090,58.424
1.100,57.985
1.110,55.170
1.120,57.178
1.130,56.091
1.140,58.493
1.150,56.177
1.160,56.216
1.170,56.998
1.180,56.972
1.190,56.028
1.200,56.817
1.210,55.144
1.220,57.511
1.230,57.302
1.240,59.765
1.250,59.103
1.260,60.383
1.270,59.477
1.280,59.413
1.290,60.376
1.300,56.746
1.310,59.114
1.320,58.123
1.330,56.231
1.340,58.692
1.350,58.759
1.360,56.825
1.370,58.468
1.380,55.550
1.390,58.841
1.400,58.106
