t_s,force_N
0.000,67.947
0.010,71.576
0.020,73.921
0.030,71.988
0.040,73.090
0.050,69.986
0.060,74.610
0.070,69.063
0.080,74.648
0.090,70.343
0.100,70.700
0.110,73.575
0.120,70.920
0.130,68.855
0.140,68.893
0.150,72.255
0.160,70.970
0.170,72.916
0.180,69.898
0.190,71.199
0.200,69.302
0.210,68.695
0.220,68.568
0.230,68.466
0.240,69.123
0.250,72.620
0.260,70.586
0.270,72.490
0.280,73.583
0.290,68.482
0.300,69.066
0.310,73.692
0.320,69.432
0.330,74.024
0.340,72.064
0.350,72.300
0.360,73.797
0.370,73.219
0.380,70.262
0.390,70.629
0.400,73.826
0.410,68.718
0.420,68.994
0.430,70.544
0.440,68.897
0.450,72.016
0.460,68.435
0.470,74.005
0.480,72.579
0.490,68.886
0.500,70.365
0.510,73.099
0.520,70.909
0.530,69.641
0.540,74.194
0.550,68.223
0.560,73.907
0.570,74.370
0.580,70.966
0.590,67.876
0.600,71.972
0.610,70.663
0.620,69.189
0.630,72.747
0.640,69.418
0.650,72.561
0.660,73.049
0.670,72.416
0.680,72.307
0.690,72.318
0.700,69.041
0.710,71.977
0.720,68.034
0.730,73.830
0.740,72.343
0.750,73.804
0.760,70.623
0.770,71.377
0.780,70.580
0.790,68.055
0.800,69.097
0.810,69.036
0.820,73.003
0.830,69.623
0.840,73.687
0.850,68.879
0.860,74.128
0.870,69.805
0.880,72.338
0.890,68.254
0.900,70.828
0.910,74.451
0.920,68.962
0.930,68.844
0.940,74.126
0.950,70.868
0.960,73.270
0.970,71.568
0.980,71.647
0.990,74.326
1.000,71.452
1.010,71.574
1.020,72.795
1.030,73.829
1.040,68.867
1.050,70.150
1.060,72.029
1.070,72.768
1.080,70.252
1.090,69.478
1.100,73.645
1.110,70.546
1.120,71.097
1.130,70.664
1.140,74.531
1.150,74.539
1.160,70.548
1.170,70.786
1.180,67.933
1.190,71.437
1.200,72.540
1.210,70.696
1.220,70.612
1.230,67.749
1.240,72.351
1.250,68.697
1.260,71.748
1.270,72.942
1.280,70.441
1.290,68.196
1.300,73.929
1.310,69.259
1.320,71.501
1.330,73.670
1.340,67.780
1.350,74.113
1.360,68.528
1.370,70.314
1.380,71.963
1.390,70.553
1.400,70.975
1.410,72.837
1.420,69.600
1.430,68.032
1.440,70.983
1.450,72.972
1.460,67.558
1.470,70.306
1.480,73.281
1.490,73.913
1.500,69.292
1.510,69.714
1.520,71.948
1.530,72.631
1.540,67.505
1.550,70.518
1.560,74.247
1.570,71.970
1.580,73.862
1.590,74.525
1.600,68.978
1.610,68.245
1.620,72.133
1.630,69.266
1.640,74.138
1.650,68.816
1.660,70.408
1.670,72.295
1.680,71.704
1.690,71.282
1.700,73.765
1.710,72.272
1.720,71.860
1.730,69.340
1.740,71.721
1.750,73.183
1.760,73.763
1.770,68.820
1.780,70.526
1.790,68.715
1.800,71.398
1.810,73.787
1.820,74.249
1.830,73.631
1.840,70.607
1.850,74.098
1.860,67.790
1.870,73.031
1.880,74.365
1.890,69.711
1.900,69.816
1.910,72.312
1.920,74.488
1.930,72.452
1.940,72.272
1.950,72.482
1.960,68.000
1.970,71.085
1.980,69.645
1.990,72.242
2.000,69.137
2.010,72.030
2.020,72.037
2.030,68.009
2.040,72.973
2.050,72.012
2.060,68.576
2.070,72.591
2.080,69.361
2.090,71.862
2.100,70.102
2.110,71.704
2.120,72.347
2.130,70.282
2.140,70.361
2.150,67.977
2.160,67.744
2.170,69.489
2.180,70.439
2.190,74.197
2.200,71.612
2.210,70.422
2.220,72.147
2.230,72.727
2.240,70.610
2.250,74.169
2.260,72.346
2.270,71.913
2.280,70.892
2.290,69.230
2.300,68.294
2.310,71.929
2.320,71.230
2.330,70.798
2.340,71.547
2.350,67.717
2.360,69.772
2.370,70.003
2.380,70.188
2.390,72.018
2.400,73.433
2.410,71.895
2.420,72.356
2.430,72.819
2.440,73.788
2.450,73.484
2.460,71.959
2.470,70.648
2.480,68.827
2.490,73.190
2.500,72.999
2.510,72.339
2.520,67.598
2.530,68.798
2.540,68.985
2.550,71.362
2.560,69.768
2.570,70.626
2.580,68.178
2.590,74.071
2.600,72.531
2.610,73.955
