timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,9783.39,286,34.19
2026-01-06T00:00:00,9486.86,299,31.77
2026-01-07T00:00:00,9061.65,278,32.64
2026-01-08T00:00:00,8932.80,262,34.06
2026-01-09T00:00:00,9263.07,283,32.73
2026-01-10T00:00:00,13210.85,386,34.26
2026-01-11T00:00:00,12575.85,368,34.19
2026-01-12T00:00:00,9481.66,281,33.75
2026-01-13T00:00:00,10093.14,316,31.98
2026-01-14T00:00:00,10132.17,302,33.56
2026-01-15T00:00:00,10225.52,313,32.72
2026-01-16T00:00:00,9442.64,297,31.82
2026-01-17T00:00:00,12827.24,391,32.80
2026-01-18T00:00:00,13380.73,398,33.58
2026-01-19T00:00:00,10105.36,313,32.26
2026-01-20T00:00:00,10063.13,312,32.29
2026-01-21T00:00:00,10219.41,317,32.25
2026-01-22T00:00:00,9445.17,289,32.68
2026-01-23T00:00:00,9411.83,279,33.79
2026-01-24T00:00:00,13012.44,392,33.19
2026-01-25T00:00:00,12885.05,403,31.99
2026-01-26T00:00:00,9599.13,284,33.77
2026-01-27T00:00:00,10338.99,312,33.09
2026-01-28T00:00:00,10330.60,322,32.05
2026-01-29T00:00:00,10387.57,320,32.46
2026-01-30T00:00:00,9928.85,294,33.77
2026-01-31T00:00:00,13196.66,385,34.26
2026-02-01T00:00:00,13423.15,402,33.36
2026-02-02T00:00:00,10130.53,301,33.68
2026-02-03T00:00:00,9938.93,298,33.38
2026-02-04T00:00:00,9983.72,298,33.51
2026-02-05T00:00:00,11011.23,324,34.00
2026-02-06T00:00:00,11099.23,349,31.80
2026-02-07T00:00:00,14164.61,415,34.10
2026-02-08T00:00:00,14155.56,422,33.51
2026-02-09T00:00:00,10977.26,341,32.22
2026-02-10T00:00:00,11237.78,346,32.48
2026-02-11T00:00:00,10657.29,335,31.81
2026-02-12T00:00:00,10734.00,324,33.08
2026-02-13T00:00:00,11389.10,341,33.43
2026-02-14T00:00:00,13837.48,429,32.22
2026-02-15T00:00:00,13878.40,411,33.78
2026-02-16T00:00:00,11222.45,347,32.33
2026-02-17T00:00:00,10964.36,320,34.27
2026-02-18T00:00:00,11263.98,345,32.66
2026-02-19T00:00:00,10715.65,321,33.39
2026-02-20T00:00:00,10396.93,309,33.63
2026-02-21T00:00:00,14833.26,434,34.15
2026-02-22T00:00:00,14712.49,437,33.65
2026-02-23T00:00:00,10957.48,327,33.56
2026-02-24T00:00:00,11496.22,344,33.40
2026-02-25T00:00:00,11900.85,359,33.13
2026-02-26T00:00:00,11638.88,343,33.91
2026-02-27T00:00:00,10772.73,331,32.57
2026-02-28T00:00:00,14494.77,442,32.81
2026-03-01T00:00:00,16134.83,508,31.76
2026-03-02T00:00:00,11079.82,344,32.17
2026-03-03T00:00:00,10976.81,333,33.01
2026-03-04T00:00:00,11168.77,328,34.08
2026-03-05T00:00:00,11480.69,339,33.83
2026-03-06T00:00:00,11589.26,351,33.02
2026-03-07T00:00:00,14852.57,462,32.18
2026-03-08T00:00:00,16376.80,484,33.81
2026-03-09T00:00:00,11763.75,345,34.08
2026-03-10T00:00:00,11516.80,340,33.83
2026-03-11T00:00:00,12350.39,384,32.14
2026-03-12T00:00:00,11751.98,368,31.95
2026-03-13T00:00:00,11615.35,343,33.85
2026-03-14T00:00:00,16118.27,505,31.91
2026-03-15T00:00:00,16335.35,515,31.71
2026-03-16T00:00:00,12717.48,376,33.80
2026-03-17T00:00:00,11852.74,347,34.17
2026-03-18T00:00:00,12408.65,386,32.14
2026-03-19T00:00:00,12106.48,367,32.98
2026-03-20T00:00:00,11778.95,366,32.20
2026-03-21T00:00:00,16198.79,489,33.15
2026-03-22T00:00:00,16880.35,527,32.01
2026-03-23T00:00:00,11902.77,359,33.19
2026-03-24T00:00:00,12869.19,378,34.01
2026-03-25T00:00:00,12379.96,362,34.19
2026-03-26T00:00:00,13132.02,405,32.39
2026-03-27T00:00:00,11825.87,372,31.78
2026-03-28T00:00:00,16841.95,495,34.05
2026-03-29T00:00:00,16790.02,496,33.85
2026-03-30T00:00:00,12780.45,403,31.71
2026-03-31T00:00:00,12325.99,368,33.46
2026-04-01T00:00:00,12859.53,385,33.37
2026-04-02T00:00:00,12906.11,388,33.29
2026-04-03T00:00:00,12188.11,375,32.52
2026-04-04T00:00:00,17398.11,544,31.97
