timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,14148.35,280,50.55
2026-01-06T00:00:00,14423.38,280,51.49
2026-01-07T00:00:00,14367.16,277,51.83
2026-01-08T00:00:00,14811.17,296,50.08
2026-01-09T00:00:00,15013.43,294,50.99
2026-01-10T00:00:00,20146.71,389,51.78
2026-01-11T00:00:00,20513.95,399,51.45
2026-01-12T00:00:00,14511.87,288,50.43
2026-01-13T00:00:00,14326.86,296,48.47
2026-01-14T00:00:00,15012.42,296,50.75
2026-01-15T00:00:00,14192.95,277,51.24
2026-01-16T00:00:00,15257.87,315,48.37
2026-01-17T00:00:00,20362.68,414,49.20
2026-01-18T00:00:00,19619.76,406,48.30
2026-01-19T00:00:00,14158.01,275,51.57
2026-01-20T00:00:00,14698.62,292,50.31
2026-01-21T00:00:00,14763.98,303,48.66
2026-01-22T00:00:00,15140.67,309,48.92
2026-01-23T00:00:00,15276.21,301,50.81
2026-01-24T00:00:00,19810.81,402,49.29
2026-01-25T00:00:00,21272.05,413,51.55
2026-01-26T00:00:00,15436.50,301,51.20
2026-01-27T00:00:00,14420.99,298,48.42
2026-01-28T00:00:00,15504.43,321,48.28
2026-01-29T00:00:00,14681.39,296,49.57
2026-01-30T00:00:00,15647.99,317,49.41
2026-01-31T00:00:00,20595.00,419,49.14
2026-02-01T00:00:00,21888.95,449,48.73
2026-02-02T00:00:00,16419.18,324,50.64
2026-02-03T00:00:00,15492.56,320,48.49
2026-02-04T00:00:00,15721.16,303,51.82
2026-02-05T00:00:00,15512.11,306,50.76
2026-02-06T00:00:00,16559.07,322,51.42
2026-02-07T00:00:00,20384.46,411,49.64
2026-02-08T00:00:00,20174.52,391,51.59
2026-02-09T00:00:00,16208.66,328,49.40
2026-02-10T00:00:00,16708.11,342,48.85
2026-02-11T00:00:00,16083.77,322,49.93
2026-02-12T00:00:00,16900.21,344,49.13
2026-02-13T00:00:00,16292.48,329,49.49
2026-02-14T00:00:00,20714.19,406,51.05
2026-02-15T00:00:00,21924.57,450,48.70
2026-02-16T00:00:00,16346.20,318,51.37
2026-02-17T00:00:00,16489.10,338,48.72
2026-02-18T00:00:00,16681.09,332,50.17
2026-02-19T00:00:00,16076.54,313,51.33
2026-02-20T00:00:00,17398.69,353,49.35
2026-02-21T00:00:00,23768.72,471,50.51
2026-02-22T00:00:00,22509.42,435,51.80
2026-02-23T00:00:00,15751.45,312,50.56
2026-02-24T00:00:00,16399.31,321,51.06
2026-02-25T00:00:00,17226.15,339,50.85
2026-02-26T00:00:00,16051.01,309,51.95
2026-02-27T00:00:00,16427.36,323,50.81
2026-02-28T00:00:00,22819.38,445,51.28
2026-03-01T00:00:00,21992.03,444,49.55
2026-03-02T00:00:00,17271.61,336,51.48
2026-03-03T00:00:00,18084.62,367,49.31
2026-03-04T00:00:00,16258.61,320,50.88
2026-03-05T00:00:00,18301.18,353,51.86
2026-03-06T00:00:00,18416.77,370,49.73
2026-03-07T00:00:00,24694.88,506,48.80
2026-03-08T00:00:00,24370.74,498,48.92
2026-03-09T00:00:00,18521.68,381,48.64
2026-03-10T00:00:00,18547.33,377,49.24
2026-03-11T00:00:00,16833.42,331,50.87
2026-03-12T00:00:00,18816.81,392,48.06
2026-03-13T00:00:00,17558.96,348,50.41
2026-03-14T00:00:00,25041.35,496,50.45
2026-03-15T00:00:00,25187.72,487,51.74
2026-03-16T00:00:00,16992.28,349,48.64
2026-03-17T00:00:00,18031.90,353,51.02
2026-03-18T00:00:00,17159.25,349,49.21
2026-03-19T00:00:00,17925.07,362,49.51
2026-03-20T00:00:00,18626.68,370,50.37
2026-03-21T00:00:00,23537.43,481,48.90
2026-03-22T00:00:00,23573.70,467,50.43
2026-03-23T00:00:00,18048.56,367,49.13
2026-03-24T00:00:00,18642.15,369,50.51
2026-03-25T00:00:00,18076.21,369,49.02
2026-03-26T00:00:00,19079.26,393,48.53
2026-03-27T00:00:00,18507.17,364,50.78
2026-03-28T00:00:00,25883.53,529,48.93
2026-03-29T00:00:00,25611.32,521,49.12
2026-03-30T00:00:00,18486.08,369,50.04
2026-03-31T00:00:00,18286.19,380,48.09
2026-04-01T00:00:00,18079.20,359,50.40
2026-04-02T00:00:00,20246.26,390,51.86
2026-04-03T00:00:00,19936.82,409,48.80
2026-04-04T00:00:00,26156.53,538,48.66
