timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,9362.67,282,33.17
2026-01-06T00:00:00,8598.22,276,31.12
2026-01-07T00:00:00,9369.17,283,33.11
2026-01-08T00:00:00,8354.93,254,32.94
2026-01-09T00:00:00,9265.48,291,31.81
2026-01-10T00:00:00,11433.70,363,31.49
2026-01-11T00:00:00,11534.68,370,31.18
2026-01-12T00:00:00,8700.54,272,31.96
2026-01-13T00:00:00,8436.21,260,32.46
2026-01-14T00:00:00,8346.51,255,32.70
2026-01-15T00:00:00,9120.48,290,31.44
2026-01-16T00:00:00,9184.74,288,31.91
2026-01-17T00:00:00,11211.88,343,32.67
2026-01-18T00:00:00,12327.46,395,31.17
2026-01-19T00:00:00,8912.28,287,31.06
2026-01-20T00:00:00,9130.93,278,32.86
2026-01-21T00:00:00,8728.63,269,32.46
2026-01-22T00:00:00,8635.33,278,31.10
2026-01-23T00:00:00,8455.74,256,33.02
2026-01-24T00:00:00,12254.58,375,32.68
2026-01-25T00:00:00,12132.33,366,33.16
2026-01-26T00:00:00,8203.14,262,31.36
2026-01-27T00:00:00,8368.43,263,31.81
2026-01-28T00:00:00,8544.93,262,32.63
2026-01-29T00:00:00,7973.95,253,31.52
2026-01-30T00:00:00,8357.35,253,33.09
2026-01-31T00:00:00,10919.03,329,33.18
2026-02-01T00:00:00,11656.74,369,31.60
2026-02-02T00:00:00,8293.23,268,30.92
2026-02-03T00:00:00,8773.68,268,32.75
2026-02-04T00:00:00,8026.52,259,30.95
2026-02-05T00:00:00,8762.27,277,31.62
2026-02-06T00:00:00,8298.62,267,31.12
2026-02-07T00:00:00,11459.71,370,31.01
2026-02-08T00:00:00,11455.12,344,33.26
2026-02-09T00:00:00,8519.07,261,32.58
2026-02-10T00:00:00,8424.10,253,33.26
2026-02-11T00:00:00,8509.01,270,31.48
2026-02-12T00:00:00,8011.12,242,33.04
2026-02-13T00:00:00,8612.98,263,32.71
2026-02-14T00:00:00,10530.53,329,31.96
2026-02-15T00:00:00,11474.21,362,31.71
2026-02-16T00:00:00,8190.46,247,33.14
2026-02-17T00:00:00,7847.51,237,33.07
2026-02-18T00:00:00,8421.86,257,32.73
2026-02-19T00:00:00,8018.14,246,32.57
2026-02-20T00:00:00,8445.00,261,32.30
2026-02-21T00:00:00,11184.73,363,30.85
2026-02-22T00:00:00,10688.78,334,32.05
2026-02-23T00:00:00,8356.35,267,31.33
2026-02-24T00:00:00,8463.15,274,30.87
2026-02-25T00:00:00,8229.91,258,31.86
2026-02-26T00:00:00,7977.78,255,31.23
2026-02-27T00:00:00,8456.88,262,32.26
2026-02-28T00:00:00,10781.71,330,32.72
2026-03-01T00:00:00,10568.04,336,31.43
2026-03-02T00:00:00,8331.67,257,32.37
2026-03-03T00:00:00,7942.35,250,31.80
2026-03-04T00:00:00,7891.63,241,32.74
2026-03-05T00:00:00,8184.92,253,32.41
2026-03-06T00:00:00,7569.47,238,31.75
2026-03-07T00:00:00,10848.54,348,31.21
2026-03-08T00:00:00,10033.79,306,32.84
2026-03-09T00:00:00,7980.27,252,31.66
2026-03-10T00:00:00,7728.15,251,30.83
2026-03-11T00:00:00,8209.17,259,31.74
2026-03-12T00:00:00,7433.68,235,31.62
2026-03-13T00:00:00,7651.48,244,31.36
2026-03-14T00:00:00,10220.07,313,32.68
2026-03-15T00:00:00,11046.75,360,30.72
2026-03-16T00:00:00,7351.63,225,32.62
2026-03-17T00:00:00,7702.14,237,32.48
2026-03-18T00:00:00,7366.00,229,32.19
2026-03-19T00:00:00,8125.38,256,31.76
2026-03-20T00:00:00,7356.88,232,31.71
2026-03-21T00:00:00,10120.06,329,30.80
2026-03-22T00:00:00,10571.76,343,30.82
2026-03-23T00:00:00,7524.24,231,32.54
2026-03-24T00:00:00,7987.57,259,30.87
2026-03-25T00:00:00,7894.76,245,32.25
2026-03-26T00:00:00,7378.03,223,33.13
2026-03-27T00:00:00,8016.35,242,33.14
2026-03-28T00:00:00,10425.32,316,33.03
2026-03-29T00:00:00,10455.05,331,31.61
2026-03-30T00:00:00,7471.28,226,33.01
2026-03-31T00:00:00,7184.40,218,32.97
2026-04-01T00:00:00,7523.74,239,31.43
2026-04-02T00:00:00,7212.21,231,31.16
2026-04-03T00:00:00,7456.85,224,33.22
2026-04-04T00:00:00,10170.21,325,31.26
