timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,8288.52,268,30.96
2026-01-06T00:00:00,8132.56,267,30.47
2026-01-07T00:00:00,7749.78,242,32.05
2026-01-08T00:00:00,8046.64,250,32.20
2026-01-09T00:00:00,8323.55,269,30.89
2026-01-10T00:00:00,11268.00,350,32.23
2026-01-11T00:00:00,11152.96,360,30.96
2026-01-12T00:00:00,7834.28,250,31.31
2026-01-13T00:00:00,8033.07,265,30.31
2026-01-14T00:00:00,7654.33,244,31.37
2026-01-15T00:00:00,7928.58,245,32.30
2026-01-16T00:00:00,8337.67,265,31.48
2026-01-17T00:00:00,11126.39,351,31.72
2026-01-18T00:00:00,10622.35,336,31.66
2026-01-19T00:00:00,8151.51,262,31.16
2026-01-20T00:00:00,8203.49,269,30.48
2026-01-21T00:00:00,8248.66,271,30.49
2026-01-22T00:00:00,8364.29,267,31.34
2026-01-23T00:00:00,7992.29,262,30.54
2026-01-24T00:00:00,10914.74,360,30.31
2026-01-25T00:00:00,10373.37,337,30.82
2026-01-26T00:00:00,7697.52,250,30.77
2026-01-27T00:00:00,7482.80,246,30.45
2026-01-28T00:00:00,7543.07,248,30.41
2026-01-29T00:00:00,7757.35,237,32.69
2026-01-30T00:00:00,7582.67,234,32.43
2026-01-31T00:00:00,10732.45,337,31.84
2026-02-01T00:00:00,10214.22,322,31.71
2026-02-02T00:00:00,8194.73,270,30.34
2026-02-03T00:00:00,7957.95,249,32.02
2026-02-04T00:00:00,7743.25,247,31.31
2026-02-05T00:00:00,7623.73,234,32.53
2026-02-06T00:00:00,7698.47,252,30.49
2026-02-07T00:00:00,10391.22,333,31.20
2026-02-08T00:00:00,9925.30,319,31.07
2026-02-09T00:00:00,7486.76,231,32.46
2026-02-10T00:00:00,7393.69,239,30.90
2026-02-11T00:00:00,7986.83,262,30.46
2026-02-12T00:00:00,7277.74,228,31.94
2026-02-13T00:00:00,7480.68,238,31.42
2026-02-14T00:00:00,9793.57,315,31.11
2026-02-15T00:00:00,10212.99,319,32.03
2026-02-16T00:00:00,7726.22,253,30.51
2026-02-17T00:00:00,7895.93,246,32.16
2026-02-18T00:00:00,7235.07,222,32.64
2026-02-19T00:00:00,7553.55,239,31.54
2026-02-20T00:00:00,7803.10,248,31.49
2026-02-21T00:00:00,10062.76,309,32.53
2026-02-22T00:00:00,10569.16,344,30.74
2026-02-23T00:00:00,7239.17,232,31.16
2026-02-24T00:00:00,7081.12,231,30.63
2026-02-25T00:00:00,7781.88,255,30.53
2026-02-26T00:00:00,7320.83,232,31.61
2026-02-27T00:00:00,7562.79,248,30.45
2026-02-28T00:00:00,10354.11,332,31.23
2026-03-01T00:00:00,9969.34,307,32.50
2026-03-02T00:00:00,7456.46,240,31.07
2026-03-03T00:00:00,7359.84,234,31.42
2026-03-04T00:00:00,7179.54,220,32.66
2026-03-05T00:00:00,7204.38,222,32.50
2026-03-06T00:00:00,7074.49,226,31.35
2026-03-07T00:00:00,9279.13,293,31.64
2026-03-08T00:00:00,9250.35,295,31.31
2026-03-09T00:00:00,7042.76,229,30.80
2026-03-10T00:00:00,7645.80,252,30.40
2026-03-11T00:00:00,6847.82,220,31.19
2026-03-12T00:00:00,7404.53,231,32.10
2026-03-13T00:00:00,6825.90,209,32.67
2026-03-14T00:00:00,10085.06,332,30.37
2026-03-15T00:00:00,9613.25,317,30.37
2026-03-16T00:00:00,7258.37,231,31.47
2026-03-17T00:00:00,7346.11,240,30.55
2026-03-18T00:00:00,6685.50,216,30.91
2026-03-19T00:00:00,6824.20,221,30.85
2026-03-20T00:00:00,7236.94,230,31.40
2026-03-21T00:00:00,9065.35,287,31.60
2026-03-22T00:00:00,9704.72,308,31.48
2026-03-23T00:00:00,6869.28,214,32.11
2026-03-24T00:00:00,6841.30,216,31.64
2026-03-25T00:00:00,7418.66,228,32.59
2026-03-26T00:00:00,7348.21,241,30.52
2026-03-27T00:00:00,7132.70,219,32.64
2026-03-28T00:00:00,9775.15,306,31.96
2026-03-29T00:00:00,9317.41,290,32.18
2026-03-30T00:00:00,6889.96,212,32.44
2026-03-31T00:00:00,6557.85,214,30.66
2026-04-01T00:00:00,6732.34,218,30.92
2026-04-02T00:00:00,6776.81,210,32.31
2026-04-03T00:00:00,6805.44,221,30.84
2026-04-04T00:00:00,9408.96,307,30.66
