timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,15988.53,306,52.20
2026-01-06T00:00:00,15118.23,276,54.80
2026-01-07T00:00:00,14770.22,287,51.41
2026-01-08T00:00:00,16104.20,315,51.06
2026-01-09T00:00:00,14900.69,280,53.14
2026-01-10T00:00:00,20395.80,375,54.38
2026-01-11T00:00:00,20448.83,401,50.97
2026-01-12T00:00:00,16155.83,305,52.89
2026-01-13T00:00:00,16273.76,308,52.85
2026-01-14T00:00:00,16062.37,292,54.99
2026-01-15T00:00:00,15046.32,286,52.63
2026-01-16T00:00:00,15034.72,285,52.79
2026-01-17T00:00:00,21596.53,400,53.97
2026-01-18T00:00:00,21894.62,424,51.68
2026-01-19T00:00:00,16913.58,329,51.44
2026-01-20T00:00:00,16865.72,313,53.84
2026-01-21T00:00:00,15130.98,280,54.06
2026-01-22T00:00:00,17005.40,310,54.91
2026-01-23T00:00:00,15440.84,285,54.19
2026-01-24T00:00:00,21229.79,395,53.78
2026-01-25T00:00:00,22371.62,428,52.25
2026-01-26T00:00:00,16032.88,306,52.38
2026-01-27T00:00:00,15714.67,304,51.76
2026-01-28T00:00:00,16949.84,310,54.70
2026-01-29T00:00:00,17475.85,317,55.11
2026-01-30T00:00:00,17098.89,314,54.47
2026-01-31T00:00:00,21758.86,400,54.37
2026-02-01T00:00:00,23674.95,444,53.37
2026-02-02T00:00:00,17728.92,331,53.62
2026-02-03T00:00:00,16649.35,324,51.31
2026-02-04T00:00:00,16489.81,323,51.11
2026-02-05T00:00:00,16819.93,307,54.77
2026-02-06T00:00:00,16260.25,311,52.27
2026-02-07T00:00:00,22294.20,426,52.30
2026-02-08T00:00:00,22367.91,428,52.28
2026-02-09T00:00:00,17964.95,338,53.22
2026-02-10T00:00:00,18198.00,348,52.25
2026-02-11T00:00:00,17043.50,322,52.88
2026-02-12T00:00:00,17163.94,318,54.05
2026-02-13T00:00:00,17199.95,331,51.91
2026-02-14T00:00:00,24516.79,457,53.60
2026-02-15T00:00:00,23165.66,429,54.00
2026-02-16T00:00:00,17837.64,340,52.51
2026-02-17T00:00:00,16675.23,304,54.81
2026-02-18T00:00:00,17975.62,350,51.29
2026-02-19T00:00:00,16902.77,320,52.82
2026-02-20T00:00:00,17829.13,340,52.47
2026-02-21T00:00:00,24819.35,452,54.86
2026-02-22T00:00:00,25070.49,482,51.96
2026-02-23T00:00:00,18748.68,346,54.23
2026-02-24T00:00:00,18403.47,342,53.82
2026-02-25T00:00:00,17510.16,338,51.78
2026-02-26T00:00:00,18698.07,352,53.14
2026-02-27T00:00:00,17792.43,324,54.84
2026-02-28T00:00:00,25017.86,483,51.83
2026-03-01T00:00:00,23563.23,452,52.09
2026-03-02T00:00:00,17612.23,342,51.52
2026-03-03T00:00:00,18630.56,362,51.49
2026-03-04T00:00:00,17533.20,340,51.58
2026-03-05T00:00:00,18510.78,347,53.32
2026-03-06T00:00:00,19797.40,382,51.85
2026-03-07T00:00:00,25592.50,486,52.69
2026-03-08T00:00:00,24812.45,459,54.02
2026-03-09T00:00:00,19943.12,367,54.36
2026-03-10T00:00:00,19680.98,371,53.08
2026-03-11T00:00:00,19033.91,346,55.05
2026-03-12T00:00:00,19915.15,366,54.47
2026-03-13T00:00:00,19095.38,366,52.15
2026-03-14T00:00:00,26101.52,497,52.54
2026-03-15T00:00:00,26200.15,500,52.35
2026-03-16T00:00:00,20025.04,383,52.34
2026-03-17T00:00:00,19149.51,366,52.29
2026-03-18T00:00:00,20394.75,392,52.01
2026-03-19T00:00:00,19851.10,386,51.43
2026-03-20T00:00:00,18956.52,352,53.81
2026-03-21T00:00:00,25934.16,487,53.26
2026-03-22T00:00:00,25362.51,491,51.64
2026-03-23T00:00:00,19782.70,368,53.79
2026-03-24T00:00:00,19842.42,367,54.03
2026-03-25T00:00:00,19296.83,363,53.22
2026-03-26T00:00:00,19223.00,371,51.75
2026-03-27T00:00:00,20865.62,397,52.54
2026-03-28T00:00:00,26821.79,496,54.12
2026-03-29T00:00:00,28940.32,547,52.86
2026-03-30T00:00:00,19768.06,381,51.84
2026-03-31T00:00:00,20723.89,379,54.68
2026-04-01T00:00:00,19677.12,359,54.79
2026-04-02T00:00:00,20927.58,381,54.92
2026-04-03T00:00:00,20005.44,385,51.96
2026-04-04T00:00:00,26461.18,498,53.11
