timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,8429.10,272,30.95
2026-01-06T00:00:00,8412.17,265,31.76
2026-01-07T00:00:00,8647.71,275,31.45
2026-01-08T00:00:00,8470.38,275,30.78
2026-01-09T00:00:00,8820.10,283,31.15
2026-01-10T00:00:00,12187.08,406,30.04
2026-01-11T00:00:00,12264.48,408,30.04
2026-01-12T00:00:00,9002.67,288,31.27
2026-01-13T00:00:00,8619.67,270,31.98
2026-01-14T00:00:00,9389.79,311,30.21
2026-01-15T00:00:00,8728.73,271,32.22
2026-01-16T00:00:00,9308.75,311,29.89
2026-01-17T00:00:00,11795.69,374,31.50
2026-01-18T00:00:00,12900.78,427,30.21
2026-01-19T00:00:00,8791.47,293,29.98
2026-01-20T00:00:00,9015.76,290,31.12
2026-01-21T00:00:00,9187.78,291,31.54
2026-01-22T00:00:00,9158.41,302,30.35
2026-01-23T00:00:00,8786.22,278,31.65
2026-01-24T00:00:00,12889.24,426,30.28
2026-01-25T00:00:00,13020.40,417,31.24
2026-01-26T00:00:00,9599.18,303,31.72
2026-01-27T00:00:00,9198.27,301,30.56
2026-01-28T00:00:00,9681.45,315,30.77
2026-01-29T00:00:00,9687.46,304,31.82
2026-01-30T00:00:00,9618.37,317,30.30
2026-01-31T00:00:00,13090.07,430,30.45
2026-02-01T00:00:00,12651.59,420,30.09
2026-02-02T00:00:00,9496.81,317,29.93
2026-02-03T00:00:00,9227.64,302,30.59
2026-02-04T00:00:00,10105.78,329,30.69
2026-02-05T00:00:00,10220.81,338,30.25
2026-02-06T00:00:00,9498.99,305,31.12
2026-02-07T00:00:00,12565.42,399,31.48
2026-02-08T00:00:00,13496.93,438,30.83
2026-02-09T00:00:00,9946.37,334,29.81
2026-02-10T00:00:00,10405.62,323,32.23
2026-02-11T00:00:00,9699.42,302,32.08
2026-02-12T00:00:00,9857.57,331,29.81
2026-02-13T00:00:00,9821.50,320,30.73
2026-02-14T00:00:00,13859.23,439,31.59
2026-02-15T00:00:00,13224.81,420,31.46
2026-02-16T00:00:00,10405.07,323,32.18
2026-02-17T00:00:00,10431.60,334,31.24
2026-02-18T00:00:00,10249.90,322,31.87
2026-02-19T00:00:00,10781.66,340,31.72
2026-02-20T00:00:00,10154.34,326,31.17
2026-02-21T00:00:00,13681.24,450,30.37
2026-02-22T00:00:00,13730.35,432,31.82
2026-02-23T00:00:00,9919.93,330,30.09
2026-02-24T00:00:00,10563.57,335,31.55
2026-02-25T00:00:00,10283.96,322,31.90
2026-02-26T00:00:00,10935.31,340,32.14
2026-02-27T00:00:00,10153.11,337,30.12
2026-02-28T00:00:00,13587.96,455,29.88
2026-03-01T00:00:00,14217.18,451,31.49
2026-03-02T00:00:00,10044.37,327,30.74
2026-03-03T00:00:00,10783.61,349,30.88
2026-03-04T00:00:00,10219.34,343,29.81
2026-03-05T00:00:00,11047.36,365,30.30
2026-03-06T00:00:00,10808.26,348,31.08
2026-03-07T00:00:00,15102.37,497,30.36
2026-03-08T00:00:00,14947.44,467,32.03
2026-03-09T00:00:00,11340.68,370,30.61
2026-03-10T00:00:00,11145.19,367,30.36
2026-03-11T00:00:00,10927.61,353,30.99
2026-03-12T00:00:00,11309.24,366,30.87
2026-03-13T00:00:00,10621.94,341,31.17
2026-03-14T00:00:00,15723.98,517,30.39
2026-03-15T00:00:00,15064.79,479,31.44
2026-03-16T00:00:00,11726.35,394,29.77
2026-03-17T00:00:00,11215.71,365,30.76
2026-03-18T00:00:00,11274.93,367,30.75
2026-03-19T00:00:00,11553.35,381,30.34
2026-03-20T00:00:00,11665.16,385,30.28
2026-03-21T00:00:00,14655.02,462,31.71
2026-03-22T00:00:00,16151.70,540,29.90
2026-03-23T00:00:00,12022.41,389,30.88
2026-03-24T00:00:00,10972.36,359,30.55
2026-03-25T00:00:00,12051.27,383,31.49
2026-03-26T00:00:00,12164.73,382,31.86
2026-03-27T00:00:00,11919.64,379,31.45
2026-03-28T00:00:00,14894.75,471,31.61
2026-03-29T00:00:00,16023.96,500,32.07
2026-03-30T00:00:00,11947.62,385,31.05
2026-03-31T00:00:00,11917.79,397,29.99
2026-04-01T00:00:00,11423.55,377,30.29
2026-04-02T00:00:00,11277.22,374,30.17
2026-04-03T00:00:00,11345.21,368,30.87
2026-04-04T00:00:00,16228.74,516,31.43
