timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,17158.30,313,54.76
2026-01-06T00:00:00,17524.79,320,54.72
2026-01-07T00:00:00,16852.21,304,55.40
2026-01-08T00:00:00,16242.53,299,54.36
2026-01-09T00:00:00,17624.44,327,53.89
2026-01-10T00:00:00,23065.13,430,53.60
2026-01-11T00:00:00,22373.53,413,54.16
2026-01-12T00:00:00,16368.02,297,55.17
2026-01-13T00:00:00,15837.19,293,54.06
2026-01-14T00:00:00,16891.00,301,56.05
2026-01-15T00:00:00,15491.65,279,55.54
2026-01-16T00:00:00,16089.23,299,53.83
2026-01-17T00:00:00,21414.58,402,53.27
2026-01-18T00:00:00,23179.30,440,52.67
2026-01-19T00:00:00,16343.90,303,53.91
2026-01-20T00:00:00,16342.25,296,55.12
2026-01-21T00:00:00,15595.60,290,53.69
2026-01-22T00:00:00,16326.60,314,52.00
2026-01-23T00:00:00,15938.01,296,53.82
2026-01-24T00:00:00,20623.96,395,52.26
2026-01-25T00:00:00,21624.49,390,55.40
2026-01-26T00:00:00,16358.12,304,53.75
2026-01-27T00:00:00,16133.67,307,52.57
2026-01-28T00:00:00,16280.90,301,54.02
2026-01-29T00:00:00,16204.79,292,55.41
2026-01-30T00:00:00,16646.85,312,53.35
2026-01-31T00:00:00,21811.26,412,52.98
2026-02-01T00:00:00,22550.43,414,54.41
2026-02-02T00:00:00,16043.77,294,54.59
2026-02-03T00:00:00,15140.94,289,52.35
2026-02-04T00:00:00,15239.29,288,53.00
2026-02-05T00:00:00,15997.66,306,52.35
2026-02-06T00:00:00,15869.14,301,52.78
2026-02-07T00:00:00,20888.28,379,55.18
2026-02-08T00:00:00,20301.94,376,53.96
2026-02-09T00:00:00,15137.89,282,53.74
2026-02-10T00:00:00,16564.34,319,51.87
2026-02-11T00:00:00,14824.84,270,54.84
2026-02-12T00:00:00,15067.94,287,52.52
2026-02-13T00:00:00,15265.86,286,53.41
2026-02-14T00:00:00,20032.98,361,55.49
2026-02-15T00:00:00,21293.24,389,54.70
2026-02-16T00:00:00,15519.64,280,55.39
2026-02-17T00:00:00,14572.07,271,53.83
2026-02-18T00:00:00,15852.71,298,53.12
2026-02-19T00:00:00,14754.20,271,54.46
2026-02-20T00:00:00,16096.39,294,54.78
2026-02-21T00:00:00,21688.23,399,54.35
2026-02-22T00:00:00,21382.57,397,53.88
2026-02-23T00:00:00,14630.09,270,54.27
2026-02-24T00:00:00,15193.97,283,53.77
2026-02-25T00:00:00,14836.65,275,53.90
2026-02-26T00:00:00,16045.87,299,53.73
2026-02-27T00:00:00,14536.06,269,54.01
2026-02-28T00:00:00,21196.05,378,56.14
2026-03-01T00:00:00,20811.25,372,55.93
2026-03-02T00:00:00,15169.20,283,53.61
2026-03-03T00:00:00,15200.49,290,52.38
2026-03-04T00:00:00,14083.67,271,51.91
2026-03-05T00:00:00,15642.50,285,54.91
2026-03-06T00:00:00,15008.81,284,52.77
2026-03-07T00:00:00,20919.47,395,53.00
2026-03-08T00:00:00,20013.71,368,54.37
2026-03-09T00:00:00,13999.88,262,53.53
2026-03-10T00:00:00,14782.28,266,55.58
2026-03-11T00:00:00,14804.47,272,54.49
2026-03-12T00:00:00,15157.31,275,55.17
2026-03-13T00:00:00,15291.78,274,55.76
2026-03-14T00:00:00,20030.69,365,54.82
2026-03-15T00:00:00,19429.49,363,53.57
2026-03-16T00:00:00,14761.97,284,52.05
2026-03-17T00:00:00,14353.95,261,55.09
2026-03-18T00:00:00,14586.01,275,53.04
2026-03-19T00:00:00,14134.08,269,52.64
2026-03-20T00:00:00,14800.54,267,55.44
2026-03-21T00:00:00,19950.48,356,55.97
2026-03-22T00:00:00,18821.83,359,52.44
2026-03-23T00:00:00,14231.92,265,53.72
2026-03-24T00:00:00,14701.16,271,54.34
2026-03-25T00:00:00,13506.66,242,55.78
2026-03-26T00:00:00,13707.83,255,53.76
2026-03-27T00:00:00,15002.52,272,55.22
2026-03-28T00:00:00,19402.82,367,52.85
2026-03-29T00:00:00,20345.49,370,54.94
2026-03-30T00:00:00,13905.48,258,53.90
2026-03-31T00:00:00,13980.08,269,51.99
2026-04-01T00:00:00,13372.63,242,55.20
2026-04-02T00:00:00,14343.13,274,52.27
2026-04-03T00:00:00,13646.44,251,54.37
2026-04-04T00:00:00,19710.42,369,53.44
