timestamp,daily_revenue,transactions,avg_basket
2026-01-05T00:00:00,16359.27,306,53.38
2026-01-06T00:00:00,18120.09,338,53.68
2026-01-07T00:00:00,16639.31,306,54.30
2026-01-08T00:00:00,18002.55,317,56.88
2026-01-09T00:00:00,16603.54,310,53.60
2026-01-10T00:00:00,24388.58,430,56.73
2026-01-11T00:00:00,24525.44,458,53.51
2026-01-12T00:00:00,17153.96,300,57.10
2026-01-13T00:00:00,18663.65,335,55.69
2026-01-14T00:00:00,17565.26,319,55.14
2026-01-15T00:00:00,18177.53,318,57.13
2026-01-16T00:00:00,17789.86,322,55.19
2026-01-17T00:00:00,25463.14,470,54.21
2026-01-18T00:00:00,25314.92,449,56.40
2026-01-19T00:00:00,19165.30,344,55.72
2026-01-20T00:00:00,18230.24,328,55.54
2026-01-21T00:00:00,17410.40,322,54.06
2026-01-22T00:00:00,19028.54,330,57.64
2026-01-23T00:00:00,19283.46,355,54.33
2026-01-24T00:00:00,25936.66,453,57.21
2026-01-25T00:00:00,26632.20,496,53.69
2026-01-26T00:00:00,19393.47,361,53.65
2026-01-27T00:00:00,19792.13,351,56.40
2026-01-28T00:00:00,18165.71,330,55.07
2026-01-29T00:00:00,19056.77,343,55.54
2026-01-30T00:00:00,18895.75,339,55.78
2026-01-31T00:00:00,24895.59,458,54.35
2026-02-01T00:00:00,24714.42,443,55.81
2026-02-02T00:00:00,18562.27,344,53.98
2026-02-03T00:00:00,18571.48,333,55.71
2026-02-04T00:00:00,20296.88,367,55.30
2026-02-05T00:00:00,20442.14,368,55.61
2026-02-06T00:00:00,18338.13,321,57.04
2026-02-07T00:00:00,25010.42,443,56.46
2026-02-08T00:00:00,26132.93,457,57.22
2026-02-09T00:00:00,20691.30,383,54.01
2026-02-10T00:00:00,19378.54,356,54.48
2026-02-11T00:00:00,19982.33,351,56.93
2026-02-12T00:00:00,18800.31,332,56.60
2026-02-13T00:00:00,19984.99,367,54.43
2026-02-14T00:00:00,27956.92,492,56.80
2026-02-15T00:00:00,27371.77,497,55.07
2026-02-16T00:00:00,20172.87,364,55.47
2026-02-17T00:00:00,19789.37,350,56.57
2026-02-18T00:00:00,19162.44,341,56.13
2026-02-19T00:00:00,19905.16,350,56.90
2026-02-20T00:00:00,20814.35,384,54.21
2026-02-21T00:00:00,26131.72,465,56.23
2026-02-22T00:00:00,26341.04,462,57.00
2026-02-23T00:00:00,21330.76,395,53.99
2026-02-24T00:00:00,21161.24,381,55.52
2026-02-25T00:00:00,19942.22,366,54.56
2026-02-26T00:00:00,20432.71,373,54.76
2026-02-27T00:00:00,22161.00,394,56.31
2026-02-28T00:00:00,27451.24,483,56.81
2026-03-01T00:00:00,29503.37,552,53.42
2026-03-02T00:00:00,21710.50,378,57.44
2026-03-03T00:00:00,21699.04,384,56.54
2026-03-04T00:00:00,20106.93,367,54.72
2026-03-05T00:00:00,22565.25,416,54.21
2026-03-06T00:00:00,20856.79,384,54.30
2026-03-07T00:00:00,29340.45,526,55.78
2026-03-08T00:00:00,30122.94,537,56.12
2026-03-09T00:00:00,22696.21,416,54.57
2026-03-10T00:00:00,22488.67,391,57.50
2026-03-11T00:00:00,20769.16,364,57.12
2026-03-12T00:00:00,23030.72,422,54.63
2026-03-13T00:00:00,21427.74,375,57.11
2026-03-14T00:00:00,28948.34,509,56.86
2026-03-15T00:00:00,28839.02,539,53.55
2026-03-16T00:00:00,23187.09,422,54.92
2026-03-17T00:00:00,22349.75,400,55.91
2026-03-18T00:00:00,22166.47,399,55.59
2026-03-19T00:00:00,22422.96,398,56.34
2026-03-20T00:00:00,21703.58,402,53.99
2026-03-21T00:00:00,29697.07,536,55.38
2026-03-22T00:00:00,31916.92,558,57.21
2026-03-23T00:00:00,22734.92,398,57.16
2026-03-24T00:00:00,22784.10,423,53.88
2026-03-25T00:00:00,22612.45,413,54.70
2026-03-26T00:00:00,23937.66,422,56.68
2026-03-27T00:00:00,22431.91,421,53.28
2026-03-28T00:00:00,31946.82,591,54.06
2026-03-29T00:00:00,32546.39,578,56.33
2026-03-30T00:00:00,24713.49,436,56.69
2026-03-31T00:00:00,23224.56,420,55.30
2026-04-01T00:00:00,24356.52,441,55.27
2026-04-02T00:00:00,22586.78,414,54.51
2026-04-03T00:00:00,25064.62,436,57.51
2026-04-04T00:00:00,30167.93,557,54.16
