t_s,envelope_uV
0.000,68.5845
0.010,74.8757
0.020,74.0138
0.030,67.7988
0.040,74.3432
0.050,77.2143
0.060,74.5313
0.070,71.1568
0.080,66.6327
0.090,76.2210
0.100,68.8888
0.110,68.5408
0.120,71.3644
0.130,77.7909
0.140,80.8794
0.150,78.6201
0.160,76.9590
0.170,76.4155
0.180,73.1677
0.190,81.2864
0.200,70.8406
0.210,73.9456
0.220,71.1054
0.230,72.8604
0.240,75.4824
0.250,70.7146
0.260,75.7368
0.270,76.3585
0.280,75.7090
0.290,71.6068
0.300,70.7796
0.310,72.7690
0.320,72.0225
0.330,83.6405
0.340,82.9591
0.350,77.3460
0.360,76.9979
0.370,83.7658
0.380,73.8426
0.390,82.5816
0.400,78.0688
0.410,82.0456
0.420,79.7222
0.430,70.4290
0.440,74.6642
0.450,81.2713
0.460,74.4084
0.470,79.6379
0.480,80.3399
0.490,83.2198
0.500,73.9254
0.510,70.5833
0.520,71.7227
0.530,82.0052
0.540,78.5635
0.550,71.7792
0.560,71.6493
0.570,69.7541
0.580,81.9441
0.590,74.3214
0.600,67.6039
0.610,73.5571
0.620,70.5406
0.630,68.6035
0.640,70.7213
0.650,77.8873
0.660,67.4267
0.670,73.1087
0.680,69.4829
0.690,69.9122
0.700,69.7113
0.710,72.7190
0.720,74.9636
0.730,69.4387
0.740,64.1102
0.750,72.2785
0.760,65.2987
0.770,66.7657
0.780,76.9425
0.790,73.8781
0.800,75.1373
0.810,73.7680
0.820,68.1344
0.830,70.9293
0.840,68.6350
0.850,74.4601
0.860,72.1762
0.870,66.4880
0.880,65.9161
0.890,67.7498
0.900,63.3078
0.910,60.7333
0.920,63.6222
0.930,72.4213
0.940,72.9772
0.950,71.8116
0.960,70.9016
0.970,69.5935
0.980,63.0519
0.990,63.5853
1.000,61.4059
1.010,65.9661
1.020,66.5729
1.030,65.7631
1.040,64.3026
1.050,63.2583
1.060,63.4893
1.070,67.1446
1.080,72.2028
1.090,68.3487
1.100,63.7723
1.110,71.8204
1.120,70.8863
1.130,68.0551
1.140,72.1164
1.150,67.6671
1.160,73.1775
1.170,62.9627
1.180,71.5996
1.190,63.8512
1.200,63.5847
1.210,63.0328
1.220,67.0802
1.230,65.2659
1.240,64.6509
1.250,64.2850
1.260,73.1742
1.270,74.1102
1.280,66.5713
1.290,70.7862
1.300,65.5656
1.310,73.0071
1.320,67.5346
1.330,70.2190
1.340,76.2835
1.350,74.3940
1.360,63.9208
1.370,73.9384
1.380,74.8213
1.390,77.0561
1.400,65.4391
1.410,78.5116
1.420,77.3210
1.430,77.6667
1.440,67.2665
1.450,70.9997
1.460,78.1650
1.470,66.4747
1.480,68.7699
1.490,70.4052
1.500,72.5739
1.510,67.8413
1.520,75.2152
1.530,71.4797
1.540,80.6908
1.550,74.7816
1.560,74.4077
1.570,72.7635
1.580,80.9831
1.590,74.7208
1.600,78.9584
1.610,74.8881
1.620,78.1298
1.630,76.9391
1.640,74.1022
1.650,78.6658
1.660,79.8224
1.670,80.2833
1.680,83.6010
1.690,72.6755
1.700,84.6455
1.710,74.6321
1.720,81.1238
1.730,81.5229
1.740,78.6750
1.750,73.2880
1.760,83.1699
1.770,78.6255
1.780,75.7516
1.790,81.2161
1.800,77.2355
1.810,81.2126
1.820,78.0358
1.830,75.9969
1.840,72.5021
1.850,78.9468
1.860,82.2638
1.870,72.9910
1.880,81.6631
1.890,81.7343
1.900,80.8798
1.910,71.2042
1.920,82.9057
1.930,75.5648
1.940,70.0839
1.950,72.9275
1.960,77.0729
1.970,79.5012
1.980,78.3762
1.990,70.1318
2.000,76.0877
2.010,75.0752
2.020,78.1178
2.030,69.3545
2.040,78.0061
2.050,70.0594
2.060,71.4475
2.070,80.5705
2.080,75.9933
2.090,80.2112
2.100,76.7242
2.110,68.5580
2.120,69.5362
2.130,77.2237
2.140,79.4663
2.150,70.3028
2.160,75.1895
2.170,64.5903
2.180,69.6327
2.190,72.6287
2.200,77.5749
2.210,66.7972
2.220,69.7572
2.230,74.9542
2.240,67.4814
2.250,66.3779
2.260,73.3298
2.270,72.0706
2.280,62.0998
2.290,71.0868
2.300,67.6331
2.310,73.7219
2.320,66.2326
2.330,73.1468
2.340,65.8287
2.350,73.9099
2.360,61.0749
2.370,71.3397
2.380,70.5135
2.390,64.4836
2.400,62.6604
2.410,62.1861
2.420,68.1565
2.430,68.5392
2.440,70.8800
2.450,60.4347
2.460,71.4839
2.470,72.1635
2.480,72.3744
2.490,59.9897
2.500,73.3759
2.510,64.4348
2.520,68.3405
2.530,66.8263
2.540,59.5904
2.550,72.8874
2.560,60.6798
2.570,64.3036
2.580,72.1723
2.590,69.5467
2.600,66.4320
2.610,73.7305
2.620,61.5538
2.630,66.2066
2.640,70.0989
2.650,67.5024
2.660,71.3008
2.670,66.7819
2.680,65.4540
2.690,68.6890
2.700,70.1280
2.710,71.7105
2.720,75.4434
2.730,69.5687
2.740,76.6999
2.750,67.7282
2.760,75.3268
2.770,66.9007
2.780,76.8381
2.790,76.1922
2.800,71.7774
2.810,73.1684
2.820,66.8263
2.830,76.9378
2.840,65.0764
2.850,67.5206
2.860,65.5929
2.870,78.7518
2.880,70.4603
2.890,80.0366
2.900,69.3671
2.910,80.8644
2.920,78.7463
2.930,73.1167
2.940,79.1568
2.950,77.9194
2.960,71.4796
2.970,69.1755
2.980,80.5216
2.990,70.1587
3.000,72.7197
3.010,81.2242
3.020,73.0407
3.030,82.1207
3.040,80.8089
3.050,79.1809
3.060,71.0183
3.070,79.6808
3.080,77.7861
3.090,83.7777
3.100,84.3967
3.110,82.1463
3.120,84.8258
3.130,71.6762
3.140,81.1032
3.150,84.9034
3.160,82.6912
3.170,79.5103
3.180,77.6848
3.190,78.4701
3.200,78.9248
3.210,84.9412
3.220,76.9271
3.230,85.1658
3.240,75.6725
3.250,84.9969
3.260,82.2676
3.270,79.9471
3.280,80.8539
3.290,77.2534
3.300,70.9373
3.310,84.2813
3.320,82.6387
3.330,82.3622
3.340,83.3622
3.350,78.2554
3.360,71.5136
3.370,79.7008
3.380,77.4101
3.390,76.1278
3.400,80.8978
3.410,77.7261
3.420,74.2329
3.430,78.1415
3.440,74.8842
3.450,81.3082
3.460,78.4083
3.470,73.7271
3.480,69.7979
3.490,76.2343
3.500,81.0670
3.510,79.6384
3.520,74.9409
3.530,73.1876
3.540,76.3890
3.550,69.8444
3.560,77.4242
3.570,71.9951
3.580,70.1365
3.590,78.1781
3.600,76.4419
3.610,69.1726
3.620,70.4993
3.630,67.9146
3.640,67.0522
3.650,66.9023
3.660,72.5393
3.670,74.4270
3.680,69.5823
3.690,72.1220
3.700,66.5151
3.710,76.5504
3.720,68.2812
3.730,76.0959
3.740,64.2976
3.750,72.8677
3.760,68.4913
3.770,66.8695
3.780,69.2352
3.790,67.5872
3.800,73.1369
3.810,65.4115
3.820,61.2593
3.830,62.8832
3.840,61.0814
3.850,68.2067
3.860,63.7888
3.870,68.5865
3.880,64.0389
3.890,61.1311
3.900,71.7750
3.910,62.3905
3.920,73.5793
3.930,68.2663
3.940,72.7508
3.950,65.0551
3.960,69.2608
3.970,67.7918
3.980,63.6572
3.990,73.5339
4.000,62.7770
4.010,72.7726
4.020,65.2680
4.030,61.1609
4.040,64.5210
4.050,61.9257
4.060,67.5201
4.070,71.0399
4.080,67.6823
4.090,66.7603
4.100,70.7098
4.110,72.2615
4.120,74.3013
4.130,76.1877
4.140,68.6588
4.150,73.4800
4.160,70.9443
4.170,68.1757
4.180,77.1636
4.190,68.5507
4.200,70.6501
4.210,69.7050
4.220,64.8739
4.230,72.1839
4.240,73.7755
4.250,70.3815
4.260,73.8911
4.270,68.5171
4.280,76.4746
4.290,71.1181
4.300,72.5024
4.310,73.6838
4.320,77.2945
4.330,75.4934
4.340,80.5109
4.350,74.2023
4.360,72.7398
4.370,73.8346
4.380,72.2078
4.390,79.5759
4.400,77.3377
4.410,73.5272
4.420,71.4729
4.430,77.1692
4.440,74.1340
4.450,77.3069
4.460,72.4977
4.470,79.4953
4.480,74.0144
4.490,76.7241
4.500,72.2356
4.510,74.6230
4.520,81.6050
4.530,74.3019
4.540,78.5659
4.550,75.3701
4.560,84.5260
4.570,79.7155
4.580,81.2086
4.590,81.3492
4.600,81.6649
4.610,75.3910
4.620,76.4633
4.630,83.9988
4.640,83.1342
4.650,80.2211
4.660,75.4401
4.670,75.4226
4.680,72.9792
4.690,73.7283
4.700,73.7393
4.710,72.6526
4.720,73.0189
4.730,79.1140
4.740,81.6912
4.750,81.4166
4.760,81.1268
4.770,77.0465
4.780,77.2943
4.790,79.4420
4.800,80.2862
4.810,81.5734
4.820,76.9098
4.830,77.2775
4.840,78.4109
4.850,81.1014
4.860,79.4461
4.870,81.1594
4.880,69.4276
4.890,71.9266
4.900,78.1146
4.910,70.4356
4.920,71.6374
4.930,79.6303
4.940,70.1710
4.950,68.5510
4.960,80.2664
4.970,75.4441
4.980,75.9565
4.990,69.5697
5.000,79.1181
5.010,68.6809
5.020,72.7644
5.030,78.0790
5.040,78.3447
5.050,74.0538
5.060,75.6625
5.070,75.0947
5.080,75.2829
5.090,77.8877
5.100,65.2550
5.110,70.4300
5.120,76.3737
5.130,74.5383
5.140,69.9105
5.150,70.7938
5.160,62.9467
5.170,64.7736
5.180,65.1684
5.190,71.2011
5.200,74.0795
5.210,73.5017
5.220,63.2130
5.230,70.9654
5.240,63.6867
5.250,66.4816
5.260,71.7456
5.270,66.0700
5.280,69.8564
5.290,61.2866
5.300,72.2869
5.310,74.2942
5.320,62.0642
5.330,63.5471
5.340,61.9122
5.350,71.6615
5.360,61.8103
5.370,73.8569
5.380,68.0988
5.390,65.4226
5.400,69.0540
5.410,63.8187
5.420,61.3194
5.430,63.2507
5.440,66.2680
5.450,62.0728
5.460,71.2407
5.470,70.9174
5.480,65.2811
5.490,75.3455
5.500,75.4551
5.510,73.5903
5.520,64.3438
5.530,71.6134
5.540,66.9274
5.550,74.3295
5.560,75.1735
5.570,69.3154
5.580,71.5515
5.590,68.0081
5.600,69.2994
5.610,76.7068
5.620,76.6009
5.630,68.7545
5.640,76.4474
5.650,68.4914
5.660,67.1209
5.670,72.3098
5.680,68.2877
5.690,69.9462
5.700,71.4150
5.710,72.2807
5.720,70.5636
5.730,75.6570
5.740,70.6377
5.750,71.5639
5.760,80.9492
5.770,81.1572
5.780,68.5883
5.790,72.1507
5.800,69.2809
5.810,72.2999
5.820,74.8854
5.830,73.7181
5.840,72.0221
5.850,71.4340
5.860,83.8060
5.870,77.8761
5.880,77.1193
5.890,78.5824
5.900,75.9346
5.910,74.3411
5.920,74.8611
5.930,72.4739
5.940,73.4682
5.950,84.6899
5.960,82.0637
5.970,77.6361
5.980,74.3982
5.990,85.7084
6.000,78.8290
6.010,82.7060
6.020,81.3647
6.030,72.6655
6.040,82.8390
6.050,74.9640
6.060,82.0115
6.070,82.2558
6.080,80.2962
6.090,76.5905
6.100,71.8259
6.110,84.0015
6.120,84.7415
6.130,82.2758
6.140,82.7558
6.150,75.2558
6.160,72.7326
6.170,82.7639
6.180,74.4637
6.190,75.7186
6.200,83.6169
6.210,76.6717
6.220,75.4334
6.230,76.2595
6.240,76.8444
6.250,76.0640
6.260,83.9374
6.270,72.7314
6.280,74.2056
6.290,82.5700
6.300,76.4871
6.310,82.8822
6.320,77.4137
6.330,82.8865
6.340,80.5981
6.350,68.3222
6.360,78.4930
