t_s,envelope_uV
0.000,62.8311
0.010,62.5515
0.020,62.8353
0.030,66.2760
0.040,70.6737
0.050,59.1504
0.060,66.1214
0.070,62.6997
0.080,67.7025
0.090,67.2109
0.100,72.0922
0.110,61.7494
0.120,69.7223
0.130,61.9273
0.140,61.3275
0.150,67.1238
0.160,66.6425
0.170,63.2450
0.180,64.2574
0.190,65.5189
0.200,69.2460
0.210,68.5656
0.220,72.1366
0.230,63.3138
0.240,68.7022
0.250,73.0898
0.260,68.5918
0.270,73.6259
0.280,64.0124
0.290,72.2341
0.300,69.8976
0.310,74.9355
0.320,67.7301
0.330,69.9416
0.340,64.2511
0.350,70.3905
0.360,74.9018
0.370,73.9875
0.380,66.7857
0.390,70.7631
0.400,73.8369
0.410,74.5417
0.420,64.0813
0.430,72.1351
0.440,72.1378
0.450,65.5383
0.460,69.9830
0.470,69.2806
0.480,67.3182
0.490,69.7162
0.500,73.5016
0.510,62.2935
0.520,69.0473
0.530,63.5843
0.540,68.2144
0.550,64.8046
0.560,69.9441
0.570,66.4291
0.580,72.2609
0.590,67.1313
0.600,64.4710
0.610,68.8652
0.620,66.1733
0.630,71.6129
0.640,60.7409
0.650,63.2731
0.660,66.6086
0.670,63.1151
0.680,68.9446
0.690,66.7583
0.700,63.1141
0.710,62.8141
0.720,67.4081
0.730,68.6070
0.740,64.5107
0.750,63.5070
0.760,60.0968
0.770,63.9577
0.780,57.2548
0.790,58.2921
0.800,56.7030
0.810,65.5145
0.820,63.8823
0.830,62.8458
0.840,65.6891
0.850,65.7601
0.860,58.5865
0.870,55.1734
0.880,65.6842
0.890,56.9492
0.900,59.5220
0.910,65.2140
0.920,56.6614
0.930,64.6634
0.940,55.9774
0.950,59.9655
0.960,58.4736
0.970,63.8534
0.980,60.0772
0.990,64.9808
1.000,63.3422
1.010,58.6476
1.020,64.9973
1.030,65.9138
1.040,59.0036
1.050,65.3940
1.060,53.5089
1.070,58.2161
1.080,56.4410
1.090,60.5189
1.100,61.9277
1.110,62.4441
1.120,53.5900
1.130,57.7507
1.140,61.3547
1.150,56.6248
1.160,60.8976
1.170,56.9411
1.180,62.1271
1.190,55.3942
1.200,64.5169
1.210,65.6765
1.220,54.0954
1.230,65.3825
1.240,65.9067
1.250,59.6169
1.260,56.9485
1.270,61.6071
1.280,55.5025
1.290,64.4749
1.300,65.9374
1.310,65.2223
1.320,59.6088
1.330,59.5271
1.340,62.7682
1.350,58.6929
1.360,64.3009
1.370,57.2291
1.380,63.6904
1.390,57.7903
1.400,58.1068
1.410,67.8466
1.420,64.5526
1.430,59.6871
1.440,70.4030
1.450,60.2780
1.460,68.6846
1.470,63.6228
1.480,59.4654
1.490,72.1015
1.500,71.4825
1.510,69.2769
1.520,72.3806
1.530,70.6511
1.540,71.8446
1.550,63.8581
1.560,67.3430
1.570,65.8725
1.580,70.7201
1.590,64.5036
1.600,63.8929
1.610,69.1941
1.620,74.3959
1.630,71.6182
1.640,68.3932
1.650,71.8122
1.660,74.8190
1.670,64.4104
1.680,75.5763
1.690,64.2596
1.700,65.3135
1.710,67.2459
1.720,76.0844
1.730,64.1729
1.740,73.9987
1.750,66.9847
1.760,63.8057
1.770,69.6932
1.780,67.4914
1.790,64.0765
1.800,66.1381
1.810,67.2941
1.820,68.9276
1.830,67.8977
1.840,71.7936
1.850,65.2311
1.860,71.6421
1.870,64.1844
1.880,71.7964
1.890,63.6801
1.900,73.4371
1.910,74.6518
1.920,66.8096
1.930,70.0253
1.940,67.2026
1.950,65.5282
1.960,62.8897
1.970,66.1860
1.980,73.9599
1.990,63.9432
2.000,69.7381
2.010,69.0073
2.020,61.7459
2.030,60.8995
2.040,65.4173
2.050,65.8073
2.060,64.9869
2.070,60.1002
2.080,67.6064
2.090,60.3141
2.100,67.9806
2.110,63.7629
2.120,64.9713
2.130,59.0677
2.140,61.1989
2.150,69.6138
2.160,66.2650
2.170,61.1191
2.180,63.0635
2.190,63.4922
2.200,62.3357
2.210,67.8020
2.220,60.8799
2.230,63.0770
2.240,66.4287
2.250,68.0864
2.260,65.5043
2.270,55.7794
2.280,62.7026
2.290,62.9191
2.300,55.8591
2.310,60.1152
2.320,62.8095
2.330,62.4123
2.340,61.2970
2.350,62.8002
2.360,57.9274
2.370,62.3732
2.380,56.6100
2.390,65.5969
2.400,61.8096
2.410,64.9541
2.420,56.2147
2.430,65.4113
2.440,55.7090
2.450,55.0702
2.460,60.0415
2.470,60.1805
2.480,65.4358
2.490,57.6167
2.500,65.0179
2.510,60.8443
2.520,57.8943
2.530,54.0881
2.540,62.5107
2.550,61.8816
2.560,57.4672
2.570,53.9145
2.580,57.8334
2.590,64.3831
2.600,61.3105
2.610,56.9554
2.620,58.8706
2.630,57.1689
2.640,63.8345
2.650,60.6262
2.660,67.0066
2.670,60.6000
2.680,63.8810
2.690,57.2961
2.700,61.8641
2.710,58.5897
2.720,66.1970
2.730,59.1089
2.740,56.3195
2.750,64.0237
2.760,67.1176
2.770,68.2230
2.780,60.1833
2.790,68.4808
2.800,69.9651
2.810,59.0985
2.820,62.8222
2.830,61.3587
2.840,65.6141
2.850,64.4351
2.860,59.1594
2.870,68.2702
2.880,67.7838
2.890,71.2806
2.900,69.9401
2.910,70.2231
2.920,68.6604
2.930,70.7922
2.940,61.7935
2.950,67.3869
2.960,69.0935
2.970,71.5473
2.980,66.7195
2.990,69.6605
3.000,66.1878
3.010,65.0043
3.020,72.1121
3.030,68.2629
3.040,73.1310
3.050,73.2785
3.060,73.1999
3.070,69.3610
3.080,63.1398
3.090,71.6401
3.100,66.0496
3.110,71.4054
3.120,69.2644
3.130,73.1693
3.140,69.2768
3.150,71.0220
3.160,65.6122
3.170,64.1241
3.180,72.6285
3.190,74.6060
3.200,72.3066
3.210,71.2856
3.220,75.6920
3.230,68.3956
3.240,73.4545
3.250,67.8254
3.260,74.0548
3.270,75.3874
3.280,73.3085
3.290,71.0792
3.300,68.9688
3.310,74.4092
3.320,74.1061
3.330,74.3179
3.340,67.4316
3.350,75.5732
3.360,64.6372
3.370,69.0661
3.380,68.0118
3.390,72.0621
3.400,68.7140
3.410,63.0195
3.420,71.4080
3.430,73.4223
3.440,67.9295
3.450,64.4231
3.460,72.2063
3.470,72.6189
3.480,68.8888
3.490,63.8451
3.500,72.2529
3.510,65.9385
3.520,59.8915
3.530,68.4464
3.540,68.5500
3.550,67.9265
3.560,64.4325
3.570,61.2687
3.580,60.4255
3.590,62.0449
3.600,58.1695
3.610,59.0101
3.620,66.4822
3.630,62.3421
3.640,67.6964
3.650,69.4891
3.660,68.4337
3.670,65.9450
3.680,65.7099
3.690,67.3019
3.700,63.1498
3.710,60.7693
3.720,59.1185
3.730,59.8027
3.740,60.2730
3.750,57.6906
3.760,62.6532
3.770,60.9384
3.780,56.8441
3.790,61.6314
3.800,60.7041
3.810,55.1910
3.820,56.1487
3.830,59.8198
3.840,66.1143
3.850,60.6123
3.860,60.3156
3.870,66.3093
3.880,56.3686
3.890,64.9958
3.900,62.5297
3.910,59.0048
3.920,63.4985
3.930,63.9715
3.940,60.5199
3.950,60.4814
3.960,56.0057
3.970,54.7935
3.980,61.8125
3.990,57.3716
4.000,54.1761
4.010,65.0783
4.020,54.3171
4.030,58.1919
4.040,55.8088
4.050,61.1797
4.060,66.0307
4.070,58.4075
4.080,56.6522
4.090,66.1671
4.100,62.8664
4.110,62.9716
4.120,65.0802
4.130,66.6050
4.140,68.4249
4.150,62.5887
4.160,56.9746
4.170,57.4798
4.180,58.5848
4.190,60.4030
4.200,61.0073
4.210,60.0693
4.220,65.8126
4.230,57.9552
4.240,58.8741
4.250,58.2436
4.260,69.8239
4.270,65.5343
4.280,69.9826
4.290,59.5943
4.300,70.0596
4.310,61.6469
4.320,62.8760
4.330,60.0431
4.340,64.7794
4.350,62.7501
4.360,65.7820
4.370,66.9855
4.380,65.5955
4.390,62.3861
4.400,63.2137
4.410,61.5540
4.420,68.1435
4.430,71.1302
4.440,69.6878
4.450,66.2794
4.460,73.9598
4.470,66.0809
4.480,71.4759
4.490,69.9641
4.500,66.1317
4.510,69.8521
4.520,72.8429
4.530,66.3910
4.540,71.1242
4.550,76.2407
4.560,70.6142
4.570,65.4954
4.580,65.7185
4.590,72.2281
4.600,66.5854
4.610,64.3401
4.620,67.1142
4.630,70.5399
4.640,68.1060
4.650,65.4323
4.660,72.5413
4.670,69.1596
4.680,72.3046
4.690,65.4274
4.700,66.4191
4.710,70.7833
4.720,71.1631
4.730,65.9762
4.740,72.0187
4.750,71.7144
4.760,74.6611
4.770,64.3282
4.780,72.4481
4.790,64.9616
4.800,68.1231
4.810,72.6432
4.820,75.1634
4.830,64.2222
4.840,72.4910
4.850,69.1472
4.860,63.2657
4.870,69.1597
4.880,61.9678
4.890,67.4807
4.900,71.3991
4.910,61.2267
4.920,69.0067
4.930,61.8877
4.940,69.7219
4.950,62.1609
4.960,68.5345
4.970,64.3254
4.980,66.4115
4.990,66.3488
5.000,70.6484
5.010,65.3337
5.020,68.0826
5.030,66.0071
5.040,62.4118
5.050,58.7360
5.060,67.9238
5.070,60.5445
5.080,66.6782
5.090,57.6156
5.100,66.7261
5.110,61.1794
5.120,64.6369
5.130,66.3065
5.140,66.7898
5.150,67.5426
5.160,55.6241
5.170,67.8407
5.180,55.7089
5.190,61.3299
5.200,57.5450
5.210,61.4065
5.220,56.1177
5.230,63.1537
5.240,59.6824
5.250,56.5795
5.260,66.6840
5.270,56.9590
5.280,58.8002
5.290,65.8259
5.300,66.5178
5.310,55.6741
5.320,57.4133
5.330,65.8025
5.340,66.7215
5.350,65.8216
5.360,64.3029
5.370,63.5218
5.380,62.5566
5.390,54.8784
5.400,54.2425
5.410,65.2764
5.420,65.5825
5.430,66.5768
5.440,59.1388
5.450,61.2966
5.460,62.0540
5.470,63.5552
5.480,64.0116
5.490,63.5255
5.500,57.3288
5.510,57.9277
5.520,57.3660
5.530,63.5173
5.540,64.6848
5.550,66.8376
5.560,56.5387
5.570,57.8915
5.580,64.3108
5.590,65.4896
5.600,62.7606
5.610,57.3511
5.620,69.4191
5.630,61.3688
5.640,62.8884
5.650,61.6755
5.660,65.8737
5.670,64.2059
5.680,69.9383
5.690,66.3516
5.700,69.5084
5.710,66.4604
5.720,68.7386
5.730,61.3098
5.740,66.5498
5.750,65.8417
5.760,61.5269
5.770,72.1391
5.780,71.0181
5.790,63.9784
5.800,69.3458
5.810,64.8147
5.820,71.1337
5.830,69.1201
5.840,73.8230
5.850,66.8184
5.860,66.3600
5.870,67.7439
5.880,69.0423
5.890,66.6336
5.900,68.0593
5.910,63.6063
5.920,63.4430
5.930,74.0366
5.940,71.5908
5.950,64.8290
5.960,66.5633
5.970,65.7133
5.980,76.3581
5.990,73.7586
6.000,66.2860
6.010,71.1122
6.020,67.3869
6.030,70.1440
6.040,71.7054
6.050,68.0220
6.060,67.8679
6.070,69.9981
6.080,71.1159
6.090,67.0304
6.100,76.3163
6.110,74.5242
6.120,70.4725
6.130,70.6508
6.140,70.2712
6.150,71.7491
6.160,73.6166
6.170,73.6175
6.180,69.3886
6.190,72.6871
6.200,66.3206
6.210,67.9988
6.220,73.0523
6.230,70.3216
6.240,63.7948
6.250,65.1465
6.260,63.0162
6.270,72.4635
6.280,66.5855
6.290,62.4875
6.300,63.8209
6.310,70.2713
6.320,69.3272
6.330,67.5097
6.340,65.1351
6.350,65.6804
6.360,65.7312
6.370,64.0487
6.380,70.7431
6.390,61.7431
6.400,72.6177
6.410,70.1433
6.420,66.7845
6.430,61.3791
6.440,65.1358
6.450,68.2155
6.460,58.6498
6.470,60.8832
6.480,60.2765
6.490,61.6723
6.500,63.9120
6.510,69.7897
6.520,69.4657
6.530,59.0933
6.540,68.0125
6.550,66.5595
6.560,60.5384
6.570,65.8368
6.580,65.0617
6.590,67.5711
6.600,60.4194
6.610,63.9838
6.620,66.7940
6.630,61.5210
6.640,58.2793
6.650,57.5894
6.660,57.3603
6.670,61.5974
6.680,56.8808
6.690,63.7985
6.700,62.4526
6.710,66.0162
6.720,64.9907
6.730,63.0132
6.740,64.5605
6.750,61.4831
6.760,57.6400
6.770,63.0591
6.780,60.5176
6.790,65.9828
6.800,55.8680
6.810,58.3423
6.820,66.3655
6.830,64.1085
6.840,60.1906
6.850,65.2179
6.860,62.3193
6.870,65.2373
6.880,67.0993
6.890,65.9299
6.900,63.6624
6.910,66.4046
6.920,66.0422
6.930,66.8913
6.940,67.7061
6.950,58.5740
6.960,67.2616
6.970,59.0784
6.980,58.8050
6.990,63.8772
7.000,60.7872
7.010,66.4546
7.020,61.2115
7.030,58.8176
7.040,58.4574
7.050,66.8487
7.060,59.2748
7.070,65.8366
7.080,68.8653
7.090,69.4528
7.100,62.1233
7.110,60.1310
7.120,64.8530
7.130,60.2207
7.140,66.7916
7.150,69.8689
7.160,72.3132
7.170,68.4894
7.180,62.7912
7.190,68.2081
7.200,61.0188
7.210,65.1797
7.220,68.6415
7.230,73.5102
7.240,62.3249
