t_s,envelope_uV
0.000,54.1682
0.010,53.9164
0.020,48.8543
0.030,52.2847
0.040,55.0889
0.050,48.1732
0.060,57.4450
0.070,51.4964
0.080,56.4481
0.090,49.7646
0.100,57.0571
0.110,49.6363
0.120,57.1936
0.130,50.1760
0.140,52.9860
0.150,50.5694
0.160,53.4260
0.170,56.9552
0.180,50.6423
0.190,58.7161
0.200,51.0234
0.210,54.2601
0.220,60.5275
0.230,52.8668
0.240,60.0963
0.250,54.8560
0.260,53.1883
0.270,51.6389
0.280,61.0089
0.290,57.3832
0.300,56.1536
0.310,56.1999
0.320,61.0396
0.330,55.6466
0.340,54.8937
0.350,60.5576
0.360,58.3037
0.370,59.0523
0.380,56.1511
0.390,60.1488
0.400,60.7436
0.410,59.9626
0.420,54.6550
0.430,56.9982
0.440,55.7065
0.450,53.8233
0.460,53.5656
0.470,56.8579
0.480,58.1671
0.490,54.9273
0.500,59.5081
0.510,50.4033
0.520,57.7754
0.530,56.4886
0.540,60.1046
0.550,58.6040
0.560,51.0151
0.570,59.0465
0.580,57.4577
0.590,56.9700
0.600,59.0157
0.610,58.9067
0.620,53.4964
0.630,55.5591
0.640,53.7460
0.650,57.8868
0.660,57.1171
0.670,55.3307
0.680,56.9883
0.690,53.7729
0.700,50.4193
0.710,53.2858
0.720,47.2772
0.730,52.7421
0.740,56.6955
0.750,54.1127
0.760,52.1698
0.770,49.6833
0.780,48.3755
0.790,52.0827
0.800,51.2858
0.810,54.2267
0.820,48.0902
0.830,49.2135
0.840,47.2422
0.850,48.6730
0.860,50.8653
0.870,44.8307
0.880,48.4676
0.890,49.2799
0.900,47.8557
0.910,49.7951
0.920,49.6511
0.930,47.3246
0.940,51.3634
0.950,45.4337
0.960,47.7907
0.970,47.9703
0.980,50.5222
0.990,47.8940
1.000,47.0904
1.010,48.8158
1.020,45.9654
1.030,51.1557
1.040,52.1626
1.050,52.0827
1.060,48.2846
1.070,51.0416
1.080,51.2818
1.090,51.9297
1.100,44.3370
1.110,44.1253
1.120,48.9568
1.130,46.7529
1.140,50.6875
1.150,44.0066
1.160,53.5195
1.170,46.2967
1.180,50.0877
1.190,52.3515
1.200,47.1734
1.210,48.6019
1.220,46.8051
1.230,46.3870
1.240,48.7094
1.250,51.5521
1.260,51.6180
1.270,53.5262
1.280,50.0874
1.290,44.9233
1.300,49.4242
1.310,46.1710
1.320,52.3789
1.330,52.7728
1.340,45.8233
1.350,53.9655
1.360,49.2422
1.370,50.1965
1.380,55.6296
1.390,50.8981
1.400,51.3076
1.410,51.4489
1.420,54.7974
1.430,47.2973
1.440,52.9762
1.450,57.7434
1.460,56.8599
1.470,55.2269
1.480,52.4363
1.490,53.8217
1.500,56.5933
1.510,49.9957
1.520,55.1098
1.530,49.3559
1.540,51.9643
1.550,57.1714
1.560,58.7242
1.570,58.1808
1.580,52.5098
1.590,51.9321
1.600,58.2007
1.610,51.0966
1.620,56.7865
1.630,59.8221
1.640,55.4761
1.650,54.5661
1.660,55.7821
1.670,54.0715
1.680,58.1818
1.690,57.0073
1.700,57.2902
1.710,56.7209
1.720,58.3523
1.730,61.5429
1.740,52.1249
1.750,54.4270
1.760,53.4982
1.770,61.2884
1.780,54.3696
1.790,60.4320
1.800,54.6302
1.810,51.9319
1.820,57.3408
1.830,57.2955
1.840,56.1127
1.850,58.3246
1.860,54.1494
1.870,54.4671
1.880,60.3769
1.890,60.3348
1.900,52.5634
1.910,52.9349
1.920,53.2299
1.930,53.9277
1.940,57.6983
1.950,59.0886
1.960,52.7216
1.970,52.1553
1.980,52.7297
1.990,59.4816
2.000,50.7250
2.010,58.3990
2.020,54.8844
2.030,56.8573
2.040,58.7151
2.050,49.6595
2.060,56.6124
2.070,56.4067
2.080,54.7218
2.090,55.7133
2.100,48.8061
2.110,52.1696
2.120,53.2791
2.130,48.4995
2.140,53.0063
2.150,55.7453
2.160,49.3766
2.170,48.9446
2.180,48.0768
2.190,52.3857
2.200,49.4216
2.210,48.4722
2.220,50.0585
2.230,53.3338
2.240,49.8339
2.250,48.8935
2.260,52.2080
2.270,49.6742
2.280,46.5026
2.290,46.8160
2.300,54.7564
2.310,49.4659
2.320,50.0236
2.330,50.7311
2.340,46.6078
2.350,51.6201
2.360,53.2438
2.370,45.0225
2.380,45.1546
2.390,50.7941
2.400,53.7886
2.410,44.0502
2.420,49.2558
2.430,48.4477
2.440,46.7374
2.450,52.9260
2.460,47.1981
2.470,47.0956
2.480,51.0157
2.490,48.7891
2.500,47.8928
2.510,51.8383
2.520,52.7997
2.530,49.7826
2.540,45.8070
2.550,51.1365
2.560,52.2052
2.570,47.5860
2.580,47.4240
2.590,47.3623
2.600,53.1456
2.610,53.1169
2.620,46.0632
2.630,46.7181
2.640,46.9856
2.650,47.1831
2.660,50.1063
2.670,49.0938
2.680,54.1389
2.690,53.1793
2.700,45.8309
2.710,53.1689
2.720,46.2180
2.730,49.7777
2.740,48.5578
2.750,52.4010
2.760,46.2295
2.770,54.5960
2.780,51.3921
2.790,49.1576
2.800,46.4995
2.810,55.3869
2.820,47.9980
2.830,55.9614
2.840,53.8789
2.850,50.0791
2.860,48.6613
2.870,55.2345
2.880,51.7842
2.890,49.9834
2.900,56.7471
2.910,54.5380
2.920,55.6277
2.930,52.0738
2.940,51.9303
2.950,54.7335
2.960,58.2584
2.970,51.0138
2.980,55.7752
2.990,52.3188
3.000,58.2775
3.010,55.7295
3.020,59.6454
3.030,55.9170
3.040,53.5187
3.050,58.6060
3.060,58.6960
3.070,57.0195
3.080,54.3291
3.090,55.3434
3.100,58.5924
3.110,59.1383
3.120,59.1742
3.130,57.6581
3.140,52.8879
3.150,53.6921
3.160,55.5606
3.170,60.1046
3.180,53.0281
3.190,59.6872
3.200,59.4274
3.210,52.1955
3.220,54.1790
3.230,55.8563
3.240,59.1699
3.250,57.5451
3.260,61.7991
3.270,52.7708
3.280,56.2602
3.290,52.4159
3.300,53.1158
3.310,55.2162
3.320,56.7929
3.330,58.2029
3.340,53.0481
3.350,60.8325
3.360,53.3789
3.370,50.6948
3.380,54.7520
3.390,55.0608
3.400,60.3367
3.410,56.5226
3.420,50.5966
3.430,53.2790
3.440,57.3446
3.450,59.3870
3.460,49.5242
3.470,55.3980
3.480,54.6854
3.490,52.9201
3.500,55.7394
3.510,55.1222
3.520,49.7968
3.530,48.3786
3.540,51.8086
3.550,57.0943
3.560,49.5450
3.570,57.9039
3.580,57.1697
3.590,50.3593
3.600,49.1568
3.610,56.6781
3.620,47.7405
3.630,52.5253
3.640,52.3721
3.650,54.3971
3.660,48.2598
3.670,47.2231
3.680,52.8517
3.690,45.6998
3.700,47.5309
3.710,51.0511
3.720,46.5894
3.730,52.4339
3.740,53.5104
3.750,49.8424
3.760,48.4567
3.770,53.2856
3.780,47.9772
3.790,46.3576
3.800,49.4649
3.810,50.8172
3.820,51.6521
3.830,50.8087
3.840,50.4351
3.850,49.1454
3.860,51.8111
3.870,50.9685
3.880,51.8146
3.890,50.9947
3.900,50.1358
3.910,43.9860
3.920,44.2234
3.930,52.5661
3.940,49.5142
3.950,46.3812
3.960,49.3116
3.970,46.0655
3.980,51.7719
3.990,51.1690
4.000,46.0350
4.010,47.4826
4.020,53.9225
4.030,49.4016
4.040,53.5120
4.050,45.4618
4.060,47.5878
4.070,45.2204
4.080,49.5129
4.090,45.5535
4.100,52.8086
4.110,45.6844
4.120,54.3649
4.130,54.5796
4.140,55.0464
4.150,48.6703
4.160,50.0267
4.170,50.0150
4.180,51.5189
4.190,54.0314
4.200,50.6416
4.210,47.2643
4.220,48.2789
4.230,55.7862
4.240,50.4421
4.250,47.2910
4.260,50.9639
4.270,53.1025
4.280,53.3666
4.290,54.6829
4.300,55.5987
4.310,51.8263
4.320,51.9111
4.330,52.7655
4.340,53.8600
4.350,51.7045
4.360,50.1910
4.370,54.8534
4.380,50.5396
4.390,59.5154
4.400,57.5936
4.410,57.7509
4.420,55.9431
4.430,54.1056
4.440,57.2130
4.450,58.4603
4.460,51.0229
4.470,51.3515
4.480,51.4134
4.490,56.6256
4.500,61.1752
4.510,52.4834
4.520,57.4706
4.530,61.3883
4.540,59.9905
4.550,59.0686
4.560,55.7623
4.570,61.8020
4.580,58.8658
4.590,55.1947
4.600,52.7077
4.610,59.3016
4.620,60.7069
4.630,59.1954
4.640,57.8472
4.650,55.7971
4.660,55.7080
4.670,59.0535
4.680,54.3417
4.690,60.3335
4.700,52.9113
4.710,57.8676
4.720,54.7257
4.730,60.9893
4.740,58.1542
4.750,61.6357
4.760,59.1024
4.770,60.2759
4.780,51.5701
4.790,59.3184
4.800,60.5733
4.810,51.8604
4.820,52.3768
4.830,51.8205
4.840,57.0107
4.850,59.3907
