timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,131.9,31.48,74.6,
2026-04-18T09:30:01,129.22,78.87,73.6,
2026-04-18T09:30:02,123.62,42.02,72.7,
2026-04-18T09:30:03,122.59,56.2,75.0,
2026-04-18T09:30:04,120.85,40.19,77.9,
2026-04-18T09:30:05,123.18,39.77,74.5,
2026-04-18T09:30:06,6.4,1.9,80.1,
2026-04-18T09:30:07,6.44,6.5,77.5,
2026-04-18T09:30:08,4.69,3.66,75.1,
2026-04-18T09:30:09,6.72,3.09,78.6,
2026-04-18T09:30:10,137.16,56.55,75.3,
2026-04-18T09:30:11,126.63,58.98,80.4,
2026-04-18T09:30:12,121.11,79.48,77.8,
2026-04-18T09:30:13,125.12,66.58,74.9,
2026-04-18T09:30:14,121.89,39.36,75.6,
2026-04-18T09:30:15,120.03,55.12,80.3,
2026-04-18T09:30:16,6.45,4.47,81.2,
2026-04-18T09:30:17,7.35,4.07,77.4,
2026-04-18T09:30:18,5.9,2.4,75.0,
2026-04-18T09:30:19,6.55,5.74,77.8,
2026-04-18T09:30:20,128.81,73.43,79.0,
2026-04-18T09:30:21,130.44,61.06,73.8,
2026-04-18T09:30:22,124.35,38.41,73.8,
2026-04-18T09:30:23,127.41,50.63,80.2,
2026-04-18T09:30:24,120.99,66.57,77.0,
2026-04-18T09:30:25,116.85,61.3,72.0,
2026-04-18T09:30:26,8.6,8.63,82.9,
2026-04-18T09:30:27,7.44,4.19,80.5,
2026-04-18T09:30:28,7.96,4.93,80.5,
2026-04-18T09:30:29,7.46,5.17,75.6,
2026-04-18T09:30:30,131.4,64.57,78.3,10
2026-04-18T09:30:31,128.17,43.08,72.8,
2026-04-18T09:30:32,124.93,56.15,79.8,
2026-04-18T09:30:33,118.38,71.07,75.9,
2026-04-18T09:30:34,115.95,56.99,81.1,
2026-04-18T09:30:35,114.38,67.08,76.1,
2026-04-18T09:30:36,6.8,8.68,75.1,
2026-04-18T09:30:37,4.84,5.83,78.6,
2026-04-18T09:30:38,6.4,4.86,77.4,
2026-04-18T09:30:39,6.37,4.45,75.7,
2026-04-18T09:30:40,138.52,85.04,76.8,
2026-04-18T09:30:41,123.09,58.72,77.5,
2026-04-18T09:30:42,125.4,50.19,73.1,
2026-04-18T09:30:43,130.68,89.35,76.4,
2026-04-18T09:30:44,118.42,51.15,81.8,
2026-04-18T09:30:45,119.83,63.06,75.5,
2026-04-18T09:30:46,5.77,9.47,80.3,
2026-04-18T09:30:47,3.86,2.89,80.7,
2026-04-18T09:30:48,8.3,7.73,79.0,
2026-04-18T09:30:49,6.08,4.7,77.0,
2026-04-18T09:30:50,126.76,60.7,76.5,
2026-04-18T09:30:51,119.89,74.0,76.6,
2026-04-18T09:30:52,123.58,70.79,84.6,
2026-04-18T09:30:53,124.43,63.29,79.1,
2026-04-18T09:30:54,114.89,60.57,78.6,
2026-04-18T09:30:55,114.13,75.48,75.5,
2026-04-18T09:30:56,8.02,4.73,83.1,
2026-04-18T09:30:57,6.99,3.17,78.7,
2026-04-18T09:30:58,7.24,1.44,76.9,
2026-04-18T09:30:59,6.16,2.1,78.6,
2026-04-18T09:31:00,127.81,59.81,74.5,10
2026-04-18T09:31:01,123.12,72.03,80.1,
2026-04-18T09:31:02,123.08,92.75,80.9,
2026-04-18T09:31:03,121.67,61.45,80.7,
2026-04-18T09:31:04,117.49,46.57,83.5,
2026-04-18T09:31:05,114.9,58.81,80.8,
2026-04-18T09:31:06,5.35,3.2,77.2,
2026-04-18T09:31:07,5.48,6.03,80.8,
2026-04-18T09:31:08,6.66,4.21,78.2,
2026-04-18T09:31:09,7.3,6.73,82.7,
2026-04-18T09:31:10,122.77,77.61,80.7,
2026-04-18T09:31:11,123.73,78.47,83.8,
2026-04-18T09:31:12,122.65,87.1,83.0,
2026-04-18T09:31:13,120.8,82.51,80.8,
2026-04-18T09:31:14,119.82,77.43,80.7,
2026-04-18T09:31:15,116.67,45.38,79.2,
2026-04-18T09:31:16,6.34,6.25,81.9,
2026-04-18T09:31:17,5.85,5.91,85.2,
2026-04-18T09:31:18,6.5,3.44,83.1,
2026-04-18T09:31:19,8.65,4.09,78.2,
2026-04-18T09:31:20,125.51,62.76,84.0,
2026-04-18T09:31:21,127.76,70.41,82.7,
2026-04-18T09:31:22,123.11,87.43,78.0,
2026-04-18T09:31:23,115.57,84.33,82.2,
2026-04-18T09:31:24,115.25,74.02,81.5,
2026-04-18T09:31:25,105.93,67.18,82.2,
2026-04-18T09:31:26,7.51,6.5,86.8,
2026-04-18T09:31:27,6.1,4.99,81.9,
2026-04-18T09:31:28,6.46,6.43,83.8,
2026-04-18T09:31:29,7.71,5.04,88.1,
2026-04-18T09:31:30,119.11,71.21,83.8,10
2026-04-18T09:31:31,129.34,78.87,80.0,
2026-04-18T09:31:32,116.7,67.28,81.1,
2026-04-18T09:31:33,119.97,92.15,83.7,
2026-04-18T09:31:34,119.24,71.49,84.2,
2026-04-18T09:31:35,108.64,90.12,80.2,
2026-04-18T09:31:36,8.46,5.22,83.4,
2026-04-18T09:31:37,7.17,4.29,83.7,
2026-04-18T09:31:38,6.96,5.51,78.8,
2026-04-18T09:31:39,5.13,4.97,80.1,
2026-04-18T09:31:40,121.26,79.11,85.8,
2026-04-18T09:31:41,122.13,81.51,77.3,
2026-04-18T09:31:42,123.35,58.65,84.3,
2026-04-18T09:31:43,120.1,75.69,82.5,
2026-04-18T09:31:44,116.67,108.81,83.4,
2026-04-18T09:31:45,106.81,95.53,84.5,
2026-04-18T09:31:46,7.08,3.47,80.5,
2026-04-18T09:31:47,8.02,2.9,84.4,
2026-04-18T09:31:48,7.62,3.87,84.2,
2026-04-18T09:31:49,8.44,4.51,83.4,
2026-04-18T09:31:50,123.91,82.03,82.2,
2026-04-18T09:31:51,122.11,74.91,88.6,
2026-04-18T09:31:52,119.14,84.21,82.6,
2026-04-18T09:31:53,124.46,101.59,80.4,
2026-04-18T09:31:54,112.23,108.0,82.9,
2026-04-18T09:31:55,112.32,92.87,78.9,
2026-04-18T09:31:56,7.87,3.63,85.2,
2026-04-18T09:31:57,5.71,3.0,83.2,
2026-04-18T09:31:58,6.62,2.66,84.1,
2026-04-18T09:31:59,7.93,5.94,84.0,
2026-04-18T09:32:00,122.52,85.04,87.9,11
2026-04-18T09:32:01,124.4,110.52,84.2,
2026-04-18T09:32:02,121.41,105.99,89.5,
2026-04-18T09:32:03,117.67,100.66,83.4,
2026-04-18T09:32:04,119.09,98.34,86.2,
2026-04-18T09:32:05,109.87,87.67,86.7,
2026-04-18T09:32:06,5.46,5.07,87.9,
2026-04-18T09:32:07,5.65,6.33,85.9,
2026-04-18T09:32:08,6.64,5.42,86.5,
2026-04-18T09:32:09,7.31,5.86,90.0,
2026-04-18T09:32:10,126.69,80.66,85.4,
2026-04-18T09:32:11,113.01,100.66,90.8,
2026-04-18T09:32:12,122.67,83.92,83.1,
2026-04-18T09:32:13,115.93,76.52,86.6,
2026-04-18T09:32:14,112.99,107.75,85.7,
2026-04-18T09:32:15,106.93,87.56,87.7,
2026-04-18T09:32:16,7.28,3.69,82.1,
2026-04-18T09:32:17,8.32,4.25,82.9,
2026-04-18T09:32:18,6.65,4.31,85.1,
2026-04-18T09:32:19,4.31,6.33,82.0,
2026-04-18T09:32:20,125.11,110.72,87.0,
2026-04-18T09:32:21,118.27,100.59,85.3,
2026-04-18T09:32:22,120.37,102.27,89.3,
2026-04-18T09:32:23,112.15,100.24,90.8,
2026-04-18T09:32:24,114.26,102.32,81.1,
2026-04-18T09:32:25,107.12,121.12,86.5,
2026-04-18T09:32:26,7.35,4.5,84.8,
2026-04-18T09:32:27,7.26,5.88,84.3,
2026-04-18T09:32:28,5.41,6.27,89.8,
2026-04-18T09:32:29,6.2,5.84,85.1,
2026-04-18T09:32:30,125.74,105.68,92.5,12
2026-04-18T09:32:31,128.07,106.79,89.4,
2026-04-18T09:32:32,114.05,91.58,86.7,
2026-04-18T09:32:33,114.99,98.09,87.2,
2026-04-18T09:32:34,115.17,90.78,85.3,
2026-04-18T09:32:35,108.7,105.83,87.7,
2026-04-18T09:32:36,6.68,3.63,87.8,
2026-04-18T09:32:37,7.05,5.23,87.3,
2026-04-18T09:32:38,8.85,6.83,87.9,
2026-04-18T09:32:39,5.33,5.64,91.6,
2026-04-18T09:32:40,116.93,95.07,84.2,
2026-04-18T09:32:41,124.9,98.98,90.7,
2026-04-18T09:32:42,113.34,104.07,91.6,
2026-04-18T09:32:43,117.81,106.68,90.6,
2026-04-18T09:32:44,114.72,95.63,85.1,
2026-04-18T09:32:45,107.44,111.14,86.1,
