timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,219.38,50.42,76.4,
2026-04-18T09:30:01,216.29,51.82,75.4,
2026-04-18T09:30:02,211.98,62.96,74.3,
2026-04-18T09:30:03,222.5,50.15,80.8,
2026-04-18T09:30:04,210.37,35.64,74.1,
2026-04-18T09:30:05,201.77,41.9,67.9,
2026-04-18T09:30:06,10.28,3.77,77.4,
2026-04-18T09:30:07,11.53,5.68,73.1,
2026-04-18T09:30:08,12.84,5.69,71.2,
2026-04-18T09:30:09,12.06,4.23,75.2,
2026-04-18T09:30:10,219.19,34.57,73.0,
2026-04-18T09:30:11,221.06,47.75,72.2,
2026-04-18T09:30:12,217.49,58.48,77.9,
2026-04-18T09:30:13,201.24,34.86,70.3,
2026-04-18T09:30:14,202.78,60.91,74.9,
2026-04-18T09:30:15,197.84,65.57,71.8,
2026-04-18T09:30:16,11.21,5.06,72.6,
2026-04-18T09:30:17,11.54,5.53,74.5,
2026-04-18T09:30:18,10.69,5.43,73.3,
2026-04-18T09:30:19,13.58,4.77,77.7,
2026-04-18T09:30:20,227.87,41.83,74.9,
2026-04-18T09:30:21,218.16,64.97,72.2,
2026-04-18T09:30:22,201.99,78.5,77.1,
2026-04-18T09:30:23,203.35,60.84,77.5,
2026-04-18T09:30:24,211.16,61.22,80.0,
2026-04-18T09:30:25,191.8,66.95,75.5,
2026-04-18T09:30:26,11.26,4.76,78.2,
2026-04-18T09:30:27,10.29,8.0,77.2,
2026-04-18T09:30:28,12.18,4.27,74.3,
2026-04-18T09:30:29,9.46,3.33,75.2,
2026-04-18T09:30:30,220.41,76.76,74.3,10
2026-04-18T09:30:31,215.51,79.79,79.3,
2026-04-18T09:30:32,204.0,83.76,76.3,
2026-04-18T09:30:33,209.53,75.17,77.5,
2026-04-18T09:30:34,194.69,92.05,78.3,
2026-04-18T09:30:35,184.55,58.8,76.5,
2026-04-18T09:30:36,9.76,6.81,75.1,
2026-04-18T09:30:37,5.91,5.55,78.4,
2026-04-18T09:30:38,10.54,6.39,74.3,
2026-04-18T09:30:39,11.18,4.58,75.8,
2026-04-18T09:30:40,215.09,59.3,74.9,
2026-04-18T09:30:41,211.89,67.71,76.9,
2026-04-18T09:30:42,203.11,65.73,76.9,
2026-04-18T09:30:43,204.0,75.71,75.9,
2026-04-18T09:30:44,204.01,67.93,73.0,
2026-04-18T09:30:45,193.2,67.05,77.2,
2026-04-18T09:30:46,10.57,5.06,77.0,
2026-04-18T09:30:47,10.27,5.95,74.5,
2026-04-18T09:30:48,13.49,4.55,77.4,
2026-04-18T09:30:49,12.1,4.14,74.4,
2026-04-18T09:30:50,205.73,57.69,73.6,
2026-04-18T09:30:51,211.64,56.85,76.2,
2026-04-18T09:30:52,199.23,53.91,76.9,
2026-04-18T09:30:53,209.86,67.69,79.4,
2026-04-18T09:30:54,203.1,81.34,74.8,
2026-04-18T09:30:55,199.05,79.17,78.5,
2026-04-18T09:30:56,11.55,5.08,77.7,
2026-04-18T09:30:57,11.58,4.45,76.9,
2026-04-18T09:30:58,11.03,4.46,75.8,
2026-04-18T09:30:59,6.38,6.28,82.0,
2026-04-18T09:31:00,220.29,64.31,77.1,10
2026-04-18T09:31:01,205.78,57.38,82.0,
2026-04-18T09:31:02,204.16,66.78,79.3,
2026-04-18T09:31:03,194.31,70.82,78.4,
2026-04-18T09:31:04,188.78,69.18,79.7,
2026-04-18T09:31:05,189.82,77.81,80.6,
2026-04-18T09:31:06,13.25,5.91,79.4,
2026-04-18T09:31:07,14.33,1.45,82.5,
2026-04-18T09:31:08,11.46,3.25,78.8,
2026-04-18T09:31:09,12.04,6.22,77.6,
2026-04-18T09:31:10,204.52,80.86,79.8,
2026-04-18T09:31:11,209.97,81.61,82.3,
2026-04-18T09:31:12,198.73,98.39,79.8,
2026-04-18T09:31:13,191.37,77.39,86.1,
2026-04-18T09:31:14,192.03,88.24,82.2,
2026-04-18T09:31:15,192.38,86.57,82.7,
2026-04-18T09:31:16,11.85,4.89,82.4,
2026-04-18T09:31:17,10.83,4.62,78.8,
2026-04-18T09:31:18,14.27,3.81,86.7,
2026-04-18T09:31:19,11.37,8.15,80.4,
2026-04-18T09:31:20,205.11,76.87,83.7,
2026-04-18T09:31:21,205.41,83.84,79.1,
2026-04-18T09:31:22,199.35,92.76,85.2,
2026-04-18T09:31:23,201.2,85.2,87.8,
2026-04-18T09:31:24,195.04,65.54,78.9,
2026-04-18T09:31:25,184.26,92.92,82.7,
2026-04-18T09:31:26,14.27,3.87,83.2,
2026-04-18T09:31:27,13.4,4.72,83.5,
2026-04-18T09:31:28,11.92,7.56,85.2,
2026-04-18T09:31:29,13.13,6.46,83.6,
2026-04-18T09:31:30,207.6,92.58,84.0,11
2026-04-18T09:31:31,200.77,64.85,82.0,
2026-04-18T09:31:32,206.3,79.31,80.7,
2026-04-18T09:31:33,203.83,95.02,84.9,
2026-04-18T09:31:34,192.96,89.27,80.2,
2026-04-18T09:31:35,190.09,93.94,82.3,
2026-04-18T09:31:36,9.86,4.29,83.5,
2026-04-18T09:31:37,12.99,4.2,87.5,
2026-04-18T09:31:38,13.38,6.85,81.5,
2026-04-18T09:31:39,10.35,3.78,82.4,
2026-04-18T09:31:40,213.93,104.8,85.7,
2026-04-18T09:31:41,207.76,89.14,79.0,
2026-04-18T09:31:42,201.38,106.11,87.7,
2026-04-18T09:31:43,197.89,66.06,83.9,
2026-04-18T09:31:44,183.97,89.42,82.6,
2026-04-18T09:31:45,189.3,107.81,82.0,
2026-04-18T09:31:46,10.32,7.22,86.0,
2026-04-18T09:31:47,14.26,3.11,84.5,
2026-04-18T09:31:48,11.77,5.55,85.1,
2026-04-18T09:31:49,8.55,6.09,84.0,
2026-04-18T09:31:50,202.21,104.48,87.4,
2026-04-18T09:31:51,200.84,104.71,80.7,
2026-04-18T09:31:52,197.2,101.43,84.5,
2026-04-18T09:31:53,198.82,87.87,88.9,
2026-04-18T09:31:54,183.77,104.78,85.9,
2026-04-18T09:31:55,184.13,71.32,83.5,
2026-04-18T09:31:56,11.24,5.07,87.2,
2026-04-18T09:31:57,12.58,4.97,84.2,
2026-04-18T09:31:58,11.25,4.76,87.0,
2026-04-18T09:31:59,11.64,6.05,87.0,
2026-04-18T09:32:00,199.44,83.25,81.6,12
2026-04-18T09:32:01,201.18,113.18,84.0,
2026-04-18T09:32:02,199.68,94.1,87.6,
2026-04-18T09:32:03,192.07,106.55,88.0,
2026-04-18T09:32:04,181.88,129.13,89.4,
2026-04-18T09:32:05,177.59,113.6,89.4,
2026-04-18T09:32:06,9.31,3.9,81.1,
2026-04-18T09:32:07,13.94,5.2,84.6,
2026-04-18T09:32:08,9.63,4.36,83.7,
2026-04-18T09:32:09,13.04,6.65,86.2,
2026-04-18T09:32:10,213.97,95.52,86.6,
2026-04-18T09:32:11,200.69,93.71,86.4,
2026-04-18T09:32:12,195.16,139.91,84.1,
2026-04-18T09:32:13,194.74,115.59,83.3,
2026-04-18T09:32:14,192.69,104.32,82.9,
2026-04-18T09:32:15,172.85,102.42,87.2,
2026-04-18T09:32:16,10.7,7.66,89.0,
2026-04-18T09:32:17,10.91,5.61,90.9,
2026-04-18T09:32:18,13.74,7.63,86.6,
2026-04-18T09:32:19,11.74,2.56,90.2,
