timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,133.79,67.95,78.1,
2026-04-18T09:30:01,126.2,58.55,71.7,
2026-04-18T09:30:02,129.44,45.29,80.3,
2026-04-18T09:30:03,119.35,43.66,69.3,
2026-04-18T09:30:04,124.96,55.8,76.7,
2026-04-18T09:30:05,124.44,46.86,75.9,
2026-04-18T09:30:06,7.2,6.6,75.6,
2026-04-18T09:30:07,5.7,6.1,75.6,
2026-04-18T09:30:08,7.1,4.34,73.4,
2026-04-18T09:30:09,8.13,4.25,75.2,
2026-04-18T09:30:10,129.18,40.77,76.9,
2026-04-18T09:30:11,129.24,69.53,71.4,
2026-04-18T09:30:12,126.72,45.31,74.9,
2026-04-18T09:30:13,128.44,48.94,74.9,
2026-04-18T09:30:14,123.66,65.38,77.7,
2026-04-18T09:30:15,119.2,42.09,73.5,
2026-04-18T09:30:16,6.87,4.48,76.2,
2026-04-18T09:30:17,7.06,7.78,75.4,
2026-04-18T09:30:18,6.92,0.0,79.0,
2026-04-18T09:30:19,6.67,3.14,72.9,
2026-04-18T09:30:20,133.65,60.97,72.5,
2026-04-18T09:30:21,131.94,60.38,79.8,
2026-04-18T09:30:22,129.6,63.06,72.7,
2026-04-18T09:30:23,128.38,45.72,77.2,
2026-04-18T09:30:24,127.71,61.73,75.6,
2026-04-18T09:30:25,120.9,47.52,74.8,
2026-04-18T09:30:26,7.55,3.59,77.0,
2026-04-18T09:30:27,6.87,2.81,78.1,
2026-04-18T09:30:28,7.51,6.02,77.2,
2026-04-18T09:30:29,5.91,4.95,77.4,
2026-04-18T09:30:30,131.64,71.89,78.5,8
2026-04-18T09:30:31,121.5,40.26,76.3,
2026-04-18T09:30:32,126.73,60.98,78.0,
2026-04-18T09:30:33,126.29,56.93,81.6,
2026-04-18T09:30:34,114.81,41.88,74.6,
2026-04-18T09:30:35,123.12,49.54,78.5,
2026-04-18T09:30:36,5.25,4.46,79.5,
2026-04-18T09:30:37,8.51,2.54,75.7,
2026-04-18T09:30:38,6.65,6.52,78.2,
2026-04-18T09:30:39,5.05,1.98,72.6,
2026-04-18T09:30:40,133.41,81.7,80.2,
2026-04-18T09:30:41,127.17,69.38,77.1,
2026-04-18T09:30:42,128.36,77.58,77.9,
2026-04-18T09:30:43,130.8,63.95,77.3,
2026-04-18T09:30:44,119.27,35.23,76.5,
2026-04-18T09:30:45,116.66,52.72,74.3,
2026-04-18T09:30:46,5.39,4.26,77.5,
2026-04-18T09:30:47,7.75,4.82,79.4,
2026-04-18T09:30:48,5.82,4.77,79.3,
2026-04-18T09:30:49,7.04,3.99,79.1,
2026-04-18T09:30:50,131.46,53.56,78.7,
2026-04-18T09:30:51,130.04,74.11,82.8,
2026-04-18T09:30:52,119.21,49.67,79.0,
2026-04-18T09:30:53,121.47,92.22,80.4,
2026-04-18T09:30:54,120.84,56.6,83.0,
2026-04-18T09:30:55,118.25,71.92,75.5,
2026-04-18T09:30:56,6.2,6.35,75.7,
2026-04-18T09:30:57,7.95,1.14,78.1,
2026-04-18T09:30:58,6.89,2.67,82.1,
2026-04-18T09:30:59,8.92,6.33,80.3,
2026-04-18T09:31:00,129.56,66.53,83.4,10
2026-04-18T09:31:01,129.18,64.54,81.4,
2026-04-18T09:31:02,126.72,68.38,81.0,
2026-04-18T09:31:03,124.9,43.99,80.7,
2026-04-18T09:31:04,119.31,79.18,79.2,
2026-04-18T09:31:05,115.76,75.98,79.0,
2026-04-18T09:31:06,7.75,4.74,81.1,
2026-04-18T09:31:07,7.49,5.52,80.1,
2026-04-18T09:31:08,4.62,5.38,80.5,
2026-04-18T09:31:09,7.53,5.55,79.1,
2026-04-18T09:31:10,130.39,62.08,78.5,
2026-04-18T09:31:11,127.76,61.97,81.3,
2026-04-18T09:31:12,129.17,49.99,79.3,
2026-04-18T09:31:13,119.15,60.84,80.4,
2026-04-18T09:31:14,113.58,63.58,81.5,
2026-04-18T09:31:15,115.64,58.03,80.9,
2026-04-18T09:31:16,6.79,4.52,81.4,
