timestamp,force_N,emg_envelope_uV,hr_bpm,rpe
2026-04-18T09:30:00,141.68,46.06,74.5,
2026-04-18T09:30:01,141.41,45.23,73.4,
2026-04-18T09:30:02,138.07,29.13,72.6,
2026-04-18T09:30:03,135.38,68.63,74.6,
2026-04-18T09:30:04,133.62,44.4,71.3,
2026-04-18T09:30:05,129.45,50.53,72.6,
2026-04-18T09:30:06,5.36,4.74,75.0,
2026-04-18T09:30:07,7.51,5.33,78.5,
2026-04-18T09:30:08,8.2,5.32,77.5,
2026-04-18T09:30:09,6.82,4.75,79.0,
2026-04-18T09:30:10,137.3,57.63,78.4,
2026-04-18T09:30:11,141.17,45.98,73.0,
2026-04-18T09:30:12,132.31,46.01,74.3,
2026-04-18T09:30:13,132.18,77.0,74.4,
2026-04-18T09:30:14,132.14,52.71,71.3,
2026-04-18T09:30:15,131.36,48.85,77.1,
2026-04-18T09:30:16,7.7,6.78,72.7,
2026-04-18T09:30:17,6.01,6.0,76.2,
2026-04-18T09:30:18,8.14,8.21,77.7,
2026-04-18T09:30:19,7.11,5.78,79.8,
2026-04-18T09:30:20,144.34,55.54,69.4,
2026-04-18T09:30:21,139.62,44.11,76.6,
2026-04-18T09:30:22,140.32,63.4,77.9,
2026-04-18T09:30:23,130.56,64.61,72.9,
2026-04-18T09:30:24,128.29,65.4,76.3,
2026-04-18T09:30:25,126.9,67.6,78.3,
2026-04-18T09:30:26,6.04,5.82,70.9,
2026-04-18T09:30:27,4.19,4.15,77.9,
2026-04-18T09:30:28,5.1,4.5,79.3,
2026-04-18T09:30:29,8.19,4.04,75.6,
2026-04-18T09:30:30,145.59,55.87,74.8,10
2026-04-18T09:30:31,139.65,49.73,77.6,
2026-04-18T09:30:32,132.43,59.1,76.8,
2026-04-18T09:30:33,134.55,76.49,79.6,
2026-04-18T09:30:34,125.49,60.56,76.5,
2026-04-18T09:30:35,126.17,58.41,76.6,
2026-04-18T09:30:36,6.61,4.57,79.3,
2026-04-18T09:30:37,8.2,7.87,77.2,
2026-04-18T09:30:38,6.65,3.82,74.6,
2026-04-18T09:30:39,7.51,10.74,78.4,
2026-04-18T09:30:40,135.89,69.5,80.5,
2026-04-18T09:30:41,134.3,55.79,79.8,
2026-04-18T09:30:42,132.67,70.95,76.9,
2026-04-18T09:30:43,132.96,52.36,80.5,
2026-04-18T09:30:44,131.43,55.9,75.2,
2026-04-18T09:30:45,132.06,68.67,77.6,
2026-04-18T09:30:46,7.41,4.84,75.8,
2026-04-18T09:30:47,8.3,6.8,73.7,
2026-04-18T09:30:48,6.84,3.98,79.3,
2026-04-18T09:30:49,5.89,5.41,76.5,
2026-04-18T09:30:50,137.86,38.59,75.3,
2026-04-18T09:30:51,143.46,68.71,75.9,
2026-04-18T09:30:52,128.79,45.86,77.8,
2026-04-18T09:30:53,128.38,59.09,73.0,
2026-04-18T09:30:54,127.65,58.77,79.9,
2026-04-18T09:30:55,131.49,93.63,79.6,
2026-04-18T09:30:56,7.53,6.53,80.2,
2026-04-18T09:30:57,7.62,4.41,75.9,
2026-04-18T09:30:58,7.99,0.6,79.2,
2026-04-18T09:30:59,7.56,3.93,77.2,
2026-04-18T09:31:00,138.44,49.38,74.8,10
2026-04-18T09:31:01,140.61,59.03,78.1,
2026-04-18T09:31:02,129.31,44.99,79.7,
2026-04-18T09:31:03,133.21,34.58,82.1,
2026-04-18T09:31:04,123.51,72.27,75.5,
2026-04-18T09:31:05,133.47,50.94,81.5,
2026-04-18T09:31:06,6.32,5.73,80.4,
2026-04-18T09:31:07,7.47,5.74,77.5,
2026-04-18T09:31:08,7.54,6.21,82.4,
2026-04-18T09:31:09,6.75,5.96,73.0,
2026-04-18T09:31:10,140.75,54.13,82.5,
2026-04-18T09:31:11,137.59,77.01,84.3,
2026-04-18T09:31:12,134.67,55.58,75.4,
2026-04-18T09:31:13,129.46,59.21,81.5,
2026-04-18T09:31:14,133.08,56.52,79.1,
2026-04-18T09:31:15,122.56,49.85,80.0,
2026-04-18T09:31:16,7.0,6.12,82.1,
2026-04-18T09:31:17,6.46,4.48,82.3,
2026-04-18T09:31:18,6.61,4.19,82.4,
2026-04-18T09:31:19,6.05,4.56,81.2,
2026-04-18T09:31:20,140.56,59.55,79.6,
2026-04-18T09:31:21,134.57,82.94,78.2,
2026-04-18T09:31:22,127.44,84.43,81.0,
2026-04-18T09:31:23,135.44,81.6,76.3,
2026-04-18T09:31:24,127.58,76.6,77.4,
2026-04-18T09:31:25,127.84,75.16,82.4,
2026-04-18T09:31:26,5.83,2.97,82.1,
2026-04-18T09:31:27,9.13,6.58,80.2,
2026-04-18T09:31:28,6.15,3.01,85.1,
2026-04-18T09:31:29,8.02,4.96,77.8,
2026-04-18T09:31:30,134.54,66.65,82.7,10
2026-04-18T09:31:31,137.41,85.8,83.2,
2026-04-18T09:31:32,125.96,70.82,78.6,
2026-04-18T09:31:33,129.1,85.46,84.8,
2026-04-18T09:31:34,130.26,73.96,78.0,
2026-04-18T09:31:35,121.76,82.24,82.1,
2026-04-18T09:31:36,7.49,5.16,80.7,
2026-04-18T09:31:37,7.13,2.87,82.6,
2026-04-18T09:31:38,8.8,3.0,79.3,
2026-04-18T09:31:39,7.47,4.59,81.9,
2026-04-18T09:31:40,136.94,79.03,79.8,
2026-04-18T09:31:41,129.79,83.31,81.2,
2026-04-18T09:31:42,133.07,92.5,82.6,
2026-04-18T09:31:43,124.47,78.06,79.8,
2026-04-18T09:31:44,125.35,69.95,84.4,
2026-04-18T09:31:45,121.05,76.96,79.3,
2026-04-18T09:31:46,5.26,3.24,84.4,
2026-04-18T09:31:47,7.89,3.07,84.2,
2026-04-18T09:31:48,8.1,5.77,82.6,
2026-04-18T09:31:49,4.79,4.89,84.0,
2026-04-18T09:31:50,134.75,79.3,78.4,
2026-04-18T09:31:51,134.78,65.45,83.1,
2026-04-18T09:31:52,128.38,59.91,82.4,
2026-04-18T09:31:53,129.71,80.91,79.9,
2026-04-18T09:31:54,119.75,93.35,80.6,
2026-04-18T09:31:55,121.91,74.15,85.7,
2026-04-18T09:31:56,7.74,4.19,79.9,
2026-04-18T09:31:57,7.38,7.26,81.5,
2026-04-18T09:31:58,6.16,6.86,82.9,
2026-04-18T09:31:59,5.78,3.89,83.6,
2026-04-18T09:32:00,131.98,70.79,85.0,11
2026-04-18T09:32:01,132.37,70.43,82.4,
2026-04-18T09:32:02,124.0,89.86,85.9,
2026-04-18T09:32:03,123.35,75.65,80.6,
2026-04-18T09:32:04,121.01,52.42,83.9,
2026-04-18T09:32:05,125.22,71.95,79.9,
2026-04-18T09:32:06,6.83,5.28,81.4,
2026-04-18T09:32:07,5.78,5.13,82.6,
2026-04-18T09:32:08,5.73,3.62,84.6,
2026-04-18T09:32:09,5.96,4.87,84.4,
2026-04-18T09:32:10,134.19,89.05,84.4,
2026-04-18T09:32:11,125.34,82.36,83.2,
2026-04-18T09:32:12,126.47,95.86,87.5,
2026-04-18T09:32:13,130.12,96.52,85.2,
2026-04-18T09:32:14,119.95,92.65,82.7,
2026-04-18T09:32:15,129.09,80.3,81.6,
2026-04-18T09:32:16,6.94,4.35,81.3,
2026-04-18T09:32:17,5.57,4.82,80.0,
2026-04-18T09:32:18,5.05,4.49,81.4,
2026-04-18T09:32:19,6.48,6.31,83.4,
2026-04-18T09:32:20,132.21,69.51,82.2,
2026-04-18T09:32:21,130.0,82.4,81.0,
2026-04-18T09:32:22,129.31,93.83,82.0,
2026-04-18T09:32:23,123.72,65.39,84.2,
2026-04-18T09:32:24,114.76,85.91,80.8,
2026-04-18T09:32:25,117.52,86.2,84.3,
2026-04-18T09:32:26,5.56,5.08,82.5,
2026-04-18T09:32:27,4.7,4.96,82.6,
2026-04-18T09:32:28,7.26,5.98,82.6,
2026-04-18T09:32:29,8.36,4.91,87.0,
2026-04-18T09:32:30,129.03,95.26,87.6,10
2026-04-18T09:32:31,127.58,90.51,86.6,
2026-04-18T09:32:32,127.41,74.61,84.0,
2026-04-18T09:32:33,125.09,61.39,85.1,
2026-04-18T09:32:34,117.02,89.51,87.2,
2026-04-18T09:32:35,119.49,84.98,79.1,
2026-04-18T09:32:36,6.41,2.94,82.8,
2026-04-18T09:32:37,8.31,5.59,84.6,
2026-04-18T09:32:38,5.37,6.39,87.9,
2026-04-18T09:32:39,7.45,7.19,82.3,
2026-04-18T09:32:40,129.73,91.42,84.7,
2026-04-18T09:32:41,122.74,86.74,87.8,
2026-04-18T09:32:42,128.64,110.83,85.6,
2026-04-18T09:32:43,121.49,79.67,81.3,
2026-04-18T09:32:44,120.8,94.25,84.3,
2026-04-18T09:32:45,115.14,96.34,85.8,
2026-04-18T09:32:46,7.49,4.95,87.8,
2026-04-18T09:32:47,7.11,2.68,84.2,
2026-04-18T09:32:48,5.66,6.82,91.1,
2026-04-18T09:32:49,6.68,5.53,82.9,
2026-04-18T09:32:50,138.28,96.05,83.0,
2026-04-18T09:32:51,127.83,96.51,84.4,
2026-04-18T09:32:52,128.27,99.16,85.4,
2026-04-18T09:32:53,121.73,106.32,86.4,
2026-04-18T09:32:54,117.15,103.35,83.5,
2026-04-18T09:32:55,116.64,88.66,87.2,
2026-04-18T09:32:56,6.89,4.46,86.8,
2026-04-18T09:32:57,7.64,4.99,84.6,
2026-04-18T09:32:58,8.47,5.95,81.5,
2026-04-18T09:32:59,7.15,4.9,83.0,
2026-04-18T09:33:00,126.39,111.44,85.2,12
2026-04-18T09:33:01,124.05,97.06,83.2,
2026-04-18T09:33:02,124.57,96.37,89.5,
2026-04-18T09:33:03,121.9,96.04,84.2,
2026-04-18T09:33:04,126.43,98.41,86.8,
2026-04-18T09:33:05,120.74,97.1,90.2,
2026-04-18T09:33:06,7.02,6.95,84.9,
2026-04-18T09:33:07,10.11,4.89,87.6,
2026-04-18T09:33:08,8.53,3.13,84.7,
2026-04-18T09:33:09,7.89,5.6,86.4,
2026-04-18T09:33:10,131.5,111.52,91.1,
2026-04-18T09:33:11,129.7,93.56,89.8,
2026-04-18T09:33:12,125.91,92.24,90.6,
2026-04-18T09:33:13,112.67,78.36,90.5,
2026-04-18T09:33:14,118.24,106.9,91.3,
2026-04-18T09:33:15,120.01,87.18,88.8,
2026-04-18T09:33:16,7.78,6.67,86.7,
2026-04-18T09:33:17,7.53,5.14,86.8,
2026-04-18T09:33:18,4.85,4.71,87.2,
2026-04-18T09:33:19,6.69,6.66,83.6,
2026-04-18T09:33:20,124.8,108.11,88.9,
2026-04-18T09:33:21,124.29,101.03,84.0,
2026-04-18T09:33:22,131.3,104.76,88.6,
2026-04-18T09:33:23,114.94,109.92,91.0,
2026-04-18T09:33:24,119.18,98.73,88.9,
2026-04-18T09:33:25,116.21,124.95,89.9,
2026-04-18T09:33:26,7.99,4.05,89.7,
2026-04-18T09:33:27,6.89,2.91,87.9,
2026-04-18T09:33:28,6.71,5.62,87.0,
2026-04-18T09:33:29,8.82,5.49,83.1,
2026-04-18T09:33:30,124.24,104.84,88.6,11
2026-04-18T09:33:31,126.24,80.14,85.9,
2026-04-18T09:33:32,122.0,107.9,88.6,
2026-04-18T09:33:33,118.71,94.67,93.7,
2026-04-18T09:33:34,119.07,84.55,86.9,
2026-04-18T09:33:35,115.66,112.91,91.4,
2026-04-18T09:33:36,5.6,4.68,87.7,
2026-04-18T09:33:37,6.16,6.21,85.2,
2026-04-18T09:33:38,7.43,5.36,85.2,
2026-04-18T09:33:39,6.58,4.39,90.2,
2026-04-18T09:33:40,126.95,111.75,85.8,
2026-04-18T09:33:41,119.7,99.3,88.4,
2026-04-18T09:33:42,126.17,112.4,83.9,
2026-04-18T09:33:43,118.84,97.04,86.1,
2026-04-18T09:33:44,114.81,121.55,88.5,
2026-04-18T09:33:45,113.18,120.29,88.5,
2026-04-18T09:33:46,6.69,7.74,86.3,
2026-04-18T09:33:47,8.49,7.12,91.1,
2026-04-18T09:33:48,5.18,6.94,87.0,
2026-04-18T09:33:49,8.35,4.0,85.0,
2026-04-18T09:33:50,122.82,134.6,89.5,
2026-04-18T09:33:51,119.53,111.63,94.8,
2026-04-18T09:33:52,119.58,94.65,87.8,
2026-04-18T09:33:53,124.58,94.49,89.2,
2026-04-18T09:33:54,110.93,126.9,89.7,
2026-04-18T09:33:55,115.35,101.2,90.9,
2026-04-18T09:33:56,8.24,7.4,90.6,
2026-04-18T09:33:57,6.8,3.4,87.9,
2026-04-18T09:33:58,6.74,4.9,91.3,
2026-04-18T09:33:59,8.76,4.41,90.2,
2026-04-18T09:34:00,127.0,111.27,89.4,12
2026-04-18T09:34:01,121.08,96.44,88.8,
2026-04-18T09:34:02,118.55,114.08,89.7,
2026-04-18T09:34:03,122.74,119.75,95.4,
2026-04-18T09:34:04,114.45,88.53,86.9,
2026-04-18T09:34:05,111.87,120.63,85.8,
2026-04-18T09:34:06,7.7,4.49,88.6,
2026-04-18T09:34:07,6.38,6.51,87.5,
2026-04-18T09:34:08,8.63,5.25,92.1,
2026-04-18T09:34:09,6.02,5.58,91.3,
2026-04-18T09:34:10,120.67,106.73,89.2,
2026-04-18T09:34:11,118.54,119.08,86.1,
2026-04-18T09:34:12,122.13,115.98,90.8,
2026-04-18T09:34:13,120.92,109.98,91.5,
2026-04-18T09:34:14,110.29,108.92,88.1,
2026-04-18T09:34:15,107.36,122.99,88.9,
2026-04-18T09:34:16,8.08,3.87,90.5,
2026-04-18T09:34:17,7.95,5.14,91.4,
2026-04-18T09:34:18,6.38,0.81,91.5,
2026-04-18T09:34:19,8.32,5.27,89.3,
2026-04-18T09:34:20,124.12,109.36,90.9,
2026-04-18T09:34:21,121.73,109.45,94.7,
2026-04-18T09:34:22,120.12,100.85,92.1,
2026-04-18T09:34:23,115.08,121.5,95.0,
2026-04-18T09:34:24,108.67,123.56,91.2,
2026-04-18T09:34:25,112.3,118.8,93.3,
2026-04-18T09:34:26,6.09,5.82,91.9,
2026-04-18T09:34:27,8.17,4.01,90.6,
2026-04-18T09:34:28,6.53,5.62,90.8,
2026-04-18T09:34:29,7.3,6.03,91.0,
2026-04-18T09:34:30,129.44,123.76,93.6,13
2026-04-18T09:34:31,119.18,115.5,89.8,
2026-04-18T09:34:32,116.86,110.21,94.2,
2026-04-18T09:34:33,117.7,116.31,90.9,
2026-04-18T09:34:34,110.26,121.81,92.3,
2026-04-18T09:34:35,113.73,132.1,91.8,
2026-04-18T09:34:36,7.39,5.69,91.4,
2026-04-18T09:34:37,7.77,5.77,93.2,
2026-04-18T09:34:38,6.82,6.45,92.8,
2026-04-18T09:34:39,6.68,3.35,90.7,
2026-04-18T09:34:40,124.51,104.35,91.3,
2026-04-18T09:34:41,121.99,106.39,94.5,
2026-04-18T09:34:42,119.38,117.95,94.8,
2026-04-18T09:34:43,116.74,130.45,86.2,
2026-04-18T09:34:44,110.22,132.01,93.2,
2026-04-18T09:34:45,111.44,122.13,92.1,
2026-04-18T09:34:46,6.87,2.65,93.5,
2026-04-18T09:34:47,7.27,5.62,96.8,
2026-04-18T09:34:48,6.95,6.32,93.6,
2026-04-18T09:34:49,8.88,5.15,91.8,
2026-04-18T09:34:50,114.47,132.66,88.2,
2026-04-18T09:34:51,118.85,127.52,94.2,
2026-04-18T09:34:52,117.79,125.05,95.1,
2026-04-18T09:34:53,114.06,118.94,89.0,
2026-04-18T09:34:54,109.14,138.29,90.4,
2026-04-18T09:34:55,108.83,131.67,96.4,
2026-04-18T09:34:56,8.97,6.99,95.8,
2026-04-18T09:34:57,5.81,5.58,97.4,
2026-04-18T09:34:58,7.73,4.07,94.1,
2026-04-18T09:34:59,7.36,4.41,93.7,
2026-04-18T09:35:00,130.49,139.79,90.5,13
2026-04-18T09:35:01,117.45,124.31,96.6,
2026-04-18T09:35:02,112.71,111.9,92.5,
2026-04-18T09:35:03,116.07,111.16,90.2,
2026-04-18T09:35:04,111.43,118.56,92.2,
2026-04-18T09:35:05,109.26,117.47,92.6,
2026-04-18T09:35:06,7.2,5.64,90.3,
2026-04-18T09:35:07,6.17,6.03,91.0,
2026-04-18T09:35:08,5.8,3.79,96.0,
2026-04-18T09:35:09,7.05,6.12,92.6,
2026-04-18T09:35:10,120.48,110.72,99.2,
2026-04-18T09:35:11,119.58,123.68,93.9,
2026-04-18T09:35:12,116.69,121.54,93.6,
2026-04-18T09:35:13,109.68,142.69,92.3,
2026-04-18T09:35:14,109.79,114.04,96.6,
2026-04-18T09:35:15,111.44,128.06,95.0,
2026-04-18T09:35:16,7.26,4.45,96.3,
2026-04-18T09:35:17,5.95,6.79,93.7,
2026-04-18T09:35:18,9.61,3.17,94.2,
2026-04-18T09:35:19,7.08,5.42,95.6,
2026-04-18T09:35:20,121.1,116.22,93.6,
2026-04-18T09:35:21,120.28,128.78,96.4,
2026-04-18T09:35:22,108.74,136.42,99.9,
2026-04-18T09:35:23,109.82,127.68,99.0,
2026-04-18T09:35:24,112.05,125.91,93.1,
2026-04-18T09:35:25,108.93,121.72,94.3,
2026-04-18T09:35:26,7.14,5.96,92.8,
2026-04-18T09:35:27,6.64,3.63,96.2,
2026-04-18T09:35:28,7.0,6.44,96.1,
2026-04-18T09:35:29,7.3,5.89,98.5,
2026-04-18T09:35:30,121.95,126.32,98.0,12
2026-04-18T09:35:31,116.68,139.19,93.1,
2026-04-18T09:35:32,112.16,134.42,94.9,
2026-04-18T09:35:33,108.73,140.66,97.0,
2026-04-18T09:35:34,104.01,141.15,95.0,
2026-04-18T09:35:35,104.63,117.57,95.1,
2026-04-18T09:35:36,8.01,5.78,100.4,
2026-04-18T09:35:37,5.7,4.73,96.8,
2026-04-18T09:35:38,7.97,3.22,99.3,
2026-04-18T09:35:39,7.91,3.94,95.8,
2026-04-18T09:35:40,119.98,133.52,96.3,
2026-04-18T09:35:41,118.07,112.39,89.3,
2026-04-18T09:35:42,114.79,127.95,100.4,
2026-04-18T09:35:43,117.58,131.88,96.5,
2026-04-18T09:35:44,103.13,136.83,94.9,
2026-04-18T09:35:45,102.2,142.83,98.2,
2026-04-18T09:35:46,7.29,1.4,102.1,
2026-04-18T09:35:47,6.33,5.07,98.9,
2026-04-18T09:35:48,7.33,5.86,94.8,
2026-04-18T09:35:49,6.55,5.64,99.7,
2026-04-18T09:35:50,112.51,127.01,102.4,
2026-04-18T09:35:51,113.86,105.75,97.7,
2026-04-18T09:35:52,112.64,125.43,93.1,
2026-04-18T09:35:53,113.84,156.21,99.5,
2026-04-18T09:35:54,107.45,157.19,92.5,
2026-04-18T09:35:55,102.97,119.74,101.8,
2026-04-18T09:35:56,6.57,2.73,94.6,
2026-04-18T09:35:57,6.16,6.59,95.7,
2026-04-18T09:35:58,8.48,6.85,95.9,
2026-04-18T09:35:59,8.42,6.21,93.9,
2026-04-18T09:36:00,112.49,128.22,92.5,15
2026-04-18T09:36:01,114.18,157.93,98.6,
2026-04-18T09:36:02,111.02,140.01,98.6,
2026-04-18T09:36:03,105.69,157.29,95.8,
2026-04-18T09:36:04,107.8,149.56,95.3,
2026-04-18T09:36:05,102.69,141.22,99.1,
2026-04-18T09:36:06,7.26,6.25,97.5,
2026-04-18T09:36:07,8.82,8.58,94.0,
2026-04-18T09:36:08,7.7,4.31,97.2,
2026-04-18T09:36:09,6.44,6.88,101.6,
2026-04-18T09:36:10,117.27,156.07,99.5,
2026-04-18T09:36:11,116.89,120.41,102.8,
2026-04-18T09:36:12,115.25,167.98,96.0,
2026-04-18T09:36:13,106.92,142.19,102.9,
2026-04-18T09:36:14,106.65,137.05,100.8,
2026-04-18T09:36:15,107.37,156.94,92.7,
2026-04-18T09:36:16,7.84,3.02,96.7,
2026-04-18T09:36:17,8.25,5.13,100.4,
2026-04-18T09:36:18,6.05,5.93,94.0,
2026-04-18T09:36:19,6.35,6.57,96.6,
2026-04-18T09:36:20,114.94,150.6,95.5,
2026-04-18T09:36:21,112.39,129.19,99.5,
2026-04-18T09:36:22,107.56,151.56,96.4,
